,pval_outlier
RBPJ#chr4:26320979-26320997(+),0.9227
RBPJ#chr4:26321011-26321029(+),0.9731
RBPJ#chr4:26321028-26321046(+),0.9731
RBPJ#chr4:26321040-26321058(+),0.9997
RBPJ#chr4:26321046-26321064(+),0.9964
RBPJL#chr20:45306865-45306883(+),0.7476
RBPJL#chr20:45306869-45306887(+),0.0319
RBPJL#chr20:45306873-45306891(+),0.0091
RBPJL#chr20:45306917-45306935(+),0.9997
RBPJL#chr20:45306921-45306939(-),0.9997
RBPJL#chr20:45307105-45307123(-),1.0
RC3H2#chr9:122905107-122905125(-),1.0
RC3H2#chr9:122905128-122905146(+),0.9731
RC3H2#chr9:122905237-122905255(-),0.4649
RC3H2#chr9:122905243-122905261(+),0.4649
RC3H2#chr9:122905246-122905264(+),0.9731
RC3H2#chr9:122905249-122905267(+),0.9227
RCAN1#chr21:34526660-34526678(-),0.9993
RCAN1#chr21:34526783-34526801(-),0.0319
RCAN1#chr21:34526798-34526816(-),0.9926
RCAN1#chr21:34526806-34526824(+),0.0889
RCAN1#chr21:34526811-34526829(-),0.9227
RCAN1#chr21:34526816-34526834(-),0.661
RCOR1#chr14:102592629-102592647(+),0.9926
RCOR1#chr14:102592641-102592659(-),0.367
RCOR1#chr14:102592656-102592674(-),0.5649
RCOR1#chr14:102592688-102592706(+),0.9993
RCOR1#chr14:102592698-102592716(+),0.9999
RCOR1#chr14:102592904-102592922(+),0.7476
RCOR2#chr11:63916556-63916574(+),0.9926
RCOR2#chr11:63916700-63916718(+),0.9984
RCOR2#chr11:63916766-63916784(-),0.0091
RCOR2#chr11:63917063-63917081(+),0.367
RCOR2#chr11:63917105-63917123(-),1.0
RCOR2#chr11:63917144-63917162(-),0.4649
RCOR3#chr1:211259379-211259397(+),0.9997
RCOR3#chr1:211259384-211259402(+),0.661
RCOR3#chr1:211259390-211259408(+),0.8792
RCOR3#chr1:211259420-211259438(-),0.0021
RCOR3#chr1:211259551-211259569(-),0.9984
RCOR3#chr1:211259578-211259596(+),0.4649
REL#chr2:60881597-60881615(+),0.2771
REL#chr2:60881600-60881618(+),0.0319
REL#chr2:60881604-60881622(-),0.367
REL#chr2:60881613-60881631(-),0.9964
REL#chr2:60881624-60881642(+),0.9993
REL#chr2:60881640-60881658(+),0.1995
RELA#chr11:65662554-65662572(-),0.4649
RELA#chr11:65662876-65662894(-),0.1995
RELA#chr11:65662888-65662906(+),0.9926
RELA#chr11:65662891-65662909(+),0.9731
RELA#chr11:65662899-65662917(-),0.8792
RELA#chr11:65662935-65662953(-),0.9997
RELB#chr19:45001504-45001522(-),0.9964
RELB#chr19:45001510-45001528(-),0.9926
RELB#chr19:45001518-45001536(-),0.0548
RELB#chr19:45001526-45001544(-),0.9531
RELB#chr19:45001544-45001562(-),0.4649
RELB#chr19:45001891-45001909(+),0.0091
REPIN1#chr7:150368865-150368883(+),0.9227
REPIN1#chr7:150368894-150368912(-),0.7476
REPIN1#chr7:150368904-150368922(-),0.8792
REPIN1#chr7:150369051-150369069(+),0.9984
REPIN1#chr7:150369111-150369129(+),0.0
REPIN1#chr7:150369624-150369642(-),0.9531
RERE#chr1:8817358-8817376(+),0.7476
RERE#chr1:8817552-8817570(+),0.0319
RERE#chr1:8817613-8817631(-),0.1366
RERE#chr1:8817624-8817642(+),1.0
RERE#chr1:8817646-8817664(+),0.9531
RERE#chr1:8817659-8817677(-),0.9926
REST#chr4:56907913-56907931(+),0.4649
REST#chr4:56907930-56907948(+),0.2771
REST#chr4:56907941-56907959(-),0.9926
REST#chr4:56908123-56908141(-),0.9731
REST#chr4:56908162-56908180(+),0.9854
REST#chr4:56908287-56908305(+),0.4649
REST#chr4:56908921-56908939(+),0.8792
REST#chr4:56908955-56908973(+),0.9854
REST#chr4:56908960-56908978(-),0.9227
REST#chr4:56908979-56908997(+),0.9531
REST#chr4:56908984-56909002(-),0.1366
REST#chr4:56909347-56909365(-),0.5649
REXO4#chr9:133417559-133417577(-),0.4649
REXO4#chr9:133417953-133417971(-),0.9964
REXO4#chr9:133417964-133417982(+),0.9999
REXO4#chr9:133417972-133417990(-),0.1995
REXO4#chr9:133417985-133418003(-),0.9993
REXO4#chr9:133417997-133418015(-),0.1366
RFX1#chr19:14006259-14006277(-),0.8792
RFX1#chr19:14006275-14006293(-),0.0
RFX1#chr19:14006284-14006302(-),0.9731
RFX1#chr19:14006298-14006316(-),0.8792
RFX1#chr19:14006301-14006319(-),1.0
RFX1#chr19:14006331-14006349(-),0.4649
RFX2#chr19:6110396-6110414(+),1.0
RFX2#chr19:6110447-6110465(+),0.5649
RFX2#chr19:6110463-6110481(-),0.0548
RFX2#chr19:6110466-6110484(+),0.9999
RFX2#chr19:6110485-6110503(-),0.4649
RFX2#chr19:6110487-6110505(+),1.0
RFX3#chr9:3525576-3525594(+),0.9999
RFX3#chr9:3525579-3525597(+),0.9997
RFX3#chr9:3525730-3525748(+),0.1366
RFX3#chr9:3525964-3525982(+),0.7476
RFX3#chr9:3525969-3525987(+),1.0
RFX3#chr9:3525974-3525992(+),0.9531
RFX4#chr12:106583082-106583100(-),0.9531
RFX4#chr12:106583085-106583103(-),0.0001
RFX4#chr12:106583174-106583192(-),0.661
RFX4#chr12:106583177-106583195(-),1.0
RFX4#chr12:106583293-106583311(+),0.9993
RFX4#chr12:106583361-106583379(-),0.0889
RFX5#chr1:151346898-151346916(-),1.0
RFX5#chr1:151347017-151347035(+),1.0
RFX5#chr1:151347173-151347191(+),1.0
RFX5#chr1:151347213-151347231(-),1.0
RFX5#chr1:151347232-151347250(-),1.0
RFX5#chr1:151347255-151347273(-),1.0
RFX6#chr6:116877226-116877244(-),1.0
RFX6#chr6:116877243-116877261(+),0.2771
RFX6#chr6:116877246-116877264(+),0.9731
RFX6#chr6:116877258-116877276(+),0.8792
RFX6#chr6:116877330-116877348(-),1.0
RFX6#chr6:116877340-116877358(-),0.0319
RFX7#chr15:56243337-56243355(+),0.7476
RFX7#chr15:56243349-56243367(+),1.0
RFX7#chr15:56243486-56243504(+),0.0
RFX7#chr15:56243720-56243738(-),0.9984
RFX7#chr15:56243721-56243739(-),0.4649
RFX7#chr15:56243738-56243756(-),0.9531
RFX8#chr2:101474204-101474222(-),1.0
RFX8#chr2:101474347-101474365(-),1.0
RFX8#chr2:101474425-101474443(-),1.0
RFX8#chr2:101474454-101474472(+),1.0
RFX8#chr2:101474567-101474585(+),1.0
RFX8#chr2:101475004-101475022(-),1.0
RFXANK#chr19:19192941-19192959(+),1.0
RFXANK#chr19:19192959-19192977(+),0.9531
RFXANK#chr19:19192969-19192987(-),0.2771
RFXANK#chr19:19192995-19193013(+),0.4649
RFXANK#chr19:19193000-19193018(-),0.8209
RFXANK#chr19:19193172-19193190(-),0.9854
RFXAP#chr13:36819231-36819249(+),1.0
RFXAP#chr13:36819241-36819259(-),0.4649
RFXAP#chr13:36819245-36819263(-),0.5649
RFXAP#chr13:36819258-36819276(-),1.0
RFXAP#chr13:36819265-36819283(-),0.5649
RFXAP#chr13:36819300-36819318(-),0.2771
RHOXF1#chrX:120116206-120116224(-),0.9997
RHOXF1#chrX:120116346-120116364(+),0.4649
RHOXF1#chrX:120116354-120116372(+),1.0
RHOXF1#chrX:120116374-120116392(+),0.1995
RHOXF1#chrX:120116377-120116395(+),0.9997
RHOXF1#chrX:120116451-120116469(-),0.5649
RLF#chr1:40161382-40161400(+),0.9964
RLF#chr1:40161395-40161413(+),0.9964
RLF#chr1:40161445-40161463(+),0.9227
RLF#chr1:40161811-40161829(-),0.8792
RLF#chr1:40161828-40161846(-),0.0889
RLF#chr1:40161854-40161872(-),0.367
RNF141#chr11:10540908-10540926(+),0.9731
RNF141#chr11:10540994-10541012(+),0.0045
RNF141#chr11:10541106-10541124(+),0.9993
RNF141#chr11:10541130-10541148(+),0.9854
RNF141#chr11:10541136-10541154(+),0.9993
RNF141#chr11:10541174-10541192(+),0.1366
RNF2#chr1:185045530-185045548(+),0.9854
RNF2#chr1:185045547-185045565(+),0.0091
RNF2#chr1:185045550-185045568(+),0.4649
RNF2#chr1:185045559-185045577(-),0.7476
RNF2#chr1:185045599-185045617(-),0.4649
RNF2#chr1:185045956-185045974(-),0.9993
RNF4#chr4:2469096-2469114(+),1.0
RNF4#chr4:2469128-2469146(+),0.0021
RNF4#chr4:2469140-2469158(+),0.9993
RNF4#chr4:2469491-2469509(-),0.367
RNF4#chr4:2469598-2469616(+),0.9999
RNF4#chr4:2469602-2469620(+),0.7476
RORA#chr15:61229051-61229069(-),0.9531
RORA#chr15:61229399-61229417(+),0.9984
RORA#chr15:61229418-61229436(+),0.7476
RORA#chr15:61229421-61229439(+),0.0176
RORA#chr15:61229445-61229463(+),1.0
RORA#chr15:61229453-61229471(+),0.9854
RORB#chr9:74497302-74497320(-),0.9926
RORB#chr9:74497318-74497336(-),0.9997
RORB#chr9:74497369-74497387(-),0.8792
RORB#chr9:74497376-74497394(-),0.0
RORB#chr9:74497398-74497416(+),0.7476
RORB#chr9:74497412-74497430(-),0.1995
RORC#chr1:151825869-151825887(-),0.661
RORC#chr1:151825970-151825988(+),0.8792
RORC#chr1:151825976-151825994(+),0.1995
RORC#chr1:151825992-151826010(+),0.9999
RORC#chr1:151826078-151826096(+),0.8209
RORC#chr1:151826084-151826102(-),1.0
RORC#chr1:151831572-151831590(-),0.661
RORC#chr1:151831591-151831609(-),0.9531
RORC#chr1:151831669-151831687(-),0.9227
RORC#chr1:151831712-151831730(+),0.9964
RORC#chr1:151831727-151831745(-),0.9531
RORC#chr1:151831746-151831764(+),0.0
RPA3#chr7:7640061-7640079(+),1.0
RPA3#chr7:7640068-7640086(+),0.367
RPA3#chr7:7640252-7640270(-),0.8792
RPA3#chr7:7640436-7640454(+),0.0319
RPA3#chr7:7640725-7640743(-),0.9731
RPA3#chr7:7640729-7640747(+),0.661
RPF1#chr1:84479276-84479294(+),0.9926
RPF1#chr1:84479295-84479313(-),0.9926
RPF1#chr1:84479500-84479518(+),0.0319
RPF1#chr1:84479505-84479523(+),0.0091
RPF1#chr1:84479567-84479585(+),0.0176
RPF1#chr1:84479671-84479689(-),0.9993
RPS4X#chrX:72276872-72276890(-),0.9964
RPS4X#chrX:72277038-72277056(-),0.9531
RPS4X#chrX:72277176-72277194(+),0.0176
RPS4X#chrX:72277186-72277204(+),1.0
RPS4X#chrX:72277224-72277242(-),0.0548
RPS4X#chrX:72277227-72277245(-),0.9999
RREB1#chr6:7107748-7107766(+),0.9731
RREB1#chr6:7107758-7107776(+),0.9227
RREB1#chr6:7107781-7107799(+),0.9993
RREB1#chr6:7107795-7107813(+),0.1995
RREB1#chr6:7107994-7108012(-),0.8209
RREB1#chr6:7108075-7108093(-),0.7476
RUNX1#chr21:35048840-35048858(+),0.0548
RUNX1#chr21:35048844-35048862(-),0.9227
RUNX1#chr21:35048923-35048941(-),0.9731
RUNX1#chr21:35049003-35049021(-),0.8792
RUNX1#chr21:35049033-35049051(-),0.4649
RUNX1#chr21:35049166-35049184(+),0.9731
RUNX1T1#chr8:92062352-92062370(-),0.9926
RUNX1T1#chr8:92062514-92062532(+),0.8792
RUNX1T1#chr8:92062548-92062566(-),0.8792
RUNX1T1#chr8:92062556-92062574(-),0.9926
RUNX1T1#chr8:92062562-92062580(+),0.367
RUNX1T1#chr8:92062572-92062590(-),0.0548
RUNX1T1#chr8:92095014-92095032(-),0.0889
RUNX1T1#chr8:92095018-92095036(-),0.4649
RUNX1T1#chr8:92095158-92095176(+),1.0
RUNX1T1#chr8:92095168-92095186(-),0.1995
RUNX1T1#chr8:92095171-92095189(-),1.0
RUNX1T1#chr8:92095215-92095233(-),0.4649
RUNX2#chr6:45328358-45328376(-),0.8792
RUNX2#chr6:45328443-45328461(-),0.5649
RUNX2#chr6:45328452-45328470(-),0.0176
RUNX2#chr6:45328479-45328497(+),0.9926
RUNX2#chr6:45328592-45328610(+),0.367
RUNX2#chr6:45328621-45328639(+),0.9993
RUNX2#chr6:45422307-45422325(-),1.0
RUNX2#chr6:45422309-45422327(+),1.0
RUNX2#chr6:45422346-45422364(-),0.1366
RUNX2#chr6:45422349-45422367(-),0.0889
RUNX2#chr6:45422358-45422376(-),0.1366
RUNX2#chr6:45422389-45422407(-),1.0
RUNX3#chr1:24930025-24930043(-),0.661
RUNX3#chr1:24930133-24930151(-),0.7476
RUNX3#chr1:24930218-24930236(+),0.4649
RUNX3#chr1:24930249-24930267(-),0.9984
RUNX3#chr1:24930262-24930280(-),0.1366
RUNX3#chr1:24930265-24930283(-),0.9999
RUNX3#chr1:24964606-24964624(-),1.0
RUNX3#chr1:24964924-24964942(+),1.0
RUNX3#chr1:24964930-24964948(+),1.0
RUNX3#chr1:24964978-24964996(+),1.0
RUNX3#chr1:24964986-24965004(-),1.0
RUNX3#chr1:24965022-24965040(-),1.0
RUVBL1#chr3:128123370-128123388(-),0.9531
RUVBL1#chr3:128123581-128123599(-),0.5649
RUVBL1#chr3:128123586-128123604(-),1.0
RUVBL1#chr3:128123735-128123753(+),0.0548
RUVBL1#chr3:128123785-128123803(-),0.9531
RUVBL1#chr3:128123791-128123809(-),0.9731
RXRA#chr9:134326449-134326467(+),0.0001
RXRA#chr9:134326479-134326497(+),0.9984
RXRA#chr9:134326642-134326660(-),0.661
RXRA#chr9:134326789-134326807(-),0.9926
RXRA#chr9:134326815-134326833(+),0.9227
RXRA#chr9:134326903-134326921(+),0.5649
RXRB#chr6:33200036-33200054(+),0.7476
RXRB#chr6:33200411-33200429(-),0.1366
RXRB#chr6:33200429-33200447(+),0.9531
RXRB#chr6:33200605-33200623(-),0.367
RXRB#chr6:33200638-33200656(-),1.0
RXRB#chr6:33200653-33200671(+),0.9926
RXRG#chr1:165444669-165444687(-),0.9854
RXRG#chr1:165445012-165445030(+),0.9731
RXRG#chr1:165445040-165445058(+),0.0889
RXRG#chr1:165445047-165445065(-),0.9964
RXRG#chr1:165445058-165445076(+),0.661
RXRG#chr1:165445071-165445089(-),0.8792
SACM1L#chr3:45689317-45689335(+),0.0889
SACM1L#chr3:45689393-45689411(+),0.1366
SACM1L#chr3:45689396-45689414(+),0.9854
SACM1L#chr3:45689454-45689472(+),0.9531
SACM1L#chr3:45689645-45689663(-),0.9854
SACM1L#chr3:45689666-45689684(+),0.9531
SAFB#chr19:5623093-5623111(+),0.4649
SAFB#chr19:5623108-5623126(+),0.661
SAFB#chr19:5623141-5623159(+),1.0
SAFB#chr19:5623162-5623180(+),0.9997
SAFB#chr19:5623204-5623222(+),0.9854
SAFB#chr19:5623506-5623524(-),0.661
SAFB2#chr19:5622527-5622545(-),0.9999
SAFB2#chr19:5622679-5622697(+),0.9964
SAFB2#chr19:5622728-5622746(-),0.9531
SAFB2#chr19:5622738-5622756(-),0.2771
SAFB2#chr19:5622741-5622759(-),0.8792
SAFB2#chr19:5622757-5622775(-),0.0319
SALL1#chr16:51151031-51151049(+),0.9731
SALL1#chr16:51151180-51151198(+),0.2771
SALL1#chr16:51151196-51151214(+),0.9993
SALL1#chr16:51151233-51151251(-),0.9227
SALL1#chr16:51151236-51151254(-),0.9926
SALL1#chr16:51151243-51151261(+),0.367
SALL2#chr14:21525987-21526005(-),0.1366
SALL2#chr14:21526044-21526062(-),0.0009
SALL2#chr14:21526110-21526128(-),0.9926
SALL2#chr14:21526190-21526208(+),0.9926
SALL2#chr14:21526221-21526239(+),0.8792
SALL2#chr14:21526240-21526258(+),1.0
SALL3#chr18:78979845-78979863(-),0.9531
SALL3#chr18:78979858-78979876(-),0.0176
SALL3#chr18:78979907-78979925(+),0.9531
SALL3#chr18:78979998-78980016(+),0.9964
SALL3#chr18:78980028-78980046(-),0.5649
SALL3#chr18:78980434-78980452(+),0.2771
SALL4#chr20:51801947-51801965(+),0.1995
SALL4#chr20:51801991-51802009(+),1.0
SALL4#chr20:51802001-51802019(+),0.0889
SALL4#chr20:51802216-51802234(-),0.9531
SALL4#chr20:51802403-51802421(+),0.7476
SALL4#chr20:51802458-51802476(-),0.9964
SATB1#chr3:18424848-18424866(+),0.7476
SATB1#chr3:18425000-18425018(-),0.9531
SATB1#chr3:18425125-18425143(-),0.9731
SATB1#chr3:18425288-18425306(-),0.4649
SATB1#chr3:18425310-18425328(-),0.9964
SATB1#chr3:18425323-18425341(+),0.367
SATB1#chr3:18444605-18444623(+),1.0
SATB1#chr3:18444645-18444663(+),1.0
SATB1#chr3:18444791-18444809(+),1.0
SATB1#chr3:18444802-18444820(+),1.0
SATB1#chr3:18444812-18444830(+),1.0
SATB1#chr3:18444817-18444835(+),1.0
SATB2#chr2:199457903-199457921(-),0.9964
SATB2#chr2:199458419-199458437(+),0.5649
SATB2#chr2:199458477-199458495(+),0.661
SATB2#chr2:199458536-199458554(-),1.0
SATB2#chr2:199458624-199458642(+),0.2771
SATB2#chr2:199458657-199458675(+),0.8209
SCAND3#chr6:28587057-28587075(+),0.7476
SCAND3#chr6:28587205-28587223(-),0.0
SCAND3#chr6:28587221-28587239(+),0.8792
SCAND3#chr6:28587232-28587250(-),1.0
SCAND3#chr6:28587280-28587298(-),0.9997
SCAND3#chr6:28587303-28587321(-),0.661
SCAPER#chr15:76905260-76905278(-),0.1995
SCAPER#chr15:76905269-76905287(+),1.0
SCAPER#chr15:76905301-76905319(-),0.0548
SCAPER#chr15:76905303-76905321(+),1.0
SCAPER#chr15:76905306-76905324(+),0.0045
SCAPER#chr15:76905311-76905329(-),1.0
SCMH1#chr1:41160713-41160731(+),0.1995
SCMH1#chr1:41160738-41160756(+),1.0
SCMH1#chr1:41160806-41160824(+),0.1995
SCMH1#chr1:41160825-41160843(-),0.9964
SCMH1#chr1:41160877-41160895(-),0.9854
SCMH1#chr1:41160884-41160902(-),1.0
SCMH1#chr1:41161088-41161106(-),1.0
SCMH1#chr1:41161160-41161178(+),1.0
SCMH1#chr1:41161353-41161371(+),1.0
SCMH1#chr1:41161361-41161379(-),1.0
SCMH1#chr1:41161366-41161384(-),1.0
SCMH1#chr1:41161420-41161438(+),1.0
SCML4#chr6:107824001-107824019(+),0.9964
SCML4#chr6:107824076-107824094(+),0.4649
SCML4#chr6:107824128-107824146(-),0.0
SCML4#chr6:107824241-107824259(-),0.9854
SCML4#chr6:107824244-107824262(-),0.9993
SCML4#chr6:107824304-107824322(+),0.9531
SCRT1#chr8:144336352-144336370(-),0.8792
SCRT1#chr8:144336453-144336471(-),0.367
SCRT1#chr8:144336621-144336639(+),0.8209
SCRT1#chr8:144336670-144336688(+),0.2771
SCRT1#chr8:144336676-144336694(+),0.9731
SCRT1#chr8:144336706-144336724(-),0.9997
SCRT2#chr20:676442-676460(-),1.0
SCRT2#chr20:676587-676605(-),0.661
SCRT2#chr20:676599-676617(-),0.9731
SCRT2#chr20:676604-676622(+),0.9984
SCRT2#chr20:676621-676639(+),0.4649
SCRT2#chr20:676625-676643(-),0.9531
SCXA#chr8:144266603-144266621(-),0.8266
SCXA#chr8:144266609-144266627(-),0.9707
SCXA#chr8:144266615-144266633(-),0.6808
SCXA#chr8:144266644-144266662(-),0.5
SCXA#chr8:144266652-144266670(-),1.0
SCXB#chr8:144266662-144266680(+),0.9214
SCXB#chr8:144266665-144266683(+),0.9996
SCXB#chr8:144267049-144267067(+),0.1734
SCXB#chr8:144267056-144267074(-),0.3192
SCXB#chr8:144267059-144267077(-),0.9707
SEBOX#chr17:28370126-28370144(-),1.0
SEBOX#chr17:28370176-28370194(+),1.0
SEBOX#chr17:28370203-28370221(-),1.0
SEBOX#chr17:28370252-28370270(-),1.0
SEBOX#chr17:28370255-28370273(+),1.0
SEBOX#chr17:28370260-28370278(+),1.0
SETBP1#chr18:44680123-44680141(+),0.9531
SETBP1#chr18:44680134-44680152(+),0.9926
SETBP1#chr18:44680150-44680168(+),0.7476
SETBP1#chr18:44680231-44680249(+),0.367
SETBP1#chr18:44680375-44680393(+),0.9531
SETBP1#chr18:44680774-44680792(-),0.0548
SETD1A#chr16:30958041-30958059(-),0.367
SETD1A#chr16:30958065-30958083(-),0.9731
SETD1A#chr16:30958075-30958093(-),0.9997
SETD1A#chr16:30958372-30958390(+),0.1366
SETD1A#chr16:30958432-30958450(+),0.9997
SETD1A#chr16:30958461-30958479(+),0.9854
SETDB1#chr1:150926319-150926337(+),0.0
SETDB1#chr1:150926386-150926404(-),0.9854
SETDB1#chr1:150926457-150926475(-),0.7476
SETDB1#chr1:150926660-150926678(+),0.9731
SETDB1#chr1:150926673-150926691(-),0.9731
SETDB1#chr1:150926815-150926833(-),0.5649
SETDB2#chr13:49444287-49444305(-),0.9964
SETDB2#chr13:49444290-49444308(+),0.1995
SETDB2#chr13:49444298-49444316(-),0.9731
SETDB2#chr13:49444304-49444322(+),0.9926
SETDB2#chr13:49444316-49444334(+),0.0
SETDB2#chr13:49444499-49444517(+),0.9731
SGSM2#chr17:2337491-2337509(-),0.5649
SGSM2#chr17:2337499-2337517(+),1.0
SGSM2#chr17:2337518-2337536(+),0.9984
SGSM2#chr17:2337672-2337690(+),0.1995
SGSM2#chr17:2337683-2337701(+),0.9854
SGSM2#chr17:2337752-2337770(+),0.0319
SH3D19#chr4:151225913-151225931(-),0.9984
SH3D19#chr4:151226049-151226067(-),0.9926
SH3D19#chr4:151226176-151226194(+),0.9531
SH3D19#chr4:151226229-151226247(+),1.0
SH3D19#chr4:151226392-151226410(+),0.0889
SH3D19#chr4:151226428-151226446(-),0.0176
SH3D19#chr4:151227651-151227669(-),0.9964
SH3D19#chr4:151227818-151227836(+),0.4649
SH3D19#chr4:151227856-151227874(+),0.9964
SH3D19#chr4:151227860-151227878(-),0.367
SH3D19#chr4:151227872-151227890(+),0.5649
SH3D19#chr4:151227877-151227895(+),0.9531
SHOX#chrX:630721-630739(+),0.8209
SHOX#chrX:630807-630825(+),0.0091
SHOX#chrX:630851-630869(+),0.4649
SHOX#chrX:631061-631079(+),0.9531
SHOX#chrX:631185-631203(-),0.9964
SHOX#chrX:631210-631228(-),0.9993
SHOX2#chr3:158105681-158105699(-),0.9854
SHOX2#chr3:158105685-158105703(-),0.8209
SHOX2#chr3:158105702-158105720(+),0.9531
SHOX2#chr3:158105709-158105727(-),0.9964
SHOX2#chr3:158105730-158105748(-),0.1366
SHOX2#chr3:158105743-158105761(-),0.0889
SIM1#chr6:100464680-100464698(-),0.661
SIM1#chr6:100464837-100464855(-),0.7476
SIM1#chr6:100464843-100464861(-),0.0319
SIM1#chr6:100464846-100464864(-),0.5649
SIM1#chr6:100464863-100464881(+),0.8792
SIM1#chr6:100464901-100464919(-),0.0548
SIM2#chr21:36699107-36699125(+),1.0
SIM2#chr21:36699132-36699150(+),0.9993
SIM2#chr21:36699158-36699176(+),0.0021
SIM2#chr21:36699164-36699182(-),0.9731
SIM2#chr21:36699200-36699218(+),0.9999
SIM2#chr21:36699546-36699564(-),0.0091
SIN3A#chr15:75451442-75451460(-),0.9227
SIN3A#chr15:75451489-75451507(+),0.661
SIN3A#chr15:75451573-75451591(+),0.9227
SIN3A#chr15:75451603-75451621(+),0.7476
SIN3A#chr15:75451610-75451628(+),0.0009
SIN3A#chr15:75451681-75451699(-),0.9531
SIN3A#chr15:75455340-75455358(+),0.7476
SIN3A#chr15:75455408-75455426(+),0.8792
SIN3A#chr15:75455658-75455676(-),0.5649
SIN3A#chr15:75455699-75455717(+),0.9926
SIN3A#chr15:75455734-75455752(+),0.661
SIN3A#chr15:75455799-75455817(+),1.0
SIRT6#chr19:4182476-4182494(-),0.0889
SIRT6#chr19:4182496-4182514(-),0.9926
SIRT6#chr19:4182521-4182539(-),1.0
SIRT6#chr19:4182524-4182542(-),0.0548
SIRT6#chr19:4182536-4182554(-),0.8209
SIRT6#chr19:4182574-4182592(-),0.9926
SIX1#chr14:60649343-60649361(+),1.0
SIX1#chr14:60649377-60649395(+),0.0
SIX1#chr14:60649418-60649436(-),0.9993
SIX1#chr14:60649446-60649464(-),0.9997
SIX1#chr14:60649450-60649468(-),0.9854
SIX1#chr14:60649470-60649488(-),0.0548
SIX2#chr2:45009077-45009095(+),0.9854
SIX2#chr2:45009265-45009283(-),0.7476
SIX2#chr2:45009392-45009410(-),0.9984
SIX2#chr2:45009395-45009413(-),0.0021
SIX2#chr2:45009400-45009418(-),0.8792
SIX2#chr2:45009425-45009443(-),0.9964
SIX3#chr2:44941742-44941760(+),0.9984
SIX3#chr2:44941766-44941784(+),0.2771
SIX3#chr2:44941769-44941787(+),0.9984
SIX3#chr2:44941942-44941960(-),0.7476
SIX3#chr2:44942017-44942035(-),0.0319
SIX3#chr2:44942122-44942140(-),0.9227
SIX4#chr14:60723908-60723926(+),1.0
SIX4#chr14:60723972-60723990(-),0.9531
SIX4#chr14:60723994-60724012(-),0.9999
SIX4#chr14:60724271-60724289(+),0.9999
SIX4#chr14:60724310-60724328(-),0.0
SIX4#chr14:60724329-60724347(-),0.4649
SIX5#chr19:45768763-45768781(-),0.0009
SIX5#chr19:45769085-45769103(-),0.1995
SIX5#chr19:45769172-45769190(+),0.7476
SIX5#chr19:45769207-45769225(-),0.9854
SIX5#chr19:45769211-45769229(-),0.4649
SIX5#chr19:45769291-45769309(-),0.9964
SIX6#chr14:60509189-60509207(+),0.367
SIX6#chr14:60509222-60509240(-),0.0319
SIX6#chr14:60509225-60509243(-),0.9731
SIX6#chr14:60509228-60509246(-),0.5649
SIX6#chr14:60509263-60509281(-),0.9731
SIX6#chr14:60509272-60509290(-),0.9984
SKI#chr1:2228531-2228549(+),0.1995
SKI#chr1:2228752-2228770(+),0.9984
SKI#chr1:2228758-2228776(+),0.0
SKI#chr1:2228905-2228923(+),0.7476
SKI#chr1:2228908-2228926(+),0.9984
SKI#chr1:2228911-2228929(+),0.9926
SKIL#chr3:170357705-170357723(+),0.9731
SKIL#chr3:170357710-170357728(+),0.1366
SKIL#chr3:170357748-170357766(+),0.9993
SKIL#chr3:170357824-170357842(+),0.9993
SKIL#chr3:170357956-170357974(+),0.0091
SKIL#chr3:170358109-170358127(-),0.9854
SKOR1#chr15:67823370-67823388(-),0.1366
SKOR1#chr15:67823373-67823391(+),1.0
SKOR1#chr15:67823387-67823405(-),0.0889
SKOR1#chr15:67823398-67823416(-),1.0
SKOR1#chr15:67823503-67823521(+),0.8792
SKOR1#chr15:67823657-67823675(-),0.7476
SKOR2#chr18:47248838-47248856(+),0.9984
SKOR2#chr18:47249051-47249069(+),0.9993
SKOR2#chr18:47249114-47249132(+),0.0319
SKOR2#chr18:47249138-47249156(+),0.9227
SKOR2#chr18:47249144-47249162(-),0.9964
SKOR2#chr18:47249155-47249173(+),0.0319
SLC22A1#chr6:160121862-160121880(+),0.0176
SLC22A1#chr6:160121934-160121952(-),0.9731
SLC22A1#chr6:160121942-160121960(-),0.9997
SLC22A1#chr6:160121946-160121964(-),0.1366
SLC22A1#chr6:160122074-160122092(-),0.9926
SLC22A1#chr6:160122194-160122212(+),0.2771
SLC2A4RG#chr20:63739767-63739785(+),0.1995
SLC2A4RG#chr20:63739796-63739814(+),0.9531
SLC2A4RG#chr20:63739799-63739817(+),0.0176
SLC2A4RG#chr20:63739860-63739878(-),1.0
SLC2A4RG#chr20:63740347-63740365(-),0.9997
SLC2A4RG#chr20:63740362-63740380(-),0.5649
SLC30A9#chr4:41990536-41990554(+),0.9731
SLC30A9#chr4:41990560-41990578(+),0.9227
SLC30A9#chr4:41990570-41990588(+),0.1995
SLC30A9#chr4:41990582-41990600(+),1.0
SLC30A9#chr4:41990600-41990618(+),0.0176
SLC30A9#chr4:41990709-41990727(+),1.0
SMAD1#chr4:145481793-145481811(+),0.9993
SMAD1#chr4:145481844-145481862(+),0.9984
SMAD1#chr4:145481902-145481920(+),0.1366
SMAD1#chr4:145482072-145482090(-),0.9984
SMAD1#chr4:145482248-145482266(-),0.2771
SMAD1#chr4:145482280-145482298(-),0.5649
