target_id	ensembl_gene_id	gene_symbol	hgnc_approved_symbol	jaspar_tf_family	lambert_2018_dbd	type	locus	distance_mean_HonCM	distance_rank_HonCM	sig_dist_gt_NC_max_HonCM	distance_mean_HuangfuDE	distance_rank_HuangfuDE	sig_dist_gt_NC_max_HuangfuDE	distance_mean_HuangfuESC	distance_rank_HuangfuESC	sig_dist_gt_NC_max_HuangfuESC	n_datasets_with_data	n_datasets_significant	classification
ENSG00000114439|chr3:107522983-107523497	ENSG00000114439	BBX	BBX		HMG/Sox	targeting	chr3:107522983-107523497	0.91903076171875	1579.0	False	79.89595336914063	2006.0	False	544.5043670654297	746.0	False	3	0	convergent_nonsignificant
ENSG00000218891|chr19:55580641-55580850	ENSG00000218891	ZNF579	ZNF579		C2H2 ZF	targeting	chr19:55580641-55580850	3.12979736328125	258.0	False	99.2347900390625	553.0	False	544.4714782714843	747.0	False	3	0	convergent_nonsignificant
ENSG00000197576|chr7:27129987-27130680	ENSG00000197576	HOXA4	HOXA4	HOX	Homeodomain	targeting	chr7:27129987-27130680	0.9107940673828124	1596.0	False	101.43590698242188	396.0	False	544.4624114990235	748.0	False	3	0	convergent_nonsignificant
ENSG00000106546|chr7:17298669-17298900	ENSG00000106546	AHR	AHR		bHLH	targeting	chr7:17298669-17298900	0.8948394775390625	1636.0	False	87.63600463867188	1596.0	False	544.4517578125	749.0	False	3	0	convergent_nonsignificant
non-targeting|93|non-targeting:93-93						negative control	non-targeting|93|non-targeting:93-93	4.780148315429687		False	96.70165405273436		False	544.4211700439453		False	3	0	convergent_nonsignificant
ENSG00000151090|chr3:24494427-24494859	ENSG00000151090	THRB	THRB	Thyroid hormone receptor-related factors (NR1)	Nuclear receptor	targeting	chr3:24494427-24494859	1.7337982177734377	612.0	False	93.61370239257812	1045.0	False	544.3520599365235	750.0	False	3	0	convergent_nonsignificant
ENSG00000135457|chr12:51172863-51173131	ENSG00000135457	TFCP2	TFCP2	CP2-related factors	Grainyhead	targeting	chr12:51172863-51173131	1.5098541259765623	763.0	False	102.584228515625	317.0	False	544.3516815185546	751.0	False	3	0	convergent_nonsignificant
ENSG00000088876|chr20:2508666-2508928	ENSG00000088876	ZNF343	ZNF343	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr20:2508666-2508928	1.6561004638671877	655.0	False	101.1111572265625	414.0	False	544.325228881836	752.0	False	3	0	convergent_nonsignificant
ENSG00000197020|chr19:21767275-21767556	ENSG00000197020	ZNF100	ZNF100		C2H2 ZF	targeting	chr19:21767275-21767556	1.1305908203125	1225.0	False	89.2370849609375	1474.0	False	544.2556365966797	753.0	False	3	0	convergent_nonsignificant
non-targeting|45|non-targeting:45-45						negative control	non-targeting|45|non-targeting:45-45	0.8619384765625		False	90.00305786132813		False	544.2069427490235		False	3	0	convergent_nonsignificant
ENSG00000182979|chr14:105420040-105420257	ENSG00000182979	MTA1	MTA1		Myb/SANT; GATA	targeting	chr14:105420040-105420257	1.4794036865234377	785.0	False	93.45562744140624	1061.0	False	544.0027038574219	754.0	False	3	0	convergent_nonsignificant
ENSG00000204612|chr9:77019667-77019902	ENSG00000204612	FOXB2	FOXB2		Forkhead	targeting	chr9:77019667-77019902	2.5417236328125	339.0	False	79.294384765625	2026.0	False	543.9963897705078	755.0	False	3	0	convergent_nonsignificant
ENSG00000120094|chr17:48530907-48531019	ENSG00000120094	HOXB1	HOXB1	HOX	Homeodomain	targeting	chr17:48530907-48531019	1.443109130859375	824.0	False	94.769580078125	948.0	False	543.9962799072266	756.0	False	3	0	convergent_nonsignificant
ENSG00000174306|chr20:41317403-41317725	ENSG00000174306	ZHX3	ZHX3		Homeodomain	targeting	chr20:41317403-41317725	1.6338470458984375	674.0	False	99.11851806640624	562.0	False	543.8177520751954	757.0	False	3	0	convergent_nonsignificant
ENSG00000141040|chr17:16569036-16569213	ENSG00000141040	ZNF287	ZNF287		C2H2 ZF	targeting	chr17:16569036-16569213	3.3712554931640626	224.0	False	102.45164794921877	324.0	False	543.7576904296875	758.0	False	3	0	convergent_nonsignificant
ENSG00000180806|chr12:54000184-54000560	ENSG00000180806	HOXC9	HOXC9	HOX	Homeodomain	targeting	chr12:54000184-54000560	1.506396484375	767.0	False	101.66900024414062	372.0	False	543.7543304443359	759.0	False	3	0	convergent_nonsignificant
ENSG00000029993|chrX:150983336-150983720	ENSG00000029993	HMGB3	HMGB3		HMG/Sox	targeting	chrX:150983336-150983720	1.95826416015625	500.0	False	96.95484008789064	765.0	False	543.7525115966797	760.0	False	3	0	convergent_nonsignificant
ENSG00000170631|chr8:144950554-144950820	ENSG00000170631	ZNF16	ZNF16	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr8:144950554-144950820	1.1252685546875	1235.0	False	106.05254516601562	165.0	False	543.73525390625	761.0	False	3	0	convergent_nonsignificant
ENSG00000130726|chr19:58544027-58544758	ENSG00000130726	TRIM28	TRIM28		Unknown	targeting	chr19:58544027-58544758	0.9247589111328124	1569.0	False	97.41549072265624	708.0	False	543.5491912841796	762.0	False	3	0	convergent_nonsignificant
ENSG00000213999|chr19:19192052-19192151	ENSG00000213999	MEF2B	MEF2B	Regulators of differentiation	MADS box	targeting	chr19:19192052-19192151	1.4735931396484374	794.0	False	82.78035888671874	1890.0	False	543.5268432617188	763.0	False	3	0	convergent_nonsignificant
ENSG00000135638|chr2:72916331-72916412	ENSG00000135638	EMX1	EMX1	NK	Homeodomain	targeting	chr2:72916331-72916412	2.082672119140625	461.0	False	83.6797607421875	1853.0	False	543.4879943847657	764.0	False	3	0	convergent_nonsignificant
ENSG00000126778|chr14:60649343-60649488	ENSG00000126778	SIX1	SIX1	HD-SINE	Homeodomain	targeting	chr14:60649343-60649488	0.6968902587890625	1910.0	False	70.50126342773437	2151.0	False	543.4773986816406	765.0	False	3	0	convergent_nonsignificant
ENSG00000126368|chr17:40100455-40100632	ENSG00000126368	NR1D1	NR1D1	Thyroid hormone receptor-related factors (NR1)	Nuclear receptor	targeting	chr17:40100455-40100632	0.8106292724609375	1773.0	False	105.31199951171877	191.0	False	543.4327545166016	766.0	False	3	0	convergent_nonsignificant
ENSG00000197008|chr7:64794393-64794681	ENSG00000197008	ZNF138	ZNF138		C2H2 ZF	targeting	chr7:64794393-64794681	1.59603271484375	701.0	False	89.073095703125	1483.0	False	543.1414031982422	768.0	False	3	0	convergent_nonsignificant
ENSG00000196712|chr17:31094957-31095431	ENSG00000196712	NF1	NF1			targeting	chr17:31094957-31095431	2.7410980224609376	299.0	False	91.80945434570312	1225.0	False	543.1291046142578	769.0	False	3	0	convergent_nonsignificant
ENSG00000164611|chr5:160421840-160422061	ENSG00000164611	PTTG1	PTTG1		Unknown	targeting	chr5:160421840-160422061	3.81900634765625	201.0	False	72.01412353515624	2140.0	False	543.1054412841797	770.0	False	3	0	convergent_nonsignificant
ENSG00000204514|chr19:57888774-57888976											108.80947265625	91.0	False	543.0857696533203	771.0	False	2	0	convergent_nonsignificant
ENSG00000154727|chr21:25734968-25735591	ENSG00000154727	GABPA	GABPA	Ets-related	Ets	targeting	chr21:25734968-25735591	1.80399169921875	558.0	False	94.27853393554688	985.0	False	543.0342224121093	774.0	False	3	0	convergent_nonsignificant
ENSG00000213967|chr19:23914882-23915302											108.76708984375	93.0	False	542.9957244873046	775.0	False	2	0	convergent_nonsignificant
ENSG00000116604|chr1:156500540-156500804	ENSG00000116604	MEF2D	MEF2D	Regulators of differentiation	MADS box	targeting	chr1:156500540-156500804	0.8460479736328125	1711.0	False	87.4453125	1609.0	False	542.9770263671875	776.0	False	3	0	convergent_nonsignificant
ENSG00000025293|chr20:35772051-35772415	ENSG00000025293	PHF20	PHF20		AT hook	targeting	chr20:35772051-35772415	2.53072509765625	340.0	False	91.12393188476562	1296.0	False	542.9718994140625	777.0	False	3	0	convergent_nonsignificant
ENSG00000196391|chr15:90352297-90352541											91.88877563476562	1216.0	False	542.9294830322266	778.0	False	2	0	convergent_nonsignificant
ENSG00000007968|chr1:23531127-23531218	ENSG00000007968	E2F2	E2F2	E2F	E2F	targeting	chr1:23531127-23531218	1.33294677734375	939.0	False	101.22354125976562	404.0	False	542.8801849365234	779.0	False	3	0	convergent_nonsignificant
ENSG00000177045|chr19:45768763-45769309	ENSG00000177045	SIX5	SIX5		Homeodomain	targeting	chr19:45768763-45769309	1.01646728515625	1405.0	False	92.66616821289062	1130.0	False	542.8379272460937	780.0	False	3	0	convergent_nonsignificant
ENSG00000108924|chr17:55264965-55265243	ENSG00000108924	HLF	HLF	CEBP-related	bZIP	targeting	chr17:55264965-55265243	1.40135498046875	859.0	False	79.56134033203125	2017.0	False	542.823599243164	781.0	False	3	0	convergent_nonsignificant
ENSG00000099381|chr16:30958041-30958479	ENSG00000099381	SETD1A	SETD1A			targeting	chr16:30958041-30958479	2.157598876953125	439.0	False	80.956640625	1966.0	False	542.7476013183593	783.0	False	3	0	convergent_nonsignificant
ENSG00000172466|chr18:35344123-35344443	ENSG00000172466	ZNF24	ZNF24	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr18:35344123-35344443	1.745489501953125	596.0	False	94.2429443359375	988.0	False	542.6770324707031	784.0	False	3	0	convergent_nonsignificant
ENSG00000229676|chr19:22634333-22634755	ENSG00000229676	ZNF492	ZNF492		C2H2 ZF	targeting	chr19:22634333-22634755	0.9941131591796876	1456.0	False	99.57869873046874	522.0	False	542.6472595214843	786.0	False	3	0	convergent_nonsignificant
ENSG00000070476|chr3:126475546-126475943											86.08712768554688	1701.0	False	542.6321228027343	787.0	False	2	0	convergent_nonsignificant
ENSG00000164749|chr8:75539906-75540159	ENSG00000164749	HNF4G	HNF4G	RXR-related receptors (NR2)	Nuclear receptor	targeting	chr8:75539906-75540159	1.164215087890625	1172.0	False	100.72478637695312	433.0	False	542.6224792480468	788.0	False	3	0	convergent_nonsignificant
ENSG00000175387|chr18:47930139-47930914	ENSG00000175387	SMAD2	SMAD2	SMAD factors	SMAD	targeting	chr18:47930139-47930914	1.1611053466796877	1178.0	False	83.21433715820312	1874.0	False	542.6152435302735	789.0	False	3	0	convergent_nonsignificant
non-targeting|6|non-targeting:6-6						negative control	non-targeting|6|non-targeting:6-6	1.2588775634765623		False	98.5177490234375		False	542.5324798583985		False	3	0	convergent_nonsignificant
ENSG00000147183|chrX:88747206-88747317	ENSG00000147183	CPXCR1	CPXCR1		C2H2 ZF	targeting	chrX:88747206-88747317	1.2243255615234374	1082.0	False	82.4045654296875	1906.0	False	542.4578521728515	790.0	False	3	0	convergent_nonsignificant
ENSG00000171940|chr20:53593340-53593620	ENSG00000171940	ZNF217	ZNF217		C2H2 ZF	targeting	chr20:53593340-53593620	1.074859619140625	1306.0	False	107.33076782226564	123.0	False	542.4058013916016	792.0	False	3	0	convergent_nonsignificant
ENSG00000100146|chr22:37984345-37984542	ENSG00000100146	SOX10	SOX10	SOX-related factors	HMG/Sox	targeting	chr22:37984345-37984542	3.3029022216796875	231.0	False	104.08764038085936	239.0	False	542.3893798828125	793.0	False	3	0	convergent_nonsignificant
ENSG00000131116|chr19:43619333-43619634	ENSG00000131116	ZNF428	ZNF428		C2H2 ZF	targeting	chr19:43619333-43619634	1.464312744140625	803.0	False	98.89463500976562	578.0	False	542.2816986083984	794.0	False	3	0	convergent_nonsignificant
ENSG00000180787|chr17:5078470-5078566	ENSG00000180787	ZFP3	ZFP3	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr17:5078470-5078566	0.9816375732421876	1472.0	False	101.787744140625	364.0	False	542.2261962890625	795.0	False	3	0	convergent_nonsignificant
ENSG00000187098|chr3:69936575-69936668	ENSG00000187098	MITF	MITF	bHLH-ZIP	bHLH	targeting	chr3:69936575-69936668	0.9313385009765623	1560.0	False	92.13285522460936	1190.0	False	542.2022399902344	796.0	False	3	0	convergent_nonsignificant
ENSG00000177311|chr3:141402371-141402596	ENSG00000177311	ZBTB38	ZBTB38		C2H2 ZF	targeting	chr3:141402371-141402596	0.8784149169921875	1658.0	False	86.96044311523437	1638.0	False	542.2009185791015	797.0	False	3	0	convergent_nonsignificant
ENSG00000089902|chr14:102592629-102592922	ENSG00000089902	RCOR1	RCOR1		Myb/SANT	targeting	chr14:102592629-102592922	0.9728607177734376	1484.0	False	88.24525756835938	1549.0	False	542.1644104003906	798.0	False	3	0	convergent_nonsignificant
ENSG00000137273|chr6:1389578-1389958	ENSG00000137273	FOXF2	FOXF2	FOX	Forkhead	targeting	chr6:1389578-1389958	1.5320770263671877	737.0	False	106.357666015625	154.0	False	542.1148406982422	799.0	False	3	0	convergent_nonsignificant
ENSG00000083838|chr19:58476185-58476390	ENSG00000083838	ZNF446	ZNF446		C2H2 ZF	targeting	chr19:58476185-58476390	0.68160400390625	1914.0	False	103.654833984375	267.0	False	542.0557800292969	800.0	False	3	0	convergent_nonsignificant
ENSG00000196867|chr19:56538962-56539210	ENSG00000196867	ZFP28	ZFP28	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr19:56538962-56539210	1.138958740234375	1213.0	False	95.64006958007812	881.0	False	542.052490234375	801.0	False	3	0	convergent_nonsignificant
ENSG00000117000|chr1:40161382-40161872	ENSG00000117000	RLF	RLF		C2H2 ZF	targeting	chr1:40161382-40161872	2.323583984375	388.0	False	97.72361450195312	678.0	False	542.0182647705078	802.0	False	3	0	convergent_nonsignificant
ENSG00000137338|chr6:28281608-28281791	ENSG00000137338	PGBD1	PGBD1		Unknown	targeting	chr6:28281608-28281791	1.219757080078125	1091.0	False	81.43695678710938	1948.0	False	541.8384857177734	803.0	False	3	0	convergent_nonsignificant
ENSG00000153487|chr13:110715839-110716259	ENSG00000153487	ING1	ING1			targeting	chr13:110715839-110716259	1.0155303955078123	1406.0	False	95.99013671875	852.0	False	541.8265869140625	804.0	False	3	0	convergent_nonsignificant
ENSG00000065978|chr1:42682410-42683222	ENSG00000065978	YBX1	YBX1		CSD	targeting	chr1:42682410-42683222	4.637863159179688	166.0	False	92.21985473632812	1173.0	False	541.6814147949219	806.0	False	3	0	convergent_nonsignificant
ENSG00000120068|chr17:48613218-48613484	ENSG00000120068	HOXB8	HOXB8	HOX	Homeodomain	targeting	chr17:48613218-48613484	0.747802734375	1862.0	False	99.29421997070312	544.0	False	541.6715057373046	807.0	False	3	0	convergent_nonsignificant
ENSG00000176182|chr19:45902517-45902605	ENSG00000176182	MYPOP	MYPOP	Myb-SANT	Myb/SANT	targeting	chr19:45902517-45902605	0.8759552001953125	1660.0	False	82.6593994140625	1896.0	False	541.6619293212891	808.0	False	3	0	convergent_nonsignificant
ENSG00000189298|chr6:28349983-28350189	ENSG00000189298	ZKSCAN3	ZKSCAN3	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr6:28349983-28350189	1.1267822265625	1230.0	False	101.03958129882812	419.0	False	541.4564819335938	809.0	False	3	0	convergent_nonsignificant
ENSG00000131845|chr19:57351288-57351548	ENSG00000131845	ZNF304	ZNF304		C2H2 ZF	targeting	chr19:57351288-57351548	1.422430419921875	842.0	False	82.76958618164062	1891.0	False	541.3695281982422	810.0	False	3	0	convergent_nonsignificant
ENSG00000164684|chr8:80873496-80874508											96.05775756835938	847.0	False	541.3505310058594	811.0	False	2	0	convergent_nonsignificant
ENSG00000172845|chr2:173963513-173964260	ENSG00000172845	SP3	SP3	Three-zinc finger Kruppel-related	C2H2 ZF	targeting	chr2:173963513-173964260	1.0328765869140626	1374.0	False	98.068603515625	644.0	False	541.3360900878906	812.0	False	3	0	convergent_nonsignificant
ENSG00000016082|chr5:51383449-51383518	ENSG00000016082	ISL1	ISL1		Homeodomain	targeting	chr5:51383449-51383518	4.131436157226562	190.0	False	92.80350341796876	1118.0	False	541.3284240722656	813.0	False	3	0	convergent_nonsignificant
ENSG00000116132|chr1:170664225-170664433	ENSG00000116132	PRRX1	PRRX1	Paired-related HD factors	Homeodomain	targeting	chr1:170664225-170664433	1.147332763671875	1198.0	False	92.49193725585936	1147.0	False	541.3233093261719	814.0	False	3	0	convergent_nonsignificant
ENSG00000223614|chr7:64207366-64207645											76.591015625	2089.0	False	541.3007751464844	815.0	False	2	0	convergent_nonsignificant
ENSG00000146592|chr7:28412495-28412719	ENSG00000146592	CREB5	CREB5		bZIP	targeting	chr7:28412495-28412719	0.824200439453125	1744.0	False	86.19391479492188	1696.0	False	541.2731872558594	817.0	False	3	0	convergent_nonsignificant
ENSG00000164048|chr3:48241142-48241397											92.55077514648436	1141.0	False	541.2672485351562	818.0	False	2	0	convergent_nonsignificant
ENSG00000173404|chr20:20367876-20368580	ENSG00000173404	INSM1	INSM1	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	chr20:20367876-20368580	1.31539306640625	960.0	False	91.12880859375	1293.0	False	541.1625701904297	819.0	False	3	0	convergent_nonsignificant
ENSG00000213793|chr19:52917444-52917684											94.2546875	987.0	False	541.1474029541016	820.0	False	2	0	convergent_nonsignificant
ENSG00000213020|chr19:52734629-52735021											86.44794311523438	1677.0	False	541.145718383789	821.0	False	2	0	convergent_nonsignificant
non-targeting|58|non-targeting:58-58						negative control	non-targeting|58|non-targeting:58-58	0.7990936279296875		False	93.2575439453125		False	541.1452941894531		False	3	0	convergent_nonsignificant
ENSG00000159588|chr1:45623809-45624041	ENSG00000159588	CCDC17	CCDC17		C2H2 ZF	targeting	chr1:45623809-45624041	1.6156768798828125	688.0	False	100.46080932617188	450.0	False	541.0977569580078	822.0	False	3	0	convergent_nonsignificant
ENSG00000140836|chr16:73058801-73059007	ENSG00000140836	ZFHX3	ZFHX3		C2H2 ZF; Homeodomain	targeting	chr16:73058801-73059007	2.04149169921875	475.0	False	97.1190673828125	752.0	False	541.0900115966797	823.0	False	3	0	convergent_nonsignificant
ENSG00000234616|chr8:142669693-142670009	ENSG00000234616	JRK	JRK		CENPB	targeting	chr8:142669693-142670009	1.1457611083984376	1201.0	False	75.30517578125	2107.0	False	541.0740966796875	824.0	False	3	0	convergent_nonsignificant
non-targeting|91|non-targeting:91-91						negative control	non-targeting|91|non-targeting:91-91	1.11708984375		False	92.30001831054688		False	541.0706665039063		False	3	0	convergent_nonsignificant
ENSG00000143321|chr1:156751590-156751714	ENSG00000143321	HDGF	HDGF			targeting	chr1:156751590-156751714	2.1012176513671874	457.0	False	100.53065185546876	444.0	False	540.9689422607422	825.0	False	3	0	convergent_nonsignificant
ENSG00000186814|chr18:35290160-35290216											101.48718872070312	390.0	False	540.9208923339844	826.0	False	2	0	convergent_nonsignificant
ENSG00000066336|chr11:47378292-47378531	ENSG00000066336	SPI1	SPI1	Ets-related	Ets	targeting	chr11:47378292-47378531	0.9871673583984376	1463.0	False	84.45641479492187	1801.0	False	540.9010528564453	827.0	False	3	0	convergent_nonsignificant
ENSG00000130382|chr19:6279482-6279984	ENSG00000130382	MLLT1	MLLT1		Unknown	targeting	chr19:6279482-6279984	1.08760986328125	1285.0	False	103.82527465820311	255.0	False	540.8963592529296	828.0	False	3	0	convergent_nonsignificant
non-targeting|70|non-targeting:70-70						negative control	non-targeting|70|non-targeting:70-70	1.0128997802734374		False	98.46055297851562		False	540.8929992675781		False	3	0	convergent_nonsignificant
ENSG00000065029|chr6:35259746-35260057											83.87695922851563	1841.0	False	540.8562896728515	829.0	False	2	0	convergent_nonsignificant
ENSG00000196482|chr1:216939239-216939607	ENSG00000196482	ESRRG	ESRRG		Nuclear receptor	targeting	chr1:216939239-216939607	0.8560821533203125	1696.0	False	92.95923461914064	1101.0	False	540.8377288818359	830.0	False	3	0	convergent_nonsignificant
ENSG00000078900|chr1:3652548-3653006	ENSG00000078900	TP73	TP73	p53-related factors	p53	targeting	chr1:3652548-3653006	0.776092529296875	1832.0	False	100.17122802734374	473.0	False	540.8353881835938	831.0	False	3	0	convergent_nonsignificant
ENSG00000174197|chr15:41660428-41660701	ENSG00000174197	MGA	MGA	TBX6-related factors	T-box	targeting	chr15:41660428-41660701	2.6305389404296875	323.0	False	103.42897338867188	277.0	False	540.7975341796875	832.0	False	3	0	convergent_nonsignificant
non-targeting|36|non-targeting:36-36						negative control	non-targeting|36|non-targeting:36-36	1.7742034912109377		False	90.90040283203123		False	540.7731506347657		False	3	0	convergent_nonsignificant
ENSG00000122877|chr10:62815914-62816306	ENSG00000122877	EGR2	EGR2	Three-zinc finger Kruppel-related	C2H2 ZF	targeting	chr10:62815914-62816306	2.461785888671875	355.0	False	102.66317749023438	314.0	False	540.7579864501953	833.0	False	3	0	convergent_nonsignificant
ENSG00000079263|chr2:230225743-230225953	ENSG00000079263	SP140	SP140		SAND	targeting	chr2:230225743-230225953	0.8005462646484375	1792.0	False	96.24815673828124	828.0	False	540.7489013671875	834.0	False	3	0	convergent_nonsignificant
ENSG00000153234|chr2:156332660-156332749	ENSG00000153234	NR4A2	NR4A2	NGFI-B-related receptors (NR4)	Nuclear receptor	targeting	chr2:156332660-156332749	0.9153289794921876	1584.0	False	93.31181640625	1075.0	False	540.6941589355469	835.0	False	3	0	convergent_nonsignificant
ENSG00000154655|chr18:6414824-6414920	ENSG00000154655	L3MBTL4	L3MBTL4		C2H2 ZF	targeting	chr18:6414824-6414920	1.5999359130859374	696.0	False	85.635791015625	1728.0	False	540.6288482666016	836.0	False	3	0	convergent_nonsignificant
ENSG00000185002|chr6:116877226-116877358	ENSG00000185002	RFX6	RFX6		RFX	targeting	chr6:116877226-116877358	0.9481170654296877	1527.0	False	88.81407470703125	1508.0	False	540.5362365722656	837.0	False	3	0	convergent_nonsignificant
ENSG00000133740|chr8:85177154-85177213	ENSG00000133740	E2F5	E2F5		E2F	targeting	chr8:85177154-85177213	2.2997100830078123	398.0	False	95.8290283203125	864.0	False	540.4578521728515	838.0	False	3	0	convergent_nonsignificant
ENSG00000113196|chr5:154477779-154478204	ENSG00000113196	HAND1	HAND1		bHLH	targeting	chr5:154477779-154478204	1.26007080078125	1028.0	False	102.40878295898438	328.0	False	540.3519653320312	839.0	False	3	0	convergent_nonsignificant
ENSG00000175879|chr2:176129726-176130632	ENSG00000175879	HOXD8	HOXD8	HOX	Homeodomain	targeting	chr2:176129726-176130632	1.1247711181640625	1236.0	False	94.2174072265625	989.0	False	540.3269195556641	840.0	False	3	0	convergent_nonsignificant
ENSG00000116035|chr2:70900586-70900737	ENSG00000116035	VAX2	VAX2	NK	Homeodomain	targeting	chr2:70900586-70900737	1.7796783447265625	579.0	False	95.7009765625	870.0	False	540.3066162109375	841.0	False	3	0	convergent_nonsignificant
ENSG00000143257|chr1:161238132-161238265	ENSG00000143257	NR1I3	NR1I3	Thyroid hormone receptor-related factors (NR1)	Nuclear receptor	targeting	chr1:161238132-161238265	0.68355712890625	1913.0	False	99.36061401367188	536.0	False	540.2372833251953	842.0	False	3	0	convergent_nonsignificant
ENSG00000180818|chr12:53985176-53985432	ENSG00000180818	HOXC10	HOXC10	HOX	Homeodomain	targeting	chr12:53985176-53985432	3.218722534179688	243.0	False	92.53405151367188	1143.0	False	540.1796295166016	843.0	False	3	0	convergent_nonsignificant
ENSG00000196724|chr19:57935104-57935348	ENSG00000196724	ZNF418	ZNF418	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	chr19:57935104-57935348	3.828643798828125	199.0	False	86.95574340820312	1639.0	False	540.1515106201172	844.0	False	3	0	convergent_nonsignificant
ENSG00000179943|chr19:55599431-55599556	ENSG00000179943	FIZ1	FIZ1	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	chr19:55599431-55599556	1.13499755859375	1218.0	False	80.39795532226563	1984.0	False	539.9518005371094	847.0	False	3	0	convergent_nonsignificant
ENSG00000176399|chr9:22447064-22447563	ENSG00000176399	DMRTA1	DMRTA1	DMRT factors	DM	targeting	chr9:22447064-22447563	1.0239898681640625	1392.0	False	84.24226684570313	1821.0	False	539.9198577880859	848.0	False	3	0	convergent_nonsignificant
ENSG00000072736|chr16:68085437-68085482	ENSG00000072736	NFATC3	NFATC3	NFAT-related factors	Rel	targeting	chr16:68085437-68085482	2.674057006835937	313.0	False	85.4158447265625	1737.0	False	539.7925659179688	849.0	False	3	0	convergent_nonsignificant
ENSG00000129028|chr15:70892321-70892449	ENSG00000129028	THAP10	THAP10		THAP finger	targeting	chr15:70892321-70892449	2.10181884765625	456.0	False	92.37164306640624	1155.0	False	539.7238098144531	850.0	False	3	0	convergent_nonsignificant
ENSG00000130182|chr16:3099047-3099236											84.35127563476563	1808.0	False	539.6031127929688	853.0	False	2	0	convergent_nonsignificant
ENSG00000237440|chr19:20565326-20565672											84.91209106445312	1770.0	False	539.5905364990234	854.0	False	2	0	convergent_nonsignificant
ENSG00000204103|chr20:40688999-40689231	ENSG00000204103	MAFB	MAFB		bZIP	targeting	chr20:40688999-40689231	1.173779296875	1148.0	False	97.91273193359376	662.0	False	539.5761779785156	855.0	False	3	0	convergent_nonsignificant
ENSG00000083307|chr8:101492459-101493230	ENSG00000083307	GRHL2	GRHL2	Grainyhead-related factors	Grainyhead	targeting	chr8:101492459-101493230	2.6308837890625	322.0	False	99.69042358398436	511.0	False	539.5753143310546	856.0	False	3	0	convergent_nonsignificant
ENSG00000215612|chr4:8871797-8872020	ENSG00000215612	HMX1	HMX1		Homeodomain	targeting	chr4:8871797-8872020	1.450091552734375	815.0	False	95.1543701171875	923.0	False	539.528564453125	857.0	False	3	0	convergent_nonsignificant
ENSG00000214029|chr12:133130060-133130283											93.81876831054689	1022.0	False	539.5130279541015	858.0	False	2	0	convergent_nonsignificant
ENSG00000198169|chr8:144755402-144755503	ENSG00000198169	ZNF251	ZNF251	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	chr8:144755402-144755503	1.6100830078125	691.0	False	91.04598388671874	1302.0	False	539.4876312255859	859.0	False	3	0	convergent_nonsignificant
ENSG00000196597|chr9:96854289-96854513											102.2785888671875	335.0	False	539.2972045898438	860.0	False	2	0	convergent_nonsignificant
non-targeting|14|non-targeting:14-14						negative control	non-targeting|14|non-targeting:14-14	0.67935791015625		False	84.30001831054688		False	539.252099609375		False	3	0	convergent_nonsignificant
non-targeting|84|non-targeting:84-84						negative control	non-targeting|84|non-targeting:84-84	1.6539459228515625		False	92.2706787109375		False	539.2069519042968		False	3	0	convergent_nonsignificant
ENSG00000169689|chr17:82022460-82022875	ENSG00000169689	STRA13	CENPX		Unknown	targeting	chr17:82022460-82022875	1.95777587890625	501.0	False	92.44495849609376	1152.0	False	539.1819030761719	862.0	False	3	0	convergent_nonsignificant
non-targeting|79|non-targeting:79-79						negative control	non-targeting|79|non-targeting:79-79	1.390496826171875		False	100.59474487304688		False	539.10712890625		False	3	0	convergent_nonsignificant
ENSG00000198824|chr13:114314348-114314719	ENSG00000198824	CHAMP1	CHAMP1		C2H2 ZF	targeting	chr13:114314348-114314719	1.4982574462890623	772.0	False	87.62066040039062	1598.0	False	539.0097778320312	864.0	False	3	0	convergent_nonsignificant
ENSG00000198146|chr15:34988094-34988286											101.38806762695312	397.0	False	538.8274017333985	865.0	False	2	0	convergent_nonsignificant
ENSG00000030419|chr2:213150244-213150412	ENSG00000030419	IKZF2	IKZF2	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	chr2:213150244-213150412	1.3693878173828125	896.0	False	103.94602661132812	245.0	False	538.819937133789	866.0	False	3	0	convergent_nonsignificant
ENSG00000188227|chr19:37506929-37507216											108.7651123046875	94.0	False	538.7045318603516	867.0	False	2	0	convergent_nonsignificant
ENSG00000153234|chr2:156341981-156342437	ENSG00000153234	NR4A2	NR4A2	NGFI-B-related receptors (NR4)	Nuclear receptor	targeting	chr2:156341981-156342437	1.379510498046875	880.0	False	90.16182250976564	1398.0	False	538.6262786865234	868.0	False	3	0	convergent_nonsignificant
