ensembl_gene_id	gene_symbol	hgnc_approved_symbol	jaspar_tf_family	lambert_2018_dbd	n_disease_associations	mondo_ids	omim_ids	distance_mean_HonCM	distance_rank_HonCM	sig_dist_gt_NC_max_HonCM	distance_mean_HuangfuDE	distance_rank_HuangfuDE	sig_dist_gt_NC_max_HuangfuDE	distance_mean_HuangfuESC	distance_rank_HuangfuESC	sig_dist_gt_NC_max_HuangfuESC	n_datasets_with_data	n_datasets_significant	max_distance_across_datasets	classification
ENSG00000116132	PRRX1	PRRX1	Paired-related HD factors	Homeodomain	1		OMIM:202650	1.5195831298828124	751.0	False	92.49193725585936	1147.0	False	541.3233093261719	814.0	False	3	0	541.3233093261719	convergent_nonsignificant
ENSG00000140836	ZFHX3	ZFHX3		C2H2 ZF; Homeodomain	4		OMIM:176807;OMIM:600223;OMIM:613055;OMIM:621500	2.04149169921875	475.0	False	97.1190673828125	752.0	False	541.0900115966797	823.0	False	3	0	541.0900115966797	convergent_nonsignificant
ENSG00000066336	SPI1	SPI1	Ets-related	Ets	1		OMIM:619707	0.9871673583984376	1463.0	False	84.45641479492187	1801.0	False	540.9010528564453	827.0	False	3	0	540.9010528564453	convergent_nonsignificant
ENSG00000078900	TP73	TP73	p53-related factors	p53	1		OMIM:619466	0.776092529296875	1832.0	False	100.17122802734374	473.0	False	540.8353881835938	831.0	False	3	0	540.8353881835938	convergent_nonsignificant
ENSG00000174197	MGA	MGA	TBX6-related factors	T-box	1		OMIM:621065	2.6305389404296875	323.0	False	103.42897338867188	277.0	False	540.7975341796875	832.0	False	3	0	540.7975341796875	convergent_nonsignificant
ENSG00000122877	EGR2	EGR2	Three-zinc finger Kruppel-related	C2H2 ZF	3		OMIM:145900;OMIM:605253;OMIM:607678	2.461785888671875	355.0	False	102.66317749023438	314.0	False	540.7579864501953	833.0	False	3	0	540.7579864501953	convergent_nonsignificant
ENSG00000153234	NR4A2	NR4A2	NGFI-B-related receptors (NR4)	Nuclear receptor	2		OMIM:168600;OMIM:619911	1.379510498046875	880.0	False	93.31181640625	1075.0	False	540.6941589355469	835.0	False	3	0	540.6941589355469	convergent_nonsignificant
ENSG00000185002	RFX6	RFX6		RFX	1		OMIM:615710	0.9481170654296877	1527.0	False	88.81407470703125	1508.0	False	540.5362365722656	837.0	False	3	0	540.5362365722656	convergent_nonsignificant
ENSG00000130182	ZSCAN10	ZSCAN10		C2H2 ZF	1		OMIM:620910				84.35127563476563	1808.0	False	539.6031127929688	853.0	False	2	0	539.6031127929688	convergent_nonsignificant
ENSG00000204103	MAFB	MAFB		bZIP	2		OMIM:166300;OMIM:617041	1.173779296875	1148.0	False	97.91273193359376	662.0	False	539.5761779785156	855.0	False	3	0	539.5761779785156	convergent_nonsignificant
ENSG00000083307	GRHL2	GRHL2	Grainyhead-related factors	Grainyhead	3		OMIM:608641;OMIM:616029;OMIM:618031	2.6308837890625	322.0	False	99.69042358398436	511.0	False	539.5753143310546	856.0	False	3	0	539.5753143310546	convergent_nonsignificant
ENSG00000215612	HMX1	HMX1		Homeodomain	1		OMIM:612109	1.450091552734375	815.0	False	95.1543701171875	923.0	False	539.528564453125	857.0	False	3	0	539.528564453125	convergent_nonsignificant
ENSG00000198824	CHAMP1	CHAMP1		C2H2 ZF	1		OMIM:616579	1.4982574462890623	772.0	False	87.62066040039062	1598.0	False	539.0097778320312	864.0	False	3	0	539.0097778320312	convergent_nonsignificant
ENSG00000030419	IKZF2	IKZF2	Factors with multiple dispersed zinc fingers	C2H2 ZF	2		OMIM:621233;OMIM:621234	1.3693878173828125	896.0	False	103.94602661132812	245.0	False	538.819937133789	866.0	False	3	0	538.819937133789	convergent_nonsignificant
ENSG00000173039	RELA	RELA	NF-kappaB-related factors	Rel	1		OMIM:618287	0.86346435546875	1683.0	False	101.63490600585938	375.0	False	538.4639312744141	875.0	False	3	0	538.4639312744141	convergent_nonsignificant
ENSG00000163635	ATXN7	ATXN7		Unknown	1		OMIM:164500	4.417630004882812	179.0	False	102.99849243164064	296.0	False	537.6371124267578	888.0	False	3	0	537.6371124267578	convergent_nonsignificant
ENSG00000126351	THRA	THRA	Thyroid hormone receptor-related factors (NR1)	Nuclear receptor	1		OMIM:614450	0.9706268310546876	1491.0	False	93.09652099609374	1093.0	False	537.4571411132813	891.0	False	3	0	537.4571411132813	convergent_nonsignificant
ENSG00000102974	CTCF	CTCF	More than 3 adjacent zinc fingers	C2H2 ZF	1		OMIM:615502	1.447509765625	820.0	False	99.39310913085936	533.0	False	537.1362548828125	902.0	False	3	0	537.1362548828125	convergent_nonsignificant
ENSG00000171316	CHD7	CHD7		Unknown	3		OMIM:146110;OMIM:214800;OMIM:612370	1.031207275390625	1378.0	False	100.23806762695312	468.0	False	536.9737518310546	904.0	False	3	0	536.9737518310546	convergent_nonsignificant
ENSG00000073861	TBX21	TBX21	TBrain-related factors	T-box	2		OMIM:208550;OMIM:619630	0.9514129638671877	1525.0	False	91.04576416015624	1303.0	False	536.9420989990234	905.0	False	3	0	536.9420989990234	convergent_nonsignificant
ENSG00000196767	POU3F4	POU3F4	POU domain factors	Homeodomain; POU	1		OMIM:304400	0.86317138671875	1685.0	False	81.94216918945312	1925.0	False	536.9233947753906	906.0	False	3	0	536.9233947753906	convergent_nonsignificant
ENSG00000179950	PUF60	PUF60			1		OMIM:615583	3.565509033203125	215.0	False	103.20181274414062	287.0	False	536.8478576660157	909.0	False	3	0	536.8478576660157	convergent_nonsignificant
ENSG00000116539	ASH1L	ASH1L		AT hook	1		OMIM:617796	0.928106689453125	1563.0	False	95.54432373046876	892.0	False	536.4145111083984	915.0	False	3	0	536.4145111083984	convergent_nonsignificant
ENSG00000125398	SOX9	SOX9	SOX-related factors	HMG/Sox	3		OMIM:114290;OMIM:278850;OMIM:616425	0.9665557861328123	1503.0	False	84.68356323242188	1782.0	False	536.1683288574219	920.0	False	3	0	536.1683288574219	convergent_nonsignificant
ENSG00000106290	TAF6	TAF6		Unknown	1		OMIM:617126	0.8869842529296875	1645.0	False	90.75573120117188	1340.0	False	536.1373321533204	922.0	False	3	0	536.1373321533204	convergent_nonsignificant
ENSG00000005889	ZFX	ZFX		C2H2 ZF	1		OMIM:301118	2.0094879150390623	485.0	False	80.862353515625	1969.0	False	535.7110748291016	929.0	False	3	0	535.7110748291016	convergent_nonsignificant
ENSG00000136574	GATA4	GATA4	C4-GATA-related	GATA	5		OMIM:187500;OMIM:607941;OMIM:614429;OMIM:614430;OMIM:615542	3.284576416015625	235.0	False	84.28588256835937	1815.0	False	535.0065704345703	945.0	False	3	0	535.0065704345703	convergent_nonsignificant
ENSG00000110395	CBL	CBL		Unknown	2		OMIM:607785;OMIM:613563	1.2104827880859377	1104.0	False	93.9399169921875	1012.0	False	534.9595153808593	947.0	False	3	0	534.9595153808593	convergent_nonsignificant
ENSG00000141510	TP53	TP53	p53-related factors	p53	12		OMIM:114480;OMIM:114500;OMIM:114550;OMIM:137800;OMIM:151623;OMIM:202300;OMIM:259500;OMIM:260350;OMIM:260500;OMIM:607107	1.399822998046875	860.0	False	94.12880859375	1000.0	False	534.771484375	950.0	False	3	0	534.771484375	convergent_nonsignificant
ENSG00000130700	GATA5	GATA5	C4-GATA-related	GATA	1		OMIM:617912	1.764862060546875	590.0	False	88.51956787109376	1528.0	False	534.5652954101563	955.0	False	3	0	534.5652954101563	convergent_nonsignificant
ENSG00000136944	LMX1B	LMX1B	HD-LIM	Homeodomain	2		OMIM:161200;OMIM:256020	2.2258880615234373	420.0	False	90.20606689453123	1392.0	False	534.5641174316406	956.0	False	3	0	534.5641174316406	convergent_nonsignificant
ENSG00000102935	ZNF423	ZNF423	Factors with multiple dispersed zinc fingers	C2H2 ZF	1		OMIM:614844	1.0139068603515624	1410.0	False	100.04226684570312	484.0	False	534.5484985351562	957.0	False	3	0	534.5484985351562	convergent_nonsignificant
ENSG00000136352	NKX2-1	NKX2-1		Homeodomain	3		OMIM:118700;OMIM:188550;OMIM:610978	1.90355224609375	516.0	False	97.14807739257812	746.0	False	534.4014099121093	959.0	False	3	0	534.4014099121093	convergent_nonsignificant
ENSG00000104856	RELB	RELB	NF-kappaB-related factors	Rel	1		OMIM:617585	1.26729736328125	1017.0	False	105.83464965820312	174.0	False	533.6013824462891	971.0	False	3	0	533.6013824462891	convergent_nonsignificant
ENSG00000152784	PRDM8	PRDM8		C2H2 ZF	1		OMIM:616640	3.1486236572265627	255.0	False	97.97857666015624	650.0	False	533.428759765625	977.0	False	3	0	533.428759765625	convergent_nonsignificant
ENSG00000187079	TEAD1	TEAD1	TEF-1-related factors	TEA	1		OMIM:108985	0.8223175048828125	1747.0	False	93.09771728515624	1092.0	False	532.9970977783203	986.0	False	3	0	532.9970977783203	convergent_nonsignificant
ENSG00000165684	SNAPC4	SNAPC4		Myb/SANT	1		OMIM:620515	0.8455902099609375	1712.0	False	101.49971923828124	387.0	False	532.7131561279297	992.0	False	3	0	532.7131561279297	convergent_nonsignificant
ENSG00000137693	YAP1	YAP1			1		OMIM:120433	3.78475341796875	203.0	False	105.84678344726562	173.0	False	532.2861083984375	997.0	False	3	0	532.2861083984375	convergent_nonsignificant
ENSG00000170374	SP7	SP7		C2H2 ZF	1		OMIM:613849	0.807598876953125	1780.0	False	84.773388671875	1781.0	False	531.993310546875	1002.0	False	3	0	531.993310546875	convergent_nonsignificant
ENSG00000173757	STAT5B	STAT5B		STAT	2		OMIM:245590;OMIM:618985	1.1226715087890624	1238.0	False	94.59366455078126	961.0	False	531.9443115234375	1004.0	False	3	0	531.9443115234375	convergent_nonsignificant
ENSG00000182568	SATB1	SATB1	HD-CUT	CUT; Homeodomain	2		OMIM:619228;OMIM:619229	1.322247314453125	950.0	False	97.6955810546875	680.0	False	531.667691040039	1008.0	False	3	0	531.667691040039	convergent_nonsignificant
ENSG00000131759	RARA	RARA	Thyroid hormone receptor-related factors (NR1)	Nuclear receptor	1		OMIM:612376	4.1253509521484375	192.0	False	98.6427490234375	604.0	False	531.6114898681641	1011.0	False	3	0	531.6114898681641	convergent_nonsignificant
ENSG00000163170	BOLA3	BOLA3		Unknown	1		OMIM:614299	2.9445465087890623	275.0	False	93.23027954101562	1079.0	False	531.3728729248047	1016.0	False	3	0	531.3728729248047	convergent_nonsignificant
ENSG00000135341	MAP3K7	MAP3K7		Unknown	2		OMIM:157800;OMIM:617137	1.060272216796875	1334.0	False	107.897802734375	115.0	False	530.6190185546875	1027.0	False	3	0	530.6190185546875	convergent_nonsignificant
ENSG00000133111	RFXAP	RFXAP		Unknown	1		OMIM:620817	0.7674835205078125	1841.0	False	98.54701538085938	612.0	False	530.5088439941406	1029.0	False	3	0	530.5088439941406	convergent_nonsignificant
ENSG00000184058	TBX1	TBX1	TBX1-related factors	T-box	4		OMIM:187500;OMIM:188400;OMIM:192430;OMIM:217095	0.7217498779296875	1888.0	False	94.20737915039062	990.0	False	530.2089202880859	1036.0	False	3	0	530.2089202880859	convergent_nonsignificant
ENSG00000072121	ZFYVE26	ZFYVE26		FYVE-type ZF	1		OMIM:270700	0.79261474609375	1804.0	False	94.66415405273438	956.0	False	530.0377410888672	1038.0	False	3	0	530.0377410888672	convergent_nonsignificant
ENSG00000135903	PAX3	PAX3	Paired plus homeo domain	Homeodomain; Paired box	4		OMIM:122880;OMIM:148820;OMIM:193500;OMIM:268220	0.818743896484375	1758.0	False	80.32643432617188	1987.0	False	529.9942474365234	1040.0	False	3	0	529.9942474365234	convergent_nonsignificant
ENSG00000121075	TBX4	TBX4	TBX2-related factors	T-box	2		OMIM:147891;OMIM:601360	3.681204223632813	211.0	False	98.62380981445312	605.0	False	529.0165435791016	1053.0	False	3	0	529.0165435791016	convergent_nonsignificant
ENSG00000109132	PHOX2B	PHOX2B	Paired-related HD factors	Homeodomain	2		OMIM:209880;OMIM:613013	0.817047119140625	1760.0	False	92.29209594726562	1164.0	False	528.8687133789062	1054.0	False	3	0	528.8687133789062	convergent_nonsignificant
ENSG00000163795	ZNF513	ZNF513		C2H2 ZF	1		OMIM:613617	1.774713134765625	583.0	False	107.99170532226564	111.0	False	528.8058227539062	1055.0	False	3	0	528.8058227539062	convergent_nonsignificant
ENSG00000185551	NR2F2	NR2F2	RXR-related receptors (NR2)	Nuclear receptor	2		OMIM:615779;OMIM:618901	0.7321136474609375	1879.0	False	102.06194458007812	345.0	False	528.3515533447265	1066.0	False	3	0	528.3515533447265	convergent_nonsignificant
ENSG00000112837	TBX18	TBX18	TBX1-related factors	T-box	1		OMIM:143400	2.290133666992188	401.0	False	107.77203369140624	117.0	False	528.2207427978516	1067.0	False	3	0	528.2207427978516	convergent_nonsignificant
ENSG00000148737	TCF7L2	TCF7L2	TCF-7-related factors	HMG/Sox	1		OMIM:125853	1.045050048828125	1353.0	False	94.44774169921877	972.0	False	528.0236145019531	1071.0	False	3	0	528.0236145019531	convergent_nonsignificant
ENSG00000171735	CAMTA1	CAMTA1		CG-1	1		OMIM:614756	1.7911346435546875	572.0	False	76.63096313476562	2088.0	False	527.5363220214844	1075.0	False	3	0	527.5363220214844	convergent_nonsignificant
ENSG00000089094	KDM2B	KDM2B		CxxC	1		OMIM:621474	1.17650146484375	1144.0	False	87.99493408203125	1563.0	False	527.3807189941406	1079.0	False	3	0	527.3807189941406	convergent_nonsignificant
ENSG00000072310	SREBF1	SREBF1	bHLH-ZIP	bHLH	2		OMIM:158310;OMIM:619016	0.97098388671875	1488.0	False	101.15970458984376	409.0	False	527.3719970703125	1080.0	False	3	0	527.3719970703125	convergent_nonsignificant
ENSG00000175325	PROP1	PROP1	Paired-related HD factors	Homeodomain	1		OMIM:262600	1.592413330078125	707.0	False	86.38945922851562	1681.0	False	527.3116394042969	1083.0	False	3	0	527.3116394042969	convergent_nonsignificant
ENSG00000169714	CNBP	CNBP		Unknown	1		OMIM:602668	1.267059326171875	1018.0	False	98.7415771484375	591.0	False	526.6651947021485	1096.0	False	3	0	526.6651947021485	convergent_nonsignificant
ENSG00000122145	TBX22	TBX22		T-box	2		OMIM:302905;OMIM:303400	1.6139678955078125	689.0	False	104.8631591796875	203.0	False	526.66494140625	1098.0	False	3	0	526.66494140625	convergent_nonsignificant
ENSG00000123095	BHLHE41	BHLHE41	Hairy-related factors	bHLH	1		OMIM:612975	1.32498779296875	949.0	False	90.07347412109377	1409.0	False	526.5965454101563	1100.0	False	3	0	526.5965454101563	convergent_nonsignificant
ENSG00000081189	MEF2C	MEF2C	Regulators of differentiation	MADS box	1		OMIM:613443	2.635589599609375	320.0	False	104.32674560546874	228.0	False	526.3230865478515	1108.0	False	3	0	526.3230865478515	convergent_nonsignificant
ENSG00000091831	ESR1	ESR1	Steroid hormone receptors (NR3)	Nuclear receptor	4		OMIM:114480;OMIM:157300;OMIM:608446;OMIM:615363	1.18076171875	1136.0	False	97.89869384765623	663.0	False	526.1149139404297	1113.0	False	3	0	526.1149139404297	convergent_nonsignificant
ENSG00000171634	BPTF	BPTF		Unknown	2		OMIM:148000;OMIM:617755	1.1927978515625	1118.0	False	83.74328002929687	1850.0	False	525.6022094726562	1121.0	False	3	0	525.6022094726562	convergent_nonsignificant
ENSG00000085276	MECOM	MECOM		C2H2 ZF	1		OMIM:616738	1.23558349609375	1065.0	False	85.01307373046875	1763.0	False	525.3664581298829	1130.0	False	3	0	525.3664581298829	convergent_nonsignificant
ENSG00000143614	GATAD2B	GATAD2B		GATA	1		OMIM:615074	0.9947052001953124	1454.0	False	72.88372802734375	2134.0	False	525.0200592041016	1135.0	False	3	0	525.0200592041016	convergent_nonsignificant
ENSG00000113580	NR3C1	NR3C1	Steroid hormone receptors (NR3)	Nuclear receptor	1		OMIM:615962	1.6501983642578124	659.0	False	98.2775634765625	635.0	False	525.0157867431641	1136.0	False	3	0	525.0157867431641	convergent_nonsignificant
ENSG00000114861	FOXP1	FOXP1	FOX	Forkhead	1		OMIM:613670	1.4451812744140624	822.0	False	99.46098022460936	528.0	False	524.9412200927734	1138.0	False	3	0	524.9412200927734	convergent_nonsignificant
ENSG00000130675	MNX1	MNX1	HOX	Homeodomain	1		OMIM:176450	0.816571044921875	1763.0	False	88.2488037109375	1548.0	False	524.3747772216797	1150.0	False	3	0	524.3747772216797	convergent_nonsignificant
ENSG00000125826	RBCK1	RBCK1		Unknown	1		OMIM:615895	1.4619476318359377	807.0	False	91.31146850585938	1275.0	False	523.2762847900391	1169.0	False	3	0	523.2762847900391	convergent_nonsignificant
ENSG00000100811	YY1	YY1	More than 3 adjacent zinc fingers	C2H2 ZF	1		OMIM:617557	2.109127807617188	452.0	False	99.60602416992188	519.0	False	523.1620361328125	1171.0	False	3	0	523.1620361328125	convergent_nonsignificant
ENSG00000157613	CREB3L1	CREB3L1	CREB-related factors	bZIP	1		OMIM:616229	0.99478759765625	1453.0	False	94.755419921875	950.0	False	522.9564178466796	1174.0	False	3	0	522.9564178466796	convergent_nonsignificant
ENSG00000175213	ZNF408	ZNF408		C2H2 ZF	2		OMIM:616468;OMIM:616469	1.853643798828125	537.0	False	103.83277587890623	252.0	False	522.4330017089844	1181.0	False	3	0	522.4330017089844	convergent_nonsignificant
ENSG00000008196	TFAP2B	TFAP2B	AP-2	AP-2	2		OMIM:169100;OMIM:617035	0.94075927734375	1544.0	False	75.5015380859375	2102.0	False	522.2830200195312	1186.0	False	3	0	522.2830200195312	convergent_nonsignificant
ENSG00000169946	ZFPM2	ZFPM2		C2H2 ZF	3		OMIM:187500;OMIM:610187;OMIM:616067	1.9840576171875	493.0	False	105.64197387695312	179.0	False	521.9330230712891	1193.0	False	3	0	521.9330230712891	convergent_nonsignificant
ENSG00000107187	LHX3	LHX3		Homeodomain	1		OMIM:221750	2.3715118408203124	374.0	False	94.60811767578124	959.0	False	521.6579833984375	1196.0	False	3	0	521.6579833984375	convergent_nonsignificant
ENSG00000162992	NEUROD1	NEUROD1	Tal-related	bHLH	2		OMIM:125853;OMIM:606394	0.9053009033203124	1609.0	False	88.959521484375	1492.0	False	521.0836517333985	1208.0	False	3	0	521.0836517333985	convergent_nonsignificant
ENSG00000185129	PURA	PURA		Unknown	1		OMIM:616158	1.310174560546875	966.0	False	101.15421752929689	410.0	False	521.0738372802734	1209.0	False	3	0	521.0738372802734	convergent_nonsignificant
ENSG00000010818	HIVEP2	HIVEP2		C2H2 ZF	1		OMIM:616977	1.005804443359375	1428.0	False	78.54217529296875	2047.0	False	520.9133758544922	1211.0	False	3	0	520.9133758544922	convergent_nonsignificant
ENSG00000111249	CUX2	CUX2	HD-CUT	CUT; Homeodomain	1		OMIM:618141	1.6350433349609377	672.0	False	95.95858764648438	855.0	False	520.6471893310547	1218.0	False	3	0	520.6471893310547	convergent_nonsignificant
ENSG00000179627	ZBTB42	ZBTB42		C2H2 ZF	1		OMIM:616248	1.6654541015625	645.0	False	83.910498046875	1839.0	False	520.6275054931641	1219.0	False	3	0	520.6275054931641	convergent_nonsignificant
ENSG00000100906	NFKBIA	NFKBIA		Unknown	1		OMIM:612132	1.1993896484375	1111.0	False	90.86617431640624	1322.0	False	520.4399810791016	1223.0	False	3	0	520.4399810791016	convergent_nonsignificant
ENSG00000102034	ELF4	ELF4	Ets-related	Ets	1		OMIM:301074	2.481597900390625	350.0	False	95.611328125	885.0	False	520.0991424560547	1232.0	False	3	0	520.0991424560547	convergent_nonsignificant
ENSG00000163132	MSX1	MSX1	NK	Homeodomain	3		OMIM:106600;OMIM:189500;OMIM:608874	1.084332275390625	1290.0	False	82.31466064453124	1912.0	False	520.0402770996094	1234.0	False	3	0	520.0402770996094	convergent_nonsignificant
ENSG00000122691	TWIST1	TWIST1	Tal-related	bHLH	4		OMIM:101400;OMIM:123100;OMIM:180750;OMIM:617746	1.0246551513671875	1391.0	False	98.58021850585938	607.0	False	519.6179260253906	1242.0	False	3	0	519.6179260253906	convergent_nonsignificant
ENSG00000160224	AIRE	AIRE		SAND	1		OMIM:240300	2.242529296875	412.0	False	104.63834838867189	217.0	False	519.2716674804688	1249.0	False	3	0	519.2716674804688	convergent_nonsignificant
ENSG00000233608	TWIST2	TWIST2		bHLH	3		OMIM:200110;OMIM:209885;OMIM:227260	1.1821014404296877	1134.0	False	84.63456420898437	1787.0	False	519.2073516845703	1250.0	False	3	0	519.2073516845703	convergent_nonsignificant
ENSG00000168214	RBPJ	RBPJ	CSL-related factors	CSL	1		OMIM:614814	2.1448638916015623	445.0	False	90.78139038085938	1337.0	False	518.7922485351562	1258.0	False	3	0	518.7922485351562	convergent_nonsignificant
ENSG00000067082	KLF6	KLF6	Three-zinc finger Kruppel-related	C2H2 ZF	2		OMIM:176807;OMIM:613659	1.062725830078125	1328.0	False	88.58364868164062	1524.0	False	518.4938842773438	1265.0	False	3	0	518.4938842773438	convergent_nonsignificant
ENSG00000188095	MESP2	MESP2		bHLH	2		OMIM:277300;OMIM:608681	1.2869720458984375	992.0	False	93.69219970703124	1036.0	False	518.4010925292969	1268.0	False	3	0	518.4010925292969	convergent_nonsignificant
ENSG00000130699	TAF4	TAF4		Unknown	1		OMIM:620450	1.27064208984375	1014.0	False	104.09577026367188	238.0	False	518.1098510742188	1276.0	False	3	0	518.1098510742188	convergent_nonsignificant
ENSG00000106462	EZH2	EZH2		Unknown	1		OMIM:277590	1.757568359375	593.0	False	94.87396240234376	943.0	False	517.819613647461	1282.0	False	3	0	517.819613647461	convergent_nonsignificant
ENSG00000185630	PBX1	PBX1	TALE-type homeo domain factors	Homeodomain	1		OMIM:617641	0.94490966796875	1538.0	False	84.21859741210938	1823.0	False	517.7974304199219	1283.0	False	3	0	517.7974304199219	convergent_nonsignificant
ENSG00000121481	RNF2	RNF2		Unknown	1		OMIM:619460	1.185614013671875	1130.0	False	88.26915893554687	1547.0	False	517.3925018310547	1289.0	False	3	0	517.3925018310547	convergent_nonsignificant
ENSG00000164093	PITX2	PITX2	Paired-related HD factors	Homeodomain	3		OMIM:137600;OMIM:180500;OMIM:180550	1.0389190673828126	1370.0	False	95.64188842773436	880.0	False	517.142465209961	1292.0	False	3	0	517.142465209961	convergent_nonsignificant
ENSG00000141448	GATA6	GATA6	C4-GATA-related	GATA	5		OMIM:187500;OMIM:217095;OMIM:600001;OMIM:614474;OMIM:614475	4.468350219726562	175.0	False	93.69545288085938	1035.0	False	517.1361511230468	1293.0	False	3	0	517.1361511230468	convergent_nonsignificant
ENSG00000140386	SCAPER	SCAPER		Unknown	1		OMIM:618195	1.854290771484375	536.0	False	88.71314697265625	1517.0	False	517.02470703125	1295.0	False	3	0	517.02470703125	convergent_nonsignificant
ENSG00000181722	ZBTB20	ZBTB20		C2H2 ZF	1		OMIM:259050	3.0295684814453123	266.0	False	106.62347412109376	148.0	False	516.6521911621094	1303.0	False	3	0	516.6521911621094	convergent_nonsignificant
ENSG00000178951	ZBTB7A	ZBTB7A	More than 3 adjacent zinc fingers	C2H2 ZF	1		OMIM:619769	1.6262359619140625	680.0	False	106.18409423828123	158.0	False	516.5026580810547	1305.0	False	3	0	516.5026580810547	convergent_nonsignificant
ENSG00000128714	HOXD13	HOXD13	HOX	Homeodomain	5		OMIM:113200;OMIM:113300;OMIM:186000;OMIM:186300;OMIM:610713	1.2064422607421874	1105.0	False	89.49013671875	1454.0	False	516.3598449707031	1308.0	False	3	0	516.3598449707031	convergent_nonsignificant
ENSG00000186051	TAL2	TAL2		bHLH	1		OMIM:613065	1.8778564453125	525.0	False	91.12689819335938	1295.0	False	516.3260681152344	1309.0	False	3	0	516.3260681152344	convergent_nonsignificant
ENSG00000149948	HMGA2	HMGA2		AT hook	1		OMIM:618908	0.9036773681640624	1616.0	False	92.96998291015623	1099.0	False	515.3885437011719	1331.0	False	3	0	515.3885437011719	convergent_nonsignificant
ENSG00000138738	PRDM5	PRDM5		C2H2 ZF	1		OMIM:614170	2.4665557861328127	352.0	False	89.77631225585938	1431.0	False	515.3143737792968	1333.0	False	3	0	515.3143737792968	convergent_nonsignificant
ENSG00000166349	RAG1	RAG1		Unknown	4		OMIM:233650;OMIM:601457;OMIM:603554;OMIM:609889	1.8573760986328125	533.0	False	109.07560424804689	87.0	False	515.2988708496093	1335.0	False	3	0	515.2988708496093	convergent_nonsignificant
ENSG00000005339	CREBBP	CREBBP		Unknown	2		OMIM:180849;OMIM:618332	1.6913177490234377	633.0	False	76.05033569335937	2096.0	False	515.1995391845703	1336.0	False	3	0	515.1995391845703	convergent_nonsignificant
ENSG00000151623	NR3C2	NR3C2	Steroid hormone receptors (NR3)	Nuclear receptor	2		OMIM:177735;OMIM:605115	1.315948486328125	959.0	False	83.54983520507812	1858.0	False	514.9882720947265	1340.0	False	3	0	514.9882720947265	convergent_nonsignificant
ENSG00000215474	SKOR2	SKOR2		SAND	1		OMIM:621386	1.0414093017578123	1362.0	False	96.35048217773438	817.0	False	514.8665740966796	1342.0	False	3	0	514.8665740966796	convergent_nonsignificant
ENSG00000167625	ZNF526	ZNF526		C2H2 ZF	1		OMIM:619877	2.4568389892578124	356.0	False	93.663623046875	1040.0	False	513.8696380615235	1356.0	False	3	0	513.8696380615235	convergent_nonsignificant
ENSG00000121068	TBX2	TBX2	TBX2-related factors	T-box	1		OMIM:618223	1.648382568359375	662.0	False	87.32254028320312	1617.0	False	513.6485198974609	1362.0	False	3	0	513.6485198974609	convergent_nonsignificant
ENSG00000124201	ZNFX1	ZNFX1		Unknown	1		OMIM:619644				80.33292236328126	1986.0	False	513.6313018798828	1363.0	False	2	0	513.6313018798828	convergent_nonsignificant
ENSG00000185507	IRF7	IRF7	Interferon-regulatory factors	IRF	1		OMIM:616345	1.060693359375	1333.0	False	101.94406127929688	354.0	False	513.0701110839843	1378.0	False	3	0	513.0701110839843	convergent_nonsignificant
ENSG00000128710	HOXD10	HOXD10	HOX	Homeodomain	1		OMIM:192950	1.8730682373046876	527.0	False	97.19650268554688	733.0	False	512.9609558105469	1382.0	False	3	0	512.9609558105469	convergent_nonsignificant
ENSG00000120948	TARDBP	TARDBP		Unknown	1		OMIM:612069	1.8496917724609372	540.0	False	86.32728881835938	1686.0	False	512.9235900878906	1383.0	False	3	0	512.9235900878906	convergent_nonsignificant
ENSG00000139515	PDX1	PDX1	HOX	Homeodomain	3		OMIM:125853;OMIM:260370;OMIM:606392	2.4472747802734376	359.0	False	76.91993408203125	2082.0	False	512.5605072021484	1391.0	False	3	0	512.5605072021484	convergent_nonsignificant
ENSG00000179981	TSHZ1	TSHZ1		C2H2 ZF	1		OMIM:607842	1.1990478515625	1113.0	False	76.67743530273438	2087.0	False	512.3869018554688	1392.0	False	3	0	512.3869018554688	convergent_nonsignificant
ENSG00000157554	ERG	ERG	Ets-related	Ets	1		OMIM:620602	1.4324493408203125	835.0	False	100.65402221679688	437.0	False	512.3056549072265	1394.0	False	3	0	512.3056549072265	convergent_nonsignificant
ENSG00000138136	LBX1	LBX1	NK	Homeodomain	1		OMIM:619483	2.1754791259765627	432.0	False	84.94450073242187	1767.0	False	511.9518218994141	1398.0	False	3	0	511.9518218994141	convergent_nonsignificant
ENSG00000177426	TGIF1	TGIF1	TALE-type homeo domain factors	Homeodomain	1		OMIM:142946	3.36773681640625	225.0	False	85.39666137695312	1740.0	False	511.114697265625	1411.0	False	3	0	511.114697265625	convergent_nonsignificant
ENSG00000144218	AFF3	AFF3		Unknown	1		OMIM:619297	1.4415313720703125	827.0	False	95.60302734375	888.0	False	510.9491821289063	1412.0	False	3	0	510.9491821289063	convergent_nonsignificant
ENSG00000213928	IRF9	IRF9	Interferon-regulatory factors	IRF	1		OMIM:618648	1.5139801025390625	760.0	False	90.24680786132812	1390.0	False	510.90668334960935	1413.0	False	3	0	510.90668334960935	convergent_nonsignificant
