guide_id	gene_name	log2_fc	p_value	dataset	lab
REST#chr4:56908162-56908180(+)	REST	-0.4849052	1.3155325612040263e-06	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
REST#chr4:56907941-56907959(-)	REST	0.1470524	0.284520395797917	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
REST#chr4:56908921-56908939(+)	REST	-0.5068198	8.770984873965799e-07	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
REST#chr4:56908984-56909002(-)	REST	-0.3002826	0.0016039468677599	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
REST#chr4:56908960-56908978(-)	REST	-0.1558955	0.2291123653734288	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
REST#chr4:56908955-56908973(+)	REST	0.1438367	0.229258741882507	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
REST#chr4:56909347-56909365(-)	REST	-0.9815767	7.0918500004596e-14	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
REST#chr4:56908979-56908997(+)	REST	-0.6942016	2.3617700101012327e-05	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SALL4#chr20:51801947-51801965(+)	SALL4	-1.7086592	1.817798351878645e-05	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SALL4#chr20:51802216-51802234(-)	SALL4	-1.0881085	0.0032946168694332	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SALL4#chr20:51802001-51802019(+)	SALL4	-0.3950282	0.0863500033139886	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SALL4#chr20:51802458-51802476(-)	SALL4	-1.6021496	0.0001157606542426	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SALL4#chr20:51802403-51802421(+)	SALL4	-1.1587819	0.0004966905891077	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SALL4#chr20:51801991-51802009(+)	SALL4	-1.3275906	0.0001149744973538	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMAD3#chr15:67065846-67065864(-)	SMAD3	-1.835517	1.2108158785352551e-37	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMAD3#chr15:67065928-67065946(-)	SMAD3	-1.6659871	3.967602421476433e-24	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMAD3#chr15:67065899-67065917(-)	SMAD3	-0.9620309	4.8117204673686394e-09	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMAD3#chr15:67065895-67065913(-)	SMAD3	-1.5061133	3.3927282509967273e-13	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMAD3#chr15:67066195-67066213(+)	SMAD3	-0.8633148	0.0633237264941743	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMAD3#chr15:67065923-67065941(-)	SMAD3	-0.9712409	4.11425586966264e-06	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMAD4#chr18:51030267-51030285(+)	SMAD4	-0.7089604	0.003163847782213	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMAD4#chr18:51030218-51030236(+)	SMAD4	-0.11388639	0.4428402847670601	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMAD4#chr18:51030318-51030336(-)	SMAD4	-0.5950429	0.0818544562001516	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMAD4#chr18:51030262-51030280(+)	SMAD4	-0.51610935	4.68219329321906e-08	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMAD4#chr18:51030678-51030696(-)	SMAD4	-2.282162	5.102421061791852e-10	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMAD4#chr18:51030257-51030275(-)	SMAD4	-1.5717744	1.7707526188414443e-16	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCA2#chr9:2015338-2015356(-)	SMARCA2	-0.10880417	0.7211688062177594	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCA2#chr9:2015547-2015565(+)	SMARCA2	0.004883795	0.9854311565824848	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCA2#chr9:2015348-2015366(+)	SMARCA2	-0.009597574	0.9721910142718276	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCA2#chr9:2015385-2015403(-)	SMARCA2	0.22673911	0.412604940347875	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCA2#chr9:2015446-2015464(-)	SMARCA2	-0.103613235	0.6327639826147383	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCA2#chr9:2015442-2015460(-)	SMARCA2	-0.16908315	0.605946857655546	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCA4#chr19:10961052-10961070(-)	SMARCA4	-0.1788826	0.0276781529212957	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCA4#chr19:10961045-10961063(+)	SMARCA4	-1.2265264	3.572923858920332e-23	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCA4#chr19:10961495-10961513(-)	SMARCA4	-1.0427072	1.3833386245617353e-08	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCA4#chr19:10961500-10961518(+)	SMARCA4	-1.1981925	1.3452681245767896e-27	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCA4#chr19:10961507-10961525(-)	SMARCA4	-1.1150007	1.5136379442281938e-09	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCA4#chr19:10961138-10961156(+)	SMARCA4	-1.0252545	1.1386104976060822e-17	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCB1#chr22:23786987-23787005(+)	SMARCB1	-0.92561847	1.6707858068796976e-14	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCB1#chr22:23787375-23787393(+)	SMARCB1	0.18192323	0.1110122882641089	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCB1#chr22:23786990-23787008(+)	SMARCB1	-0.8622894	0.0008589190168545	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCB1#chr22:23786994-23787012(-)	SMARCB1	0.05674628	0.6491780995539373	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCB1#chr22:23787045-23787063(-)	SMARCB1	-1.2896345	6.1116093372362575e-18	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCB1#chr22:23787031-23787049(+)	SMARCB1	0.028485402	0.9446488244799044	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCB1#chr22:23791807-23791825(-)	SMARCB1	-0.17814066	0.2020282100716084	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCB1#chr22:23791813-23791831(+)	SMARCB1	0.16965763	0.1654336651211319	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCB1#chr22:23791794-23791812(+)	SMARCB1	-0.10075362	0.3797672419641011	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCB1#chr22:23791773-23791791(-)	SMARCB1	-0.42063576	0.0005962568457793	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCB1#chr22:23791797-23791815(+)	SMARCB1	-0.12240546	0.3324958363005028	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCB1#chr22:23791770-23791788(-)	SMARCB1	-0.122152336	0.2974335481652629	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCC1#chr3:47781489-47781507(-)	SMARCC1	-1.2400072	2.485299637319553e-40	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCC1#chr3:47781383-47781401(+)	SMARCC1	-1.79806	5.4999345174578245e-62	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCC1#chr3:47781809-47781827(-)	SMARCC1	-1.8425272	5.880459184910362e-46	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCC1#chr3:47781854-47781872(-)	SMARCC1	-1.5194005	7.604414641389111e-62	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCC1#chr3:47781830-47781848(-)	SMARCC1	-0.849638	0.0900606028115843	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCC1#chr3:47781840-47781858(-)	SMARCC1	-1.528654	6.013375460013238e-39	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCD1#chr12:50085236-50085254(-)	SMARCD1	-0.60459733	0.0003214008573731	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCD1#chr12:50085411-50085429(+)	SMARCD1	-0.07159122	0.7904201900458212	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCD1#chr12:50085258-50085276(-)	SMARCD1	-0.22122732	0.1171361625099371	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCD1#chr12:50085598-50085616(+)	SMARCD1	0.38101298	0.6170343280566715	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCD1#chr12:50085594-50085612(+)	SMARCD1	-1.0127354	8.847045401864549e-09	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCD1#chr12:50085680-50085698(+)	SMARCD1	-0.60110676	4.246320523667984e-05	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCD2#chr17:63842670-63842688(-)	SMARCD2	-1.8461051	1.5849862830858407e-05	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCD2#chr17:63842700-63842718(-)	SMARCD2	-2.0023973	9.566122225447479e-11	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCD2#chr17:63842721-63842739(-)	SMARCD2	-0.8625656	5.242543196360147e-06	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCD2#chr17:63842687-63842705(-)	SMARCD2	-1.2864772	2.66278056061364e-08	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCD2#chr17:63842945-63842963(+)	SMARCD2	-1.5998046	4.696019141579287e-07	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SMARCD2#chr17:63842942-63842960(+)	SMARCD2	-1.0986423	1.8815767221023703e-05	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SUZ12#chr17:31937137-31937155(-)	SUZ12	-1.4827209	1.971314231271397e-09	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SUZ12#chr17:31937142-31937160(-)	SUZ12	-0.34285805	0.1684305538009035	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SUZ12#chr17:31937193-31937211(+)	SUZ12	-0.016811265	0.875116628106106	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SUZ12#chr17:31937204-31937222(+)	SUZ12	-0.4152	0.2355090146674361	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SUZ12#chr17:31937369-31937387(+)	SUZ12	-0.57713586	0.0201302431578024	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
SUZ12#chr17:31937316-31937334(+)	SUZ12	-0.9556198	3.91183807587302e-08	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF12#chr15:56918702-56918720(-)	TCF12	-0.3493874	2.775281714074457e-15	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF12#chr15:56918698-56918716(+)	TCF12	-1.0602473	3.4694191261031896e-30	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF12#chr15:56918718-56918736(+)	TCF12	-0.4829419	4.133663913846023e-15	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF12#chr15:56918695-56918713(+)	TCF12	-0.6515566	3.2589898787054624e-17	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF12#chr15:56918970-56918988(-)	TCF12	-0.21948501	0.0176166910451578	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF12#chr15:56918689-56918707(-)	TCF12	-0.99770635	6.481392798926614e-45	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF12#chr15:57219458-57219476(+)	TCF12	0.04580804	0.5307682315654885	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF12#chr15:57219545-57219563(-)	TCF12	0.04424876	0.5890726840874045	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF12#chr15:57219540-57219558(-)	TCF12	0.030476285	0.6190288055151241	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF12#chr15:57219532-57219550(+)	TCF12	0.05892813	0.2802228632586574	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF12#chr15:57219656-57219674(+)	TCF12	-0.37785465	1.0658663168805014e-08	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF12#chr15:57219562-57219580(+)	TCF12	0.057647202	0.2525730011568683	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF7L1#chr2:85133442-85133460(+)	TCF7L1	-0.92880493	9.121728549181174e-75	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF7L1#chr2:85133581-85133599(+)	TCF7L1	-0.19767947	0.0002536771225287	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF7L1#chr2:85133469-85133487(-)	TCF7L1	-0.86763656	4.7349585287533015e-30	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF7L1#chr2:85133856-85133874(+)	TCF7L1	-0.31898305	3.290650425165852e-06	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF7L1#chr2:85133584-85133602(+)	TCF7L1	-0.18645458	0.0180403117867694	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF7L1#chr2:85133800-85133818(+)	TCF7L1	-1.1553366	3.7174180532624495e-54	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF7L2#chr10:112950266-112950284(-)	TCF7L2	-0.31251794	0.0098679263828047	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF7L2#chr10:112950282-112950300(-)	TCF7L2	-1.1236794	3.71869583660066e-33	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF7L2#chr10:112950277-112950295(-)	TCF7L2	-1.3276728	9.199591737662733e-65	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF7L2#chr10:112950246-112950264(-)	TCF7L2	-1.1383458	4.981062150902586e-66	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF7L2#chr10:112950297-112950315(-)	TCF7L2	-1.2536651	1.0825182614313627e-37	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF7L2#chr10:112950261-112950279(-)	TCF7L2	-0.84740514	4.0361507729341327e-39	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF7#chr5:134114699-134114717(-)	TCF7	-0.45226145	0.1326375597628837	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF7#chr5:134114769-134114787(-)	TCF7	-0.35287228	0.3259732739307719	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF7#chr5:134115497-134115515(+)	TCF7	-0.98094326	0.0371013635445635	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF7#chr5:134114704-134114722(+)	TCF7	-1.1731055	0.0193675032271148	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF7#chr5:134115500-134115518(+)	TCF7	0.107512094	0.8653798333588709	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TCF7#chr5:134114765-134114783(-)	TCF7	-0.37203017	0.2731226687841162	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CD81#strong	CD81	-2.5653973	6.747870484231492e-296	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CD81#weak	CD81	-2.2799447	0.0	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CD151#strong	CD151	-2.4973114	2.6427582050072728e-201	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CD151#weak	CD151	-1.4150206	1.574353724028399e-210	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CD55#strong	CD55	-2.3563397	2.262931937399468e-67	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
NGFRAP1#B	NGFRAP1	-2.082986	2.3976195562912998e-234	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
NGFRAP1#A	NGFRAP1	-2.674441	0.0	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
TFRC#A	TFRC	-2.6003616	1.0898400669541932e-210	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
AFF4#chr5:132963540-132963558(+)	AFF4	-1.2856427	1.3472075318847913e-50	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
AFF4#chr5:132963579-132963597(-)	AFF4	-1.3809191	4.8652028664750433e-57	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
AFF4#chr5:132963567-132963585(+)	AFF4	-0.84841347	6.116930391800844e-50	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
AFF4#chr5:132963620-132963638(+)	AFF4	-1.4840782	1.0705302270044512e-66	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
AFF4#chr5:132963570-132963588(+)	AFF4	-1.5866687	1.1911891305921555e-34	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
AFF4#chr5:132963573-132963591(+)	AFF4	0.012817115	0.8598053816059256	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARID1A#chr1:26696017-26696035(-)	ARID1A	-0.2665756	7.487606271492127e-08	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARID1A#chr1:26696019-26696037(+)	ARID1A	-0.33439067	4.985790235656572e-07	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARID1A#chr1:26696255-26696273(+)	ARID1A	-0.38203058	1.736602507077626e-05	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARID1A#chr1:26696034-26696052(+)	ARID1A	-0.4921214	2.201174652148209e-08	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARID1A#chr1:26696464-26696482(-)	ARID1A	-0.011852347	0.8889746344018837	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARID1A#chr1:26696089-26696107(-)	ARID1A	-0.39477095	4.610808419477437e-08	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARID1B#chr6:156777673-156777691(-)	ARID1B	0.099645466	0.1672216695814861	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARID1B#chr6:156777991-156778009(+)	ARID1B	-0.5534408	2.3012471570608944e-09	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARID1B#chr6:156777838-156777856(+)	ARID1B	-0.12430832	0.1452780557822447	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARID1B#chr6:156777663-156777681(+)	ARID1B	0.20479047	0.0004022753323304	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARID1B#chr6:156777978-156777996(+)	ARID1B	0.09733615	0.3807216023877324	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARID1B#chr6:156777964-156777982(+)	ARID1B	-0.42714372	1.0795076794726636e-09	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARID1B#chr6:156779148-156779166(+)	ARID1B	0.20494647	4.653393159499379e-05	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARID1B#chr6:156779041-156779059(-)	ARID1B	0.0627069	0.4206959552642115	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARID1B#chr6:156779151-156779169(+)	ARID1B	-0.41846758	2.942184426597579e-06	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARID1B#chr6:156779179-156779197(-)	ARID1B	-0.34923235	7.844683316781415e-06	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARID1B#chr6:156779185-156779203(-)	ARID1B	-0.28707623	1.482936263240538e-05	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARID1B#chr6:156779212-156779230(+)	ARID1B	-0.37570125	0.0005849318598312	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
BMAL1#chr11:13277791-13277809(+)	BMAL1	-1.5358157	2.862521092177767e-05	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
BMAL1#chr11:13277812-13277830(+)	BMAL1	-1.6584435	0.0008594845355213	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
BMAL1#chr11:13277842-13277860(-)	BMAL1	-0.6789412	0.00083155753838	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
BMAL1#chr11:13277815-13277833(+)	BMAL1	-0.16028571	0.7482562943364204	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
BMAL1#chr11:13277874-13277892(-)	BMAL1	-0.8454377	1.5831947936781812e-06	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
BMAL1#chr11:13277877-13277895(-)	BMAL1	-1.2319019	2.347087750368304e-05	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARNT#chr1:150876336-150876354(-)	ARNT	-0.8378038	0.3486153526116625	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARNT#chr1:150876694-150876712(+)	ARNT	-0.5686397	6.441638874172251e-08	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARNT#chr1:150876534-150876552(-)	ARNT	-0.993992	5.727909197487895e-05	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARNT#chr1:150876496-150876514(-)	ARNT	-0.85667723	1.1392659741444873e-07	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARNT#chr1:150876545-150876563(-)	ARNT	-1.9468465	8.061304701975163e-32	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
ARNT#chr1:150876540-150876558(-)	ARNT	-0.8548008	1.836799237068596e-12	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CLOCK#chr4:55546719-55546737(+)	CLOCK	-0.7380464	4.023661721444717e-15	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CLOCK#chr4:55546809-55546827(-)	CLOCK	-0.7053092	2.861498264608271e-07	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CLOCK#chr4:55546763-55546781(+)	CLOCK	-0.07009254	0.7996979669684832	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CLOCK#chr4:55546778-55546796(+)	CLOCK	-0.543538	8.910960497655276e-06	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CLOCK#chr4:55546817-55546835(-)	CLOCK	-0.22978286	0.1483225492186513	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CLOCK#chr4:55546775-55546793(+)	CLOCK	-0.6389664	1.2255869178347504e-05	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CREBBP#chr16:3880184-3880202(-)	CREBBP	-0.14934455	0.0363464173700717	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CREBBP#chr16:3880190-3880208(+)	CREBBP	-0.00027045514	0.9963674110250096	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CREBBP#chr16:3880623-3880641(+)	CREBBP	-0.5233013	0.0025545155986634	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CREBBP#chr16:3880650-3880668(-)	CREBBP	-0.8108236	8.40684419679e-18	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CREBBP#chr16:3880675-3880693(+)	CREBBP	-0.48536876	1.654653755533385e-07	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CREBBP#chr16:3880656-3880674(+)	CREBBP	-1.0210532	1.6035343738807663e-35	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CTNNB1#chr3:41199530-41199548(+)	CTNNB1	-1.1575491	4.747450243903933e-33	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CTNNB1#chr3:41199540-41199558(+)	CTNNB1	-0.39097288	0.2032981731423235	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CTNNB1#chr3:41199687-41199705(-)	CTNNB1	-1.6003448	2.2487854032773176e-71	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CTNNB1#chr3:41199513-41199531(+)	CTNNB1	-1.4552042	4.929891981248259e-55	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CTNNB1#chr3:41199692-41199710(-)	CTNNB1	-1.6024324	1.4275271452020136e-141	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
CTNNB1#chr3:41199511-41199529(-)	CTNNB1	-0.9084764	2.135794344203283e-25	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
EED#chr11:86244792-86244810(+)	EED	-0.79238355	9.95677823558174e-06	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
EED#chr11:86244781-86244799(+)	EED	-0.22656754	0.2033930415745927	Gersbach_WTC11-benchmark_TF-Perturb-seq_GEM-Xv3	Gersbach_GEM-Xv3
