query	score	qStart	qEnd	qSize	identity	chrom	strand	tStart	tEnd	span
TEAD2#chr19:49362367-49362385(-)	20	1	22	22	95.2%	chr17	+	57861534	57861556	22
TEAD2#chr19:49362367-49362385(-)	21	1	22	22	100.0%	chr19	-	49362363	49362385	22
TEAD3#chr6:35496860-35496878(+)	21	1	22	22	100.0%	chr6	+	35496859	35496881	22
TEAD3#chr6:35496896-35496914(+)	21	1	22	22	100.0%	chr6	+	35496895	35496917	22
TEAD3#chr6:35496944-35496962(+)	21	1	22	22	100.0%	chr6	+	35496943	35496965	22
TEAD3#chr6:35497000-35497018(+)	21	1	22	22	100.0%	chr6	+	35496999	35497021	22
TEAD3#chr6:35497004-35497022(+)	21	1	22	22	100.0%	chr6	+	35497003	35497025	22
TEAD3#chr6:35497020-35497038(-)	21	1	22	22	100.0%	chr6	-	35497016	35497038	22
TEAD4#chr12:2959413-2959431(+)	21	1	22	22	100.0%	chr12	+	2959412	2959434	22
TEAD4#chr12:2959419-2959437(-)	21	1	22	22	100.0%	chr12	-	2959415	2959437	22
TEAD4#chr12:2959421-2959439(+)	21	1	22	22	100.0%	chr12	+	2959420	2959442	22
TEAD4#chr12:2959424-2959442(+)	21	1	22	22	100.0%	chr12	+	2959423	2959445	22
TEAD4#chr12:2959468-2959486(-)	21	1	22	22	100.0%	chr12	-	2959464	2959486	22
TEAD4#chr12:2960027-2960045(-)	21	1	22	22	100.0%	chr12	-	2960023	2960045	22
TEF#chr22:41367463-41367481(-)	21	1	22	22	100.0%	chr22	-	41367459	41367481	22
TEF#chr22:41367473-41367491(-)	21	1	22	22	100.0%	chr22	-	41367469	41367491	22
TEF#chr22:41367534-41367552(-)	21	1	22	22	100.0%	chr22	-	41367530	41367552	22
TEF#chr22:41367545-41367563(-)	21	1	22	22	100.0%	chr22	-	41367541	41367563	22
TEF#chr22:41367696-41367714(+)	21	1	22	22	100.0%	chr22	+	41367695	41367717	22
TEF#chr22:41367725-41367743(-)	21	1	22	22	100.0%	chr22	-	41367721	41367743	22
TEF#chr22:41381930-41381948(-)	21	1	22	22	100.0%	chr22	-	41381926	41381948	22
TEF#chr22:41381940-41381958(+)	21	1	22	22	100.0%	chr22	+	41381939	41381961	22
TEF#chr22:41381955-41381973(-)	21	1	22	22	100.0%	chr22	-	41381951	41381973	22
TEF#chr22:41381961-41381979(+)	21	1	22	22	100.0%	chr22	+	41381960	41381982	22
TEF#chr22:41381980-41381998(+)	21	1	22	22	100.0%	chr22	+	41381979	41382001	22
TEF#chr22:41381992-41382010(-)	21	1	22	22	100.0%	chr22	-	41381988	41382010	22
TERF1#chr8:73008839-73008857(-)	21	1	22	22	100.0%	chr8	-	73008835	73008857	22
TERF1#chr8:73008841-73008859(+)	21	1	22	22	100.0%	chr8	+	73008840	73008862	22
TERF1#chr8:73008872-73008890(+)	21	1	22	22	100.0%	chr8	+	73008871	73008893	22
TERF1#chr8:73008875-73008893(+)	21	1	22	22	100.0%	chr8	+	73008874	73008896	22
TERF1#chr8:73008890-73008908(+)	21	1	22	22	100.0%	chr8	+	73008889	73008911	22
TERF1#chr8:73008922-73008940(-)	21	1	22	22	100.0%	chr8	-	73008918	73008940	22
TERF2#chr16:69385778-69385796(-)	21	1	22	22	100.0%	chr16	-	69385774	69385796	22
TERF2#chr16:69385809-69385827(-)	21	1	22	22	100.0%	chr16	-	69385805	69385827	22
TERF2#chr16:69385820-69385838(-)	21	1	22	22	100.0%	chr16	-	69385816	69385838	22
TERF2#chr16:69385845-69385863(-)	21	1	22	22	100.0%	chr16	-	69385841	69385863	22
TERF2#chr16:69385911-69385929(-)	21	1	22	22	100.0%	chr16	-	69385907	69385929	22
TERF2#chr16:69385953-69385971(-)	21	1	22	22	100.0%	chr16	-	69385949	69385971	22
TET1#chr10:68560326-68560344(+)	21	1	22	22	100.0%	chr10	+	68560325	68560347	22
TET1#chr10:68560336-68560354(+)	21	1	22	22	100.0%	chr10	+	68560335	68560357	22
TET1#chr10:68560376-68560394(-)	21	1	22	22	100.0%	chr10	-	68560372	68560394	22
TET1#chr10:68560447-68560465(-)	21	1	22	22	100.0%	chr10	-	68560443	68560465	22
TET1#chr10:68560826-68560844(+)	21	1	22	22	100.0%	chr10	+	68560825	68560847	22
TET1#chr10:68560869-68560887(+)	21	1	22	22	100.0%	chr10	+	68560868	68560890	22
TET2#chr4:105146928-105146946(+)	21	1	22	22	100.0%	chr4	+	105146927	105146949	22
TET2#chr4:105146935-105146953(-)	21	1	22	22	100.0%	chr4	-	105146931	105146953	22
TET2#chr4:105146959-105146977(+)	21	1	22	22	100.0%	chr4	+	105146958	105146980	22
TET2#chr4:105147117-105147135(+)	21	1	22	22	100.0%	chr4	+	105147116	105147138	22
TET2#chr4:105147244-105147262(-)	21	1	22	22	100.0%	chr4	-	105147240	105147262	22
TET2#chr4:105147252-105147270(-)	21	1	22	22	100.0%	chr4	-	105147248	105147270	22
TET3#chr2:74046443-74046461(+)	21	1	22	22	100.0%	chr2	+	74046442	74046464	22
TET3#chr2:74046497-74046515(+)	21	1	22	22	100.0%	chr2	+	74046496	74046518	22
TET3#chr2:74046510-74046528(-)	21	1	22	22	100.0%	chr2	-	74046506	74046528	22
TET3#chr2:74046540-74046558(-)	21	1	22	22	100.0%	chr2	-	74046536	74046558	22
TET3#chr2:74046552-74046570(-)	21	1	22	22	100.0%	chr2	-	74046548	74046570	22
TET3#chr2:74046884-74046902(-)	19	1	19	22	100.0%	chr7	+	135167923	135167942	19
TET3#chr2:74046884-74046902(-)	21	1	22	22	100.0%	chr2	-	74046880	74046902	22
TFAM#chr10:58385428-58385446(+)	21	1	22	22	100.0%	chr10	+	58385427	58385449	22
TFAM#chr10:58385443-58385461(+)	21	1	22	22	100.0%	chr10	+	58385442	58385464	22
TFAM#chr10:58385449-58385467(-)	21	1	22	22	100.0%	chr10	-	58385445	58385467	22
TFAM#chr10:58385643-58385661(-)	21	1	22	22	100.0%	chr10	-	58385639	58385661	22
TFAM#chr10:58385861-58385879(-)	21	1	22	22	100.0%	chr10	-	58385857	58385879	22
TFAM#chr10:58385914-58385932(-)	21	1	22	22	100.0%	chr10	-	58385910	58385932	22
TFAP2A#chr6:10411951-10411969(-)	21	1	22	22	100.0%	chr6	-	10411947	10411969	22
TFAP2A#chr6:10412140-10412158(-)	21	1	22	22	100.0%	chr6	-	10412136	10412158	22
TFAP2A#chr6:10412152-10412170(+)	21	1	22	22	100.0%	chr6	+	10412151	10412173	22
TFAP2A#chr6:10412160-10412178(+)	21	1	22	22	100.0%	chr6	+	10412159	10412181	22
TFAP2A#chr6:10412243-10412261(+)	21	1	22	22	100.0%	chr6	+	10412242	10412264	22
TFAP2A#chr6:10412334-10412352(-)	21	1	22	22	100.0%	chr6	-	10412330	10412352	22
TFAP2A#chr6:10414597-10414615(+)	21	1	22	22	100.0%	chr6	+	10414596	10414618	22
TFAP2A#chr6:10415016-10415034(-)	21	1	22	22	100.0%	chr6	-	10415012	10415034	22
TFAP2A#chr6:10415033-10415051(-)	21	1	22	22	100.0%	chr6	-	10415029	10415051	22
TFAP2A#chr6:10415048-10415066(+)	21	1	22	22	100.0%	chr6	+	10415047	10415069	22
TFAP2A#chr6:10415058-10415076(+)	21	1	22	22	100.0%	chr6	+	10415057	10415079	22
TFAP2A#chr6:10415071-10415089(+)	21	1	22	22	100.0%	chr6	+	10415070	10415092	22
TFAP2B#chr6:50818872-50818890(-)	21	1	22	22	100.0%	chr6	-	50818868	50818890	22
TFAP2B#chr6:50818904-50818922(-)	21	1	22	22	100.0%	chr6	-	50818900	50818922	22
TFAP2B#chr6:50818907-50818925(-)	21	1	22	22	100.0%	chr6	-	50818903	50818925	22
TFAP2B#chr6:50818912-50818930(+)	21	1	22	22	100.0%	chr6	+	50818911	50818933	22
TFAP2B#chr6:50818912-50818930(+)	19	2	21	22	100.0%	chr3	-	182722904	182722924	20
TFAP2B#chr6:50818952-50818970(+)	21	1	22	22	100.0%	chr6	+	50818951	50818973	22
TFAP2B#chr6:50818987-50819005(-)	21	1	22	22	100.0%	chr6	-	50818983	50819005	22
TFAP2C#chr20:56629301-56629319(+)	21	1	22	22	100.0%	chr20	+	56629300	56629322	22
TFAP2C#chr20:56629327-56629345(+)	21	1	22	22	100.0%	chr20	+	56629326	56629348	22
TFAP2C#chr20:56629342-56629360(+)	21	1	22	22	100.0%	chr20	+	56629341	56629363	22
TFAP2C#chr20:56629345-56629363(+)	21	1	22	22	100.0%	chr20	+	56629344	56629366	22
TFAP2C#chr20:56629390-56629408(-)	21	1	22	22	100.0%	chr20	-	56629386	56629408	22
TFAP2C#chr20:56629730-56629748(-)	21	1	22	22	100.0%	chr20	-	56629726	56629748	22
TFAP2D#chr6:50713810-50713828(+)	21	1	22	22	100.0%	chr6	+	50713809	50713831	22
TFAP2D#chr6:50713810-50713828(+)	19	1	19	22	100.0%	chr11	-	59872851	59872870	19
TFAP2D#chr6:50713889-50713907(+)	21	1	22	22	100.0%	chr6	+	50713888	50713910	22
TFAP2D#chr6:50714069-50714087(-)	21	1	22	22	100.0%	chr6	-	50714065	50714087	22
TFAP2D#chr6:50714074-50714092(-)	21	1	22	22	100.0%	chr6	-	50714070	50714092	22
TFAP2D#chr6:50714185-50714203(-)	21	1	22	22	100.0%	chr6	-	50714181	50714203	22
TFAP2D#chr6:50714188-50714206(-)	21	1	22	22	100.0%	chr6	-	50714184	50714206	22
TFAP2E#chr1:35573297-35573315(+)	21	1	22	22	100.0%	chr1	+	35573296	35573318	22
TFAP2E#chr1:35573300-35573318(+)	21	1	22	22	100.0%	chr1	+	35573299	35573321	22
TFAP2E#chr1:35573376-35573394(-)	21	1	22	22	100.0%	chr1	-	35573372	35573394	22
TFAP2E#chr1:35573389-35573407(-)	21	1	22	22	100.0%	chr1	-	35573385	35573407	22
TFAP2E#chr1:35573434-35573452(-)	21	1	22	22	100.0%	chr1	-	35573430	35573452	22
TFAP2E#chr1:35573603-35573621(-)	21	1	22	22	100.0%	chr1	-	35573599	35573621	22
TFAP4#chr16:4272475-4272493(+)	21	1	22	22	100.0%	chr16	+	4272474	4272496	22
TFAP4#chr16:4272526-4272544(+)	21	1	22	22	100.0%	chr16	+	4272525	4272547	22
TFAP4#chr16:4272821-4272839(+)	21	1	22	22	100.0%	chr16	+	4272820	4272842	22
TFAP4#chr16:4272832-4272850(+)	21	1	22	22	100.0%	chr16	+	4272831	4272853	22
TFAP4#chr16:4272849-4272867(+)	21	1	22	22	100.0%	chr16	+	4272848	4272870	22
TFAP4#chr16:4272855-4272873(+)	21	1	22	22	100.0%	chr16	+	4272854	4272876	22
TFCP2#chr12:51172863-51172881(-)	21	1	22	22	100.0%	chr12	-	51172859	51172881	22
TFCP2#chr12:51172915-51172933(-)	21	1	22	22	100.0%	chr12	-	51172911	51172933	22
TFCP2#chr12:51173055-51173073(-)	21	1	22	22	100.0%	chr12	-	51173051	51173073	22
TFCP2#chr12:51173085-51173103(+)	21	1	22	22	100.0%	chr12	+	51173084	51173106	22
TFCP2#chr12:51173096-51173114(-)	21	1	22	22	100.0%	chr12	-	51173092	51173114	22
TFCP2#chr12:51173113-51173131(-)	21	1	22	22	100.0%	chr12	-	51173109	51173131	22
TFCP2L1#chr2:121284700-121284718(+)	21	1	22	22	100.0%	chr2	+	121284699	121284721	22
TFCP2L1#chr2:121284793-121284811(-)	21	1	22	22	100.0%	chr2	-	121284789	121284811	22
TFCP2L1#chr2:121284796-121284814(+)	21	1	22	22	100.0%	chr2	+	121284795	121284817	22
TFCP2L1#chr2:121285117-121285135(+)	21	1	22	22	100.0%	chr2	+	121285116	121285138	22
TFCP2L1#chr2:121285141-121285159(+)	21	1	22	22	100.0%	chr2	+	121285140	121285162	22
TFCP2L1#chr2:121285161-121285179(+)	21	1	22	22	100.0%	chr2	+	121285160	121285182	22
TFDP1#chr13:113584680-113584698(-)	21	1	22	22	100.0%	chr13	-	113584676	113584698	22
TFDP1#chr13:113584683-113584701(-)	21	1	22	22	100.0%	chr13	-	113584679	113584701	22
TFDP1#chr13:113584704-113584722(+)	21	1	22	22	100.0%	chr13	+	113584703	113584725	22
TFDP1#chr13:113584729-113584747(-)	21	1	22	22	100.0%	chr13	-	113584725	113584747	22
TFDP1#chr13:113584743-113584761(+)	21	1	22	22	100.0%	chr13	+	113584742	113584764	22
TFDP1#chr13:113584743-113584761(+)	20	1	21	22	100.0%	chr1	+	209231497	209231518	21
TFDP1#chr13:113585114-113585132(-)	21	1	22	22	100.0%	chr13	-	113585110	113585132	22
TFDP2#chr3:142028416-142028434(-)	21	1	22	22	100.0%	chr3	-	142028412	142028434	22
TFDP2#chr3:142028549-142028567(-)	21	1	22	22	100.0%	chr3	-	142028545	142028567	22
TFDP2#chr3:142028561-142028579(+)	21	1	22	22	100.0%	chr3	+	142028560	142028582	22
TFDP2#chr3:142028561-142028579(+)	21	1	22	22	100.0%	chr2	-	5950250	5950273	23
TFDP2#chr3:142028568-142028586(+)	21	1	22	22	100.0%	chr3	+	142028567	142028589	22
TFDP2#chr3:142028581-142028599(-)	21	1	22	22	100.0%	chr3	-	142028577	142028599	22
TFDP2#chr3:142028627-142028645(+)	21	1	22	22	100.0%	chr3	+	142028626	142028648	22
TFDP2#chr3:142028627-142028645(+)	19	1	19	22	100.0%	chr2	+	226026205	226026224	19
TFDP2#chr3:142149260-142149278(-)	21	1	22	22	100.0%	chr3	-	142149256	142149278	22
TFDP2#chr3:142149385-142149403(+)	21	1	22	22	100.0%	chr3	+	142149384	142149406	22
TFDP2#chr3:142149391-142149409(+)	21	1	22	22	100.0%	chr3	+	142149390	142149412	22
TFDP2#chr3:142149448-142149466(-)	21	1	22	22	100.0%	chr3	-	142149444	142149466	22
TFDP2#chr3:142149454-142149472(-)	21	1	22	22	100.0%	chr3	-	142149450	142149472	22
TFDP2#chr3:142149466-142149484(-)	21	1	22	22	100.0%	chr3	-	142149462	142149484	22
TFDP3#chrX:133218167-133218185(+)	21	1	22	22	100.0%	chrX	+	133218166	133218188	22
TFDP3#chrX:133218307-133218325(+)	21	1	22	22	100.0%	chrX	+	133218306	133218328	22
TFDP3#chrX:133218307-133218325(+)	19	1	19	22	100.0%	chr9	-	82745257	82745276	19
TFDP3#chrX:133218319-133218337(+)	21	1	22	22	100.0%	chrX	+	133218318	133218340	22
TFDP3#chrX:133218327-133218345(-)	21	1	22	22	100.0%	chrX	-	133218323	133218345	22
TFDP3#chrX:133218332-133218350(-)	21	1	22	22	100.0%	chrX	-	133218328	133218350	22
TFDP3#chrX:133218347-133218365(-)	21	1	22	22	100.0%	chrX	-	133218343	133218365	22
TFEB#chr6:41733540-41733558(-)	21	1	22	22	100.0%	chr6	-	41733536	41733558	22
TFEB#chr6:41733613-41733631(+)	21	1	22	22	100.0%	chr6	+	41733612	41733634	22
TFEB#chr6:41733764-41733782(-)	21	1	22	22	100.0%	chr6	-	41733760	41733782	22
TFEB#chr6:41733794-41733812(+)	21	1	22	22	100.0%	chr6	+	41733793	41733815	22
TFEB#chr6:41733808-41733826(-)	21	1	22	22	100.0%	chr6	-	41733804	41733826	22
TFEB#chr6:41733821-41733839(-)	21	1	22	22	100.0%	chr6	-	41733817	41733839	22
TFEB#chr6:41735253-41735271(-)	21	1	22	22	100.0%	chr6	-	41735249	41735271	22
TFEB#chr6:41735257-41735275(-)	21	1	22	22	100.0%	chr6	-	41735253	41735275	22
TFEB#chr6:41735311-41735329(-)	21	1	22	22	100.0%	chr6	-	41735307	41735329	22
TFEB#chr6:41735337-41735355(-)	21	1	22	22	100.0%	chr6	-	41735333	41735355	22
TFEB#chr6:41735560-41735578(-)	21	1	22	22	100.0%	chr6	-	41735556	41735578	22
TFEB#chr6:41735589-41735607(-)	21	1	22	22	100.0%	chr6	-	41735585	41735607	22
TFEC#chr7:116030682-116030700(-)	19	1	19	22	100.0%	chrX	+	43632231	43632250	19
TFEC#chr7:116030682-116030700(-)	21	1	22	22	100.0%	chr7	-	116030678	116030700	22
TFEC#chr7:116030701-116030719(-)	21	1	22	22	100.0%	chr7	-	116030697	116030719	22
TFEC#chr7:116030705-116030723(+)	21	1	22	22	100.0%	chr7	+	116030704	116030726	22
TFEC#chr7:116030721-116030739(-)	21	1	22	22	100.0%	chr7	-	116030717	116030739	22
TFEC#chr7:116030734-116030752(-)	21	1	22	22	100.0%	chr7	-	116030730	116030752	22
TFEC#chr7:116030752-116030770(-)	21	1	22	22	100.0%	chr7	-	116030748	116030770	22
TGFB1I1#chr16:31472156-31472174(-)	21	1	22	22	100.0%	chr16	-	31472152	31472174	22
TGFB1I1#chr16:31472181-31472199(+)	21	1	22	22	100.0%	chr16	+	31472180	31472202	22
TGFB1I1#chr16:31472190-31472208(-)	21	1	22	22	100.0%	chr16	-	31472186	31472208	22
TGFB1I1#chr16:31472200-31472218(-)	21	1	22	22	100.0%	chr16	-	31472196	31472218	22
TGFB1I1#chr16:31472515-31472533(+)	21	1	22	22	100.0%	chr16	+	31472514	31472536	22
TGFB1I1#chr16:31472530-31472548(+)	21	1	22	22	100.0%	chr16	+	31472529	31472551	22
TGIF1#chr18:3449733-3449751(+)	21	1	22	22	100.0%	chr18	+	3449732	3449754	22
TGIF1#chr18:3450188-3450206(+)	21	1	22	22	100.0%	chr18	+	3450187	3450209	22
TGIF1#chr18:3450206-3450224(+)	21	1	22	22	100.0%	chr18	+	3450205	3450227	22
TGIF1#chr18:3450211-3450229(+)	21	1	22	22	100.0%	chr18	+	3450210	3450232	22
TGIF1#chr18:3450603-3450621(-)	21	1	22	22	100.0%	chr18	-	3450599	3450621	22
TGIF2#chr20:36573621-36573639(-)	21	1	22	22	100.0%	chr20	-	36573617	36573639	22
TGIF2#chr20:36573623-36573641(+)	21	1	22	22	100.0%	chr20	+	36573622	36573644	22
TGIF2#chr20:36573627-36573645(+)	21	1	22	22	100.0%	chr20	+	36573626	36573648	22
TGIF2#chr20:36573636-36573654(-)	21	1	22	22	100.0%	chr20	-	36573632	36573654	22
TGIF2#chr20:36573639-36573657(+)	21	1	22	22	100.0%	chr20	+	36573638	36573660	22
TGIF2#chr20:36575034-36575052(+)	21	1	22	22	100.0%	chr20	+	36575033	36575055	22
TGIF2LX#chrX:89922068-89922086(+)	20	1	22	22	95.2%	chrY	+	3579226	3579248	22
TGIF2LX#chrX:89922068-89922086(+)	21	1	22	22	100.0%	chrX	+	89922067	89922089	22
TGIF2LX#chrX:89922078-89922096(-)	21	1	22	22	100.0%	chrX	-	89922074	89922096	22
TGIF2LX#chrX:89922084-89922102(+)	21	1	22	22	100.0%	chrX	+	89922083	89922105	22
TGIF2LX#chrX:89922096-89922114(-)	21	1	22	22	100.0%	chrX	-	89922092	89922114	22
TGIF2LY#chrY:3579227-3579245(+)	21	1	22	22	100.0%	chrY	+	3579226	3579248	22
TGIF2LY#chrY:3579227-3579245(+)	20	1	22	22	95.2%	chrX	+	89922067	89922089	22
TGIF2LY#chrY:3579237-3579255(-)	21	1	22	22	100.0%	chrY	-	3579233	3579255	22
TGIF2LY#chrY:3579243-3579261(+)	21	1	22	22	100.0%	chrY	+	3579242	3579264	22
TGIF2LY#chrY:3579243-3579261(+)	19	2	21	22	100.0%	chr20	-	46464975	46464995	20
TGIF2LY#chrY:3579255-3579273(-)	21	1	22	22	100.0%	chrY	-	3579251	3579273	22
THAP1#chr8:42842856-42842874(+)	21	1	22	22	100.0%	chr8	+	42842855	42842877	22
THAP1#chr8:42842882-42842900(+)	21	1	22	22	100.0%	chr8	+	42842881	42842903	22
THAP1#chr8:42843072-42843090(-)	21	1	22	22	100.0%	chr8	-	42843068	42843090	22
THAP1#chr8:42843102-42843120(-)	20	1	21	22	100.0%	chr10	+	85448983	85449004	21
THAP1#chr8:42843102-42843120(-)	21	1	22	22	100.0%	chr8	-	42843098	42843120	22
THAP1#chr8:42843121-42843139(+)	21	1	22	22	100.0%	chr8	+	42843120	42843142	22
THAP1#chr8:42843331-42843349(-)	21	1	22	22	100.0%	chr8	-	42843327	42843349	22
THAP10#chr15:70892321-70892339(-)	21	1	22	22	100.0%	chr15	-	70892317	70892339	22
THAP10#chr15:70892365-70892383(+)	21	1	22	22	100.0%	chr15	+	70892364	70892386	22
THAP10#chr15:70892370-70892388(-)	21	1	22	22	100.0%	chr15	-	70892366	70892388	22
THAP10#chr15:70892375-70892393(-)	21	1	22	22	100.0%	chr15	-	70892371	70892393	22
THAP10#chr15:70892406-70892424(-)	21	1	22	22	100.0%	chr15	-	70892402	70892424	22
THAP10#chr15:70892431-70892449(+)	21	1	22	22	100.0%	chr15	+	70892430	70892452	22
THAP10#chr15:70892431-70892449(+)	19	1	19	22	100.0%	chr11	+	1853297	1853316	19
THAP11#chr16:67842300-67842318(+)	21	1	22	22	100.0%	chr16	+	67842299	67842321	22
THAP11#chr16:67842327-67842345(-)	21	1	22	22	100.0%	chr16	-	67842323	67842345	22
THAP11#chr16:67842333-67842351(-)	21	1	22	22	100.0%	chr16	-	67842329	67842351	22
THAP11#chr16:67842753-67842771(+)	21	1	22	22	100.0%	chr16	+	67842752	67842774	22
THAP11#chr16:67843033-67843051(-)	21	1	22	22	100.0%	chr16	-	67843029	67843051	22
THAP11#chr16:67843042-67843060(-)	21	1	22	22	100.0%	chr16	-	67843038	67843060	22
THAP2#chr12:71663070-71663088(+)	21	1	22	22	100.0%	chr12	+	71663069	71663091	22
THAP2#chr12:71663084-71663102(-)	21	1	22	22	100.0%	chr12	-	71663080	71663102	22
THAP2#chr12:71663101-71663119(-)	21	1	22	22	100.0%	chr12	-	71663097	71663119	22
THAP2#chr12:71663134-71663152(-)	21	1	22	22	100.0%	chr12	-	71663130	71663152	22
THAP2#chr12:71663421-71663439(+)	21	1	22	22	100.0%	chr12	+	71663420	71663442	22
THAP2#chr12:71663452-71663470(-)	21	1	22	22	100.0%	chr12	-	71663448	71663470	22
THAP2#chr12:71664371-71664389(-)	21	1	22	22	100.0%	chr12	-	71664367	71664389	22
THAP2#chr12:71664379-71664397(-)	21	1	22	22	100.0%	chr12	-	71664375	71664397	22
THAP2#chr12:71664392-71664410(+)	21	1	22	22	100.0%	chr12	+	71664391	71664413	22
THAP2#chr12:71664425-71664443(-)	21	1	22	22	100.0%	chr12	-	71664421	71664443	22
THAP2#chr12:71664470-71664488(-)	21	1	22	22	100.0%	chr12	-	71664466	71664488	22
THAP2#chr12:71664578-71664596(-)	19	1	19	22	100.0%	chr22	+	25659574	25659593	19
THAP2#chr12:71664578-71664596(-)	21	1	22	22	100.0%	chr12	-	71664574	71664596	22
THAP3#chr1:6624884-6624902(-)	21	1	22	22	100.0%	chr1	-	6624880	6624902	22
THAP3#chr1:6625178-6625196(+)	21	1	22	22	100.0%	chr1	+	6625177	6625199	22
THAP3#chr1:6625178-6625196(+)	19	1	19	22	100.0%	chr1	-	161159514	161159533	19
THAP3#chr1:6625187-6625205(-)	21	1	22	22	100.0%	chr1	-	6625183	6625205	22
THAP3#chr1:6625206-6625224(-)	21	1	22	22	100.0%	chr1	-	6625202	6625224	22
THAP3#chr1:6625290-6625308(-)	21	1	22	22	100.0%	chr1	-	6625286	6625308	22
THAP3#chr1:6625588-6625606(-)	21	1	22	22	100.0%	chr1	-	6625584	6625606	22
THAP4#chr2:241636760-241636778(+)	21	1	22	22	100.0%	chr2	+	241636759	241636781	22
THAP4#chr2:241636935-241636953(+)	21	1	22	22	100.0%	chr2	+	241636934	241636956	22
THAP4#chr2:241636982-241637000(-)	21	1	22	22	100.0%	chr2	-	241636978	241637000	22
THAP4#chr2:241637097-241637115(+)	21	1	22	22	100.0%	chr2	+	241637096	241637118	22
THAP4#chr2:241637104-241637122(+)	21	1	22	22	100.0%	chr2	+	241637103	241637125	22
THAP4#chr2:241637142-241637160(+)	21	1	22	22	100.0%	chr2	+	241637141	241637163	22
THAP5#chr7:108569393-108569411(+)	21	1	22	22	100.0%	chr7	+	108569392	108569414	22
THAP5#chr7:108569627-108569645(-)	21	1	22	22	100.0%	chr7	-	108569623	108569645	22
THAP5#chr7:108569631-108569649(+)	21	1	22	22	100.0%	chr7	+	108569630	108569652	22
THAP5#chr7:108569643-108569661(-)	21	1	22	22	100.0%	chr7	-	108569639	108569661	22
THAP5#chr7:108569699-108569717(-)	21	1	22	22	100.0%	chr7	-	108569695	108569717	22
THAP6#chr4:75514441-75514459(+)	21	1	22	22	100.0%	chr4	+	75514440	75514462	22
THAP6#chr4:75514487-75514505(-)	21	1	22	22	100.0%	chr4	-	75514483	75514505	22
THAP6#chr4:75514514-75514532(+)	21	1	22	22	100.0%	chr4	+	75514513	75514535	22
THAP6#chr4:75514665-75514683(-)	21	1	22	22	100.0%	chr4	-	75514661	75514683	22
THAP6#chr4:75514688-75514706(-)	21	1	22	22	100.0%	chr4	-	75514684	75514706	22
THAP6#chr4:75514692-75514710(-)	21	1	22	22	100.0%	chr4	-	75514688	75514710	22
THAP7#chr22:21001546-21001564(+)	21	1	22	22	100.0%	chr22	+	21001545	21001567	22
THAP7#chr22:21001716-21001734(-)	21	1	22	22	100.0%	chr22	-	21001712	21001734	22
THAP7#chr22:21001759-21001777(-)	21	1	22	22	100.0%	chr22	-	21001755	21001777	22
THAP7#chr22:21001902-21001920(+)	21	1	22	22	100.0%	chr22	+	21001901	21001923	22
THAP7#chr22:21002096-21002114(-)	21	1	22	22	100.0%	chr22	-	21002092	21002114	22
THAP7#chr22:21002107-21002125(-)	21	1	22	22	100.0%	chr22	-	21002103	21002125	22
THAP8#chr19:36054165-36054183(+)	21	1	22	22	100.0%	chr19	+	36054164	36054186	22
THAP8#chr19:36054193-36054211(+)	21	1	22	22	100.0%	chr19	+	36054192	36054214	22
THAP8#chr19:36054231-36054249(-)	21	1	22	22	100.0%	chr19	-	36054227	36054249	22
THAP8#chr19:36054234-36054252(-)	21	1	22	22	100.0%	chr19	-	36054230	36054252	22
THAP8#chr19:36054247-36054265(-)	21	1	22	22	100.0%	chr19	-	36054243	36054265	22
THAP8#chr19:36054376-36054394(-)	21	1	22	22	100.0%	chr19	-	36054372	36054394	22
THAP9#chr4:82900711-82900729(+)	21	1	22	22	100.0%	chr4	+	82900710	82900732	22
THAP9#chr4:82900715-82900733(+)	21	1	22	22	100.0%	chr4	+	82900714	82900736	22
THAP9#chr4:82900721-82900739(-)	21	1	22	22	100.0%	chr4	-	82900717	82900739	22
THAP9#chr4:82900759-82900777(+)	21	1	22	22	100.0%	chr4	+	82900758	82900780	22
THAP9#chr4:82900763-82900781(+)	21	1	22	22	100.0%	chr4	+	82900762	82900784	22
THAP9#chr4:82901085-82901103(-)	21	1	22	22	100.0%	chr4	-	82901081	82901103	22
THRA#chr17:40062971-40062989(+)	21	1	22	22	100.0%	chr17	+	40062970	40062992	22
THRA#chr17:40063009-40063027(-)	21	1	22	22	100.0%	chr17	-	40063005	40063027	22
THRA#chr17:40063018-40063036(-)	21	1	22	22	100.0%	chr17	-	40063014	40063036	22
THRA#chr17:40063080-40063098(+)	21	1	22	22	100.0%	chr17	+	40063079	40063101	22
THRA#chr17:40063226-40063244(-)	21	1	22	22	100.0%	chr17	-	40063222	40063244	22
THRA#chr17:40063238-40063256(-)	21	1	22	22	100.0%	chr17	-	40063234	40063256	22
THRB#chr3:24494427-24494445(+)	21	1	22	22	100.0%	chr3	+	24494426	24494448	22
THRB#chr3:24494574-24494592(-)	21	1	22	22	100.0%	chr3	-	24494570	24494592	22
THRB#chr3:24494721-24494739(+)	21	1	22	22	100.0%	chr3	+	24494720	24494742	22
THRB#chr3:24494753-24494771(-)	21	1	22	22	100.0%	chr3	-	24494749	24494771	22
THRB#chr3:24494838-24494856(-)	21	1	22	22	100.0%	chr3	-	24494834	24494856	22
THRB#chr3:24494841-24494859(-)	21	1	22	22	100.0%	chr3	-	24494837	24494859	22
