,pval_outlier
PARP1#chr1:226408005-226408023(+),0.8209
PARP1#chr1:226408047-226408065(-),1.0
PARP1#chr1:226408074-226408092(-),0.0176
PATZ1#chr22:31343112-31343130(-),0.9984
PATZ1#chr22:31343234-31343252(+),0.0
PATZ1#chr22:31343237-31343255(+),0.9926
PATZ1#chr22:31343240-31343258(+),0.9999
PATZ1#chr22:31343297-31343315(-),1.0
PATZ1#chr22:31343302-31343320(-),0.1995
PATZ1#chr22:31345964-31345982(+),1.0
PATZ1#chr22:31346083-31346101(-),1.0
PATZ1#chr22:31346117-31346135(+),1.0
PATZ1#chr22:31346264-31346282(-),1.0
PATZ1#chr22:31346313-31346331(+),1.0
PATZ1#chr22:31346321-31346339(-),1.0
PAWR#chr12:79690271-79690289(+),0.9531
PAWR#chr12:79690444-79690462(+),0.8209
PAWR#chr12:79690475-79690493(-),0.9999
PAWR#chr12:79690496-79690514(-),0.2771
PAWR#chr12:79690521-79690539(-),0.2771
PAWR#chr12:79690660-79690678(+),1.0
PAX1#chr20:21705708-21705726(+),1.0
PAX1#chr20:21705714-21705732(+),1.0
PAX1#chr20:21705739-21705757(+),1.0
PAX1#chr20:21705883-21705901(-),1.0
PAX1#chr20:21706083-21706101(+),1.0
PAX1#chr20:21706128-21706146(-),1.0
PAX2#chr10:100745594-100745612(-),0.9731
PAX2#chr10:100745602-100745620(+),0.0176
PAX2#chr10:100745610-100745628(-),0.9984
PAX2#chr10:100745793-100745811(+),0.5649
PAX2#chr10:100746019-100746037(+),0.9997
PAX2#chr10:100746074-100746092(+),0.0176
PAX3#chr2:222298570-222298588(+),1.0
PAX3#chr2:222298648-222298666(+),1.0
PAX3#chr2:222298737-222298755(+),1.0
PAX3#chr2:222298891-222298909(+),1.0
PAX3#chr2:222298918-222298936(+),1.0
PAX3#chr2:222298979-222298997(-),1.0
PAX4#chr7:127615452-127615470(-),1.0
PAX4#chr7:127615506-127615524(-),0.8792
PAX4#chr7:127615630-127615648(-),0.9964
PAX4#chr7:127615633-127615651(-),0.9964
PAX4#chr7:127615648-127615666(-),0.367
PAX4#chr7:127615671-127615689(-),0.5649
PAX5#chr9:37033984-37034002(-),1.0
PAX5#chr9:37034365-37034383(+),1.0
PAX5#chr9:37034369-37034387(+),1.0
PAX5#chr9:37034422-37034440(-),1.0
PAX5#chr9:37034436-37034454(+),1.0
PAX5#chr9:37034446-37034464(-),1.0
PAX6#chr11:31810704-31810722(-),1.0
PAX6#chr11:31810707-31810725(+),1.0
PAX6#chr11:31810830-31810848(-),1.0
PAX6#chr11:31811066-31811084(+),1.0
PAX6#chr11:31811071-31811089(+),1.0
PAX6#chr11:31811302-31811320(-),1.0
PAX7#chr1:18630918-18630936(-),1.0
PAX7#chr1:18630926-18630944(-),1.0
PAX7#chr1:18630935-18630953(-),1.0
PAX7#chr1:18630939-18630957(+),1.0
PAX7#chr1:18631120-18631138(-),1.0
PAX7#chr1:18631249-18631267(-),1.0
PAX9#chr14:36657577-36657595(+),0.9999
PAX9#chr14:36657602-36657620(+),0.0889
PAX9#chr14:36657623-36657641(+),0.9993
PAX9#chr14:36657639-36657657(-),0.661
PAX9#chr14:36657650-36657668(-),0.0004
PAX9#chr14:36657836-36657854(-),1.0
PAX9#chr14:36661870-36661888(-),1.0
PAX9#chr14:36661897-36661915(+),1.0
PAX9#chr14:36662072-36662090(+),1.0
PAX9#chr14:36662111-36662129(+),1.0
PAX9#chr14:36662114-36662132(+),1.0
PAX9#chr14:36662280-36662298(+),1.0
PAXBP1#chr21:32771283-32771301(+),1.0
PAXBP1#chr21:32771371-32771389(-),1.0
PAXBP1#chr21:32771560-32771578(+),0.0889
PAXBP1#chr21:32771651-32771669(-),0.0889
PAXBP1#chr21:32771655-32771673(+),0.0889
PAXBP1#chr21:32771757-32771775(-),1.0
PBRM1#chr3:52685525-52685543(-),0.9227
PBRM1#chr3:52685565-52685583(+),0.9997
PBRM1#chr3:52685850-52685868(-),0.9999
PBRM1#chr3:52685856-52685874(-),0.0889
PBRM1#chr3:52685886-52685904(-),0.2771
PBRM1#chr3:52685892-52685910(-),0.0176
PBX1#chr1:164559214-164559232(+),1.0
PBX1#chr1:164559248-164559266(-),1.0
PBX1#chr1:164559263-164559281(-),1.0
PBX1#chr1:164559303-164559321(-),1.0
PBX1#chr1:164559306-164559324(-),1.0
PBX1#chr1:164559435-164559453(-),1.0
PBX2#chr6:32189804-32189822(+),1.0
PBX2#chr6:32189815-32189833(-),1.0
PBX2#chr6:32189981-32189999(-),1.0
PBX2#chr6:32189985-32190003(-),1.0
PBX2#chr6:32190150-32190168(+),1.0
PBX2#chr6:32190164-32190182(-),1.0
PBX3#chr9:125747450-125747468(+),0.8792
PBX3#chr9:125747466-125747484(+),0.8209
PBX3#chr9:125747472-125747490(+),1.0
PBX3#chr9:125747481-125747499(+),0.9731
PBX3#chr9:125747491-125747509(-),0.7476
PBX3#chr9:125747503-125747521(+),0.0319
PBX4#chr19:19618419-19618437(-),1.0
PBX4#chr19:19618461-19618479(-),1.0
PBX4#chr19:19618473-19618491(-),1.0
PBX4#chr19:19618666-19618684(-),1.0
PBX4#chr19:19618674-19618692(-),1.0
PBX4#chr19:19618701-19618719(-),1.0
PCGF2#chr17:38748035-38748053(+),1.0
PCGF2#chr17:38748087-38748105(+),1.0
PCGF2#chr17:38748269-38748287(+),1.0
PCGF2#chr17:38748276-38748294(-),1.0
PCGF2#chr17:38748293-38748311(+),1.0
PCGF2#chr17:38748302-38748320(+),1.0
PCGF2#chr17:38749713-38749731(+),1.0
PCGF2#chr17:38749731-38749749(-),1.0
PCGF2#chr17:38749745-38749763(+),1.0
PCGF2#chr17:38749750-38749768(-),1.0
PCGF2#chr17:38749765-38749783(-),1.0
PCGF2#chr17:38749787-38749805(-),1.0
PCGF6#chr10:103350606-103350624(+),0.9227
PCGF6#chr10:103351014-103351032(-),0.9997
PCGF6#chr10:103351060-103351078(-),0.1366
PCGF6#chr10:103351064-103351082(+),0.4649
PCGF6#chr10:103351069-103351087(+),1.0
PCGF6#chr10:103351127-103351145(-),0.9926
PDX1#chr13:27919991-27920009(+),0.0548
PDX1#chr13:27920015-27920033(+),0.4649
PDX1#chr13:27920042-27920060(-),0.1995
PDX1#chr13:27920057-27920075(-),0.9997
PDX1#chr13:27920125-27920143(+),1.0
PDX1#chr13:27920236-27920254(-),0.4649
PEG3#chr19:56840478-56840496(-),1.0
PEG3#chr19:56840617-56840635(+),0.5
PEG3#chr19:56840621-56840639(-),1.0
PFDN5#chr12:53295544-53295562(-),0.9731
PFDN5#chr12:53295550-53295568(+),0.9926
PFDN5#chr12:53295565-53295583(-),0.7476
PFDN5#chr12:53295571-53295589(+),0.8209
PFDN5#chr12:53295799-53295817(-),0.0889
PFDN5#chr12:53295928-53295946(+),0.0091
PGBD1#chr6:28281608-28281626(+),0.9999
PGBD1#chr6:28281612-28281630(-),0.661
PGBD1#chr6:28281644-28281662(+),0.367
PGBD1#chr6:28281658-28281676(-),0.9227
PGBD1#chr6:28281688-28281706(-),0.5649
PGBD1#chr6:28281773-28281791(-),0.9964
PGR#chr11:101128901-101128919(+),0.4649
PGR#chr11:101128955-101128973(+),1.0
PGR#chr11:101128991-101129009(+),0.7476
PGR#chr11:101129194-101129212(-),0.0889
PGR#chr11:101129792-101129810(-),0.9984
PGR#chr11:101129794-101129812(+),1.0
PHB2#chr12:6970304-6970322(+),1.0
PHB2#chr12:6970617-6970635(+),1.0
PHB2#chr12:6970629-6970647(-),1.0
PHB2#chr12:6970633-6970651(+),1.0
PHB2#chr12:6970637-6970655(+),1.0
PHB2#chr12:6970649-6970667(+),1.0
PHF1#chr6:33410814-33410832(-),0.9854
PHF1#chr6:33411035-33411053(-),0.0004
PHF1#chr6:33411060-33411078(+),1.0
PHF1#chr6:33411070-33411088(-),0.0176
PHF1#chr6:33411164-33411182(-),0.9926
PHF1#chr6:33411206-33411224(+),0.9731
PHF19#chr9:120877109-120877127(-),1.0
PHF19#chr9:120877117-120877135(-),1.0
PHF19#chr9:120877124-120877142(+),1.0
PHF19#chr9:120877127-120877145(+),1.0
PHF19#chr9:120877130-120877148(+),1.0
PHF19#chr9:120877181-120877199(-),1.0
PHF2#chr9:93576789-93576807(-),1.0
PHF2#chr9:93576806-93576824(-),1.0
PHF2#chr9:93576812-93576830(-),1.0
PHF2#chr9:93576839-93576857(+),1.0
PHF2#chr9:93576994-93577012(-),1.0
PHF2#chr9:93577011-93577029(-),1.0
PHF20#chr20:35772051-35772069(+),1.0
PHF20#chr20:35772070-35772088(+),1.0
PHF20#chr20:35772177-35772195(-),1.0
PHF20#chr20:35772218-35772236(+),1.0
PHF20#chr20:35772298-35772316(+),1.0
PHF20#chr20:35772397-35772415(+),1.0
PHF21A#chr11:46120798-46120816(+),0.9984
PHF21A#chr11:46120944-46120962(+),0.4649
PHF21A#chr11:46121424-46121442(-),0.9531
PHF21A#chr11:46121428-46121446(-),0.9531
PHF21A#chr11:46121429-46121447(-),1.0
PHF21A#chr11:46121474-46121492(-),0.4649
PHOX2A#chr11:72243925-72243943(+),1.0
PHOX2A#chr11:72244087-72244105(+),1.0
PHOX2A#chr11:72244125-72244143(-),1.0
PHOX2A#chr11:72244141-72244159(-),1.0
PHOX2A#chr11:72244152-72244170(-),1.0
PHOX2A#chr11:72244162-72244180(-),1.0
PHOX2B#chr4:41748316-41748334(+),0.661
PHOX2B#chr4:41748400-41748418(-),0.4649
PHOX2B#chr4:41748419-41748437(+),0.9854
PHOX2B#chr4:41748444-41748462(+),0.9997
PHOX2B#chr4:41748552-41748570(+),0.367
PHOX2B#chr4:41748729-41748747(-),0.9926
PHTF1#chr1:113758992-113759010(-),0.7476
PHTF1#chr1:113759206-113759224(+),1.0
PHTF1#chr1:113759465-113759483(-),0.2771
PHTF1#chr1:113759474-113759492(+),0.9993
PHTF1#chr1:113759484-113759502(-),0.8209
PHTF1#chr1:113759506-113759524(-),0.9731
PIAS3#chr1:145858990-145859008(-),1.0
PIAS3#chr1:145859594-145859612(+),1.0
PIAS3#chr1:145859606-145859624(+),1.0
PIAS3#chr1:145859703-145859721(+),1.0
PIAS3#chr1:145859755-145859773(+),1.0
PIAS3#chr1:145859773-145859791(+),1.0
PIAS4#chr19:4007737-4007755(-),1.0
PIAS4#chr19:4007743-4007761(+),0.8792
PIAS4#chr19:4007988-4008006(-),0.9227
PIAS4#chr19:4008098-4008116(-),0.0548
PIAS4#chr19:4008101-4008119(-),0.9227
PIAS4#chr19:4008224-4008242(-),0.9531
PIN1#chr19:9835357-9835375(+),1.0
PIN1#chr19:9835369-9835387(-),1.0
PIN1#chr19:9835498-9835516(-),1.0
PIN1#chr19:9835513-9835531(+),1.0
PIN1#chr19:9835542-9835560(+),1.0
PIN1#chr19:9835554-9835572(-),1.0
PITX1#chr5:135034178-135034196(+),1.0
PITX1#chr5:135034184-135034202(+),0.9984
PITX1#chr5:135034188-135034206(+),0.367
PITX1#chr5:135034194-135034212(+),0.9731
PITX1#chr5:135034205-135034223(-),0.4649
PITX1#chr5:135034251-135034269(-),0.9854
PITX2#chr4:110622979-110622997(+),1.0
PITX2#chr4:110622991-110623009(+),1.0
PITX2#chr4:110622998-110623016(+),1.0
PITX2#chr4:110623048-110623066(-),1.0
PITX2#chr4:110623052-110623070(+),1.0
PITX2#chr4:110623065-110623083(-),1.0
PITX2#chr4:110636773-110636791(-),1.0
PITX2#chr4:110636905-110636923(+),1.0
PITX2#chr4:110636915-110636933(+),1.0
PITX2#chr4:110636925-110636943(+),1.0
PITX2#chr4:110636950-110636968(-),1.0
PITX2#chr4:110636994-110637012(-),1.0
PITX3#chr10:102241370-102241388(+),0.9984
PITX3#chr10:102241411-102241429(+),0.1995
PITX3#chr10:102241458-102241476(-),0.8792
PITX3#chr10:102241464-102241482(+),0.9731
PITX3#chr10:102241468-102241486(+),0.8209
PITX3#chr10:102241504-102241522(-),0.9926
PKNOX1#chr21:42974570-42974588(+),0.9993
PKNOX1#chr21:42974574-42974592(+),0.9531
PKNOX1#chr21:42974621-42974639(-),0.8792
PKNOX1#chr21:42974663-42974681(-),0.1995
PKNOX1#chr21:42974719-42974737(-),0.9984
PKNOX1#chr21:42974797-42974815(-),0.0889
PKNOX2#chr11:125164701-125164719(-),0.9854
PKNOX2#chr11:125164728-125164746(+),0.9531
PKNOX2#chr11:125164756-125164774(+),0.9531
PKNOX2#chr11:125164905-125164923(+),1.0
PKNOX2#chr11:125164992-125165010(+),0.8792
PKNOX2#chr11:125165014-125165032(+),0.0091
PLAG1#chr8:56210845-56210863(-),1.0
PLAG1#chr8:56211036-56211054(-),1.0
PLAG1#chr8:56211066-56211084(-),1.0
PLAG1#chr8:56211261-56211279(-),1.0
PLAG1#chr8:56211281-56211299(-),1.0
PLAG1#chr8:56211290-56211308(-),1.0
PLAGL1#chr6:144008147-144008165(+),1.0
PLAGL1#chr6:144008228-144008246(-),0.661
PLAGL1#chr6:144008232-144008250(-),1.0
PLAGL1#chr6:144008239-144008257(+),0.9926
PLAGL1#chr6:144008247-144008265(-),0.1995
PLAGL1#chr6:144008251-144008269(-),0.1995
PLAGL1#chr6:144064515-144064533(-),0.1995
PLAGL1#chr6:144064522-144064540(-),0.7476
PLAGL1#chr6:144064541-144064559(-),0.661
PLAGL1#chr6:144064558-144064576(-),1.0
PLAGL1#chr6:144064564-144064582(+),0.9854
PLAGL1#chr6:144064567-144064585(+),0.5649
PLAGL2#chr20:32207339-32207357(+),1.0
PLAGL2#chr20:32207512-32207530(+),1.0
PLAGL2#chr20:32207692-32207710(+),1.0
PLAGL2#chr20:32207697-32207715(-),1.0
PLAGL2#chr20:32207707-32207725(-),1.0
PLAGL2#chr20:32207714-32207732(+),1.0
PLEK#chr2:68365269-68365287(+),1.0
PLEK#chr2:68365318-68365336(-),1.0
PLEK#chr2:68365345-68365363(+),1.0
PLEK#chr2:68365356-68365374(+),1.0
PLEK#chr2:68365461-68365479(+),1.0
PLEK#chr2:68365523-68365541(+),1.0
PLEKHA5#chr12:19129746-19129764(-),1.0
PLEKHA5#chr12:19129782-19129800(+),1.0
PLEKHA5#chr12:19129785-19129803(+),1.0
PLEKHA5#chr12:19129849-19129867(+),1.0
PLEKHA5#chr12:19129903-19129921(+),1.0
PLEKHA5#chr12:19129969-19129987(-),1.0
PLSCR1#chr3:146544361-146544379(-),0.9227
PLSCR1#chr3:146544479-146544497(-),0.9984
PLSCR1#chr3:146544499-146544517(+),0.1995
PLSCR1#chr3:146544538-146544556(-),0.0319
PLSCR1#chr3:146544540-146544558(+),0.4649
PLSCR1#chr3:146544589-146544607(+),0.9993
POGK#chr1:166839472-166839490(-),0.5649
POGK#chr1:166839498-166839516(+),0.0548
POGK#chr1:166839507-166839525(+),0.0176
POGK#chr1:166839708-166839726(-),1.0
POGK#chr1:166839711-166839729(-),0.9993
POGK#chr1:166839717-166839735(-),1.0
POLR3C#chr1:145824185-145824203(+),0.9227
POLR3C#chr1:145824228-145824246(-),0.9999
POLR3C#chr1:145824242-145824260(+),0.9227
POLR3C#chr1:145824245-145824263(+),0.9999
POLR3C#chr1:145824249-145824267(+),0.0889
POLR3C#chr1:145824304-145824322(-),0.0889
POLR3K#chr16:53124-53142(+),0.8792
POLR3K#chr16:53482-53500(+),1.0
POLR3K#chr16:53547-53565(-),0.8209
POLR3K#chr16:53558-53576(-),0.9993
POLR3K#chr16:53610-53628(-),0.0176
POLR3K#chr16:53633-53651(-),0.0548
POU1F1#chr3:87276317-87276335(+),1.0
POU1F1#chr3:87276347-87276365(+),0.9731
POU1F1#chr3:87276372-87276390(+),0.1366
POU1F1#chr3:87276543-87276561(-),0.9531
POU1F1#chr3:87276578-87276596(+),0.0004
POU1F1#chr3:87276594-87276612(-),0.9964
POU2AF1#chr11:111378968-111378986(-),0.9997
POU2AF1#chr11:111379053-111379071(-),0.1995
POU2AF1#chr11:111379117-111379135(-),0.661
POU2AF1#chr11:111379216-111379234(-),0.9964
POU2AF1#chr11:111379224-111379242(+),0.2771
POU2AF1#chr11:111379258-111379276(-),0.8792
POU2F1#chr1:167220883-167220901(+),1.0
POU2F1#chr1:167220887-167220905(+),1.0
POU2F1#chr1:167220890-167220908(+),1.0
POU2F1#chr1:167220922-167220940(+),1.0
POU2F1#chr1:167220925-167220943(+),1.0
POU2F1#chr1:167221054-167221072(+),1.0
POU2F1#chr1:167329073-167329091(+),1.0
POU2F1#chr1:167329124-167329142(-),1.0
POU2F1#chr1:167329140-167329158(-),0.0091
POU2F1#chr1:167329144-167329162(-),0.367
POU2F1#chr1:167329153-167329171(-),1.0
POU2F1#chr1:167329492-167329510(-),0.367
POU2F2#chr19:42132366-42132384(+),0.4649
POU2F2#chr19:42132393-42132411(-),0.9999
POU2F2#chr19:42132409-42132427(+),0.2771
POU2F2#chr19:42132423-42132441(-),0.9926
POU2F2#chr19:42132458-42132476(-),0.8209
POU2F2#chr19:42132462-42132480(-),1.0
POU2F3#chr11:120236634-120236652(-),0.9531
POU2F3#chr11:120236731-120236749(-),0.8792
POU2F3#chr11:120236802-120236820(+),0.0176
POU2F3#chr11:120236806-120236824(+),0.8792
POU2F3#chr11:120236841-120236859(+),0.9531
POU2F3#chr11:120236943-120236961(-),0.8209
POU2F3#chr11:120240137-120240155(+),0.9926
POU2F3#chr11:120240182-120240200(+),0.9854
POU2F3#chr11:120240185-120240203(+),0.9731
POU2F3#chr11:120240197-120240215(+),0.367
POU2F3#chr11:120240235-120240253(+),0.9984
POU2F3#chr11:120240248-120240266(+),0.1995
POU3F1#chr1:38046469-38046487(-),0.9984
POU3F1#chr1:38046517-38046535(-),0.0889
POU3F1#chr1:38046561-38046579(+),0.9926
POU3F1#chr1:38046576-38046594(-),0.9984
POU3F1#chr1:38046706-38046724(-),0.0176
POU3F1#chr1:38046779-38046797(-),0.9926
POU3F2#chr6:98834545-98834563(-),0.7476
POU3F2#chr6:98834551-98834569(+),0.9964
POU3F2#chr6:98834856-98834874(+),0.8792
POU3F2#chr6:98834929-98834947(+),0.0889
POU3F2#chr6:98834989-98835007(+),0.9964
POU3F2#chr6:98835058-98835076(+),0.9227
POU3F3#chr2:104855534-104855552(-),1.0
POU3F3#chr2:104855683-104855701(-),1.0
POU3F3#chr2:104855698-104855716(-),1.0
POU3F3#chr2:104855706-104855724(+),1.0
POU3F3#chr2:104855711-104855729(-),1.0
POU3F3#chr2:104855752-104855770(+),1.0
POU3F4#chrX:83508307-83508325(+),0.9984
POU3F4#chrX:83508341-83508359(-),1.0
POU3F4#chrX:83508349-83508367(-),0.0889
POU3F4#chrX:83508368-83508386(-),0.1995
POU3F4#chrX:83508371-83508389(-),0.0091
POU3F4#chrX:83508374-83508392(-),1.0
POU4F1#chr13:78603113-78603131(-),1.0
POU4F1#chr13:78603497-78603515(-),1.0
POU4F1#chr13:78603536-78603554(-),1.0
POU4F1#chr13:78603545-78603563(-),1.0
POU4F1#chr13:78603567-78603585(-),1.0
POU4F1#chr13:78603597-78603615(-),1.0
POU4F2#chr4:146638902-146638920(+),1.0
POU4F2#chr4:146638907-146638925(-),1.0
POU4F2#chr4:146638916-146638934(+),1.0
POU4F2#chr4:146638941-146638959(+),1.0
POU4F2#chr4:146638970-146638988(+),1.0
POU4F2#chr4:146639111-146639129(-),1.0
POU4F3#chr5:146338859-146338877(-),1.0
POU4F3#chr5:146338894-146338912(-),1.0
POU4F3#chr5:146339030-146339048(+),1.0
POU4F3#chr5:146339072-146339090(-),1.0
POU4F3#chr5:146339079-146339097(-),1.0
POU4F3#chr5:146339094-146339112(-),1.0
POU5F1#chr6:31170169-31170187(-),1.0
POU5F1#chr6:31170199-31170217(-),1.0
POU5F1#chr6:31170203-31170221(+),1.0
POU5F1#chr6:31170652-31170670(-),1.0
POU5F1#chr6:31170654-31170672(+),1.0
POU5F1#chr6:31170702-31170720(-),1.0
POU5F1#chr6:31180431-31180449(-),1.0
POU5F1#chr6:31180445-31180463(+),1.0
POU5F1#chr6:31180648-31180666(+),1.0
POU5F1#chr6:31180664-31180682(+),1.0
POU5F1#chr6:31180667-31180685(+),1.0
POU5F1#chr6:31180692-31180710(-),1.0
POU5F1B#chr8:127415817-127415835(+),1.0
POU5F1B#chr8:127415899-127415917(+),1.0
POU5F1B#chr8:127415916-127415934(+),1.0
POU5F1B#chr8:127415933-127415951(-),1.0
POU5F1B#chr8:127416060-127416078(+),1.0
POU5F1B#chr8:127416203-127416221(-),1.0
POU5F2#chr5:93741205-93741223(-),0.0045
POU5F2#chr5:93741548-93741566(+),1.0
POU5F2#chr5:93741553-93741571(+),0.8792
POU5F2#chr5:93741565-93741583(+),0.8792
POU5F2#chr5:93741575-93741593(+),0.4649
POU5F2#chr5:93741593-93741611(+),0.9227
POU6F1#chr12:51217777-51217795(-),1.0
POU6F1#chr12:51217806-51217824(-),1.0
POU6F1#chr12:51217850-51217868(+),1.0
POU6F1#chr12:51217865-51217883(-),1.0
POU6F1#chr12:51218011-51218029(-),1.0
POU6F1#chr12:51218077-51218095(-),1.0
POU6F2#chr7:39006819-39006837(+),0.9999
POU6F2#chr7:39006825-39006843(+),0.9984
POU6F2#chr7:39006895-39006913(-),0.0548
POU6F2#chr7:39006899-39006917(-),0.8209
POU6F2#chr7:39006997-39007015(-),0.9926
POU6F2#chr7:39007063-39007081(+),0.7476
PPARA#chr22:46150517-46150535(+),0.0
PPARA#chr22:46150590-46150608(+),1.0
PPARA#chr22:46150602-46150620(-),0.9993
PPARA#chr22:46150609-46150627(+),0.9731
PPARA#chr22:46150715-46150733(+),0.0548
PPARA#chr22:46150829-46150847(+),0.9993
PPARD#chr6:35342557-35342575(+),1.0
PPARD#chr6:35342583-35342601(+),1.0
PPARD#chr6:35342666-35342684(-),1.0
PPARD#chr6:35342743-35342761(+),1.0
PPARD#chr6:35342807-35342825(+),1.0
PPARD#chr6:35342966-35342984(-),1.0
PPARG#chr3:12287955-12287973(-),1.0
PPARG#chr3:12287970-12287988(+),1.0
PPARG#chr3:12287980-12287998(-),0.0009
PPARG#chr3:12288012-12288030(+),0.1366
PPARG#chr3:12288139-12288157(+),0.8209
PPARG#chr3:12288377-12288395(-),0.9227
PPARG#chr3:12289043-12289061(+),0.0021
PPARG#chr3:12289049-12289067(+),0.7476
PPARG#chr3:12289065-12289083(+),0.9984
PPARG#chr3:12289114-12289132(+),0.9926
PPARG#chr3:12289126-12289144(-),0.9999
PPARG#chr3:12289132-12289150(-),0.9999
PPIL4#chr6:149545865-149545883(+),1.0
PPIL4#chr6:149545980-149545998(-),1.0
PPIL4#chr6:149546005-149546023(-),1.0
PPIL4#chr6:149546014-149546032(-),1.0
PPIL4#chr6:149546020-149546038(+),1.0
PPIL4#chr6:149546025-149546043(-),1.0
PPP1CB#chr2:28752075-28752093(-),0.0889
PPP1CB#chr2:28752110-28752128(+),1.0
PPP1CB#chr2:28752194-28752212(+),0.2771
PPP1CB#chr2:28752500-28752518(-),0.9227
PPP1CB#chr2:28752512-28752530(-),0.9984
PPP1CB#chr2:28752547-28752565(-),0.9984
PPP1R13L#chr19:45404905-45404923(-),0.2771
PPP1R13L#chr19:45404928-45404946(-),0.8209
PPP1R13L#chr19:45404979-45404997(+),0.9993
PPP1R13L#chr19:45404986-45405004(+),0.9854
PPP1R13L#chr19:45404996-45405014(+),0.0319
PPP1R13L#chr19:45405023-45405041(-),0.0045
PPP1R13L#chr19:45405894-45405912(-),1.0
PPP1R13L#chr19:45406102-45406120(-),1.0
PPP1R13L#chr19:45406142-45406160(-),1.0
PPP1R13L#chr19:45406162-45406180(-),1.0
PPP1R13L#chr19:45406273-45406291(-),1.0
PPP1R13L#chr19:45406366-45406384(-),1.0
PRDM1#chr6:106086357-106086375(-),0.4649
PRDM1#chr6:106086361-106086379(+),1.0
PRDM1#chr6:106086366-106086384(+),0.9926
PRDM1#chr6:106086370-106086388(-),0.8792
PRDM1#chr6:106086384-106086402(+),0.5649
PRDM1#chr6:106086403-106086421(-),0.9531
PRDM10#chr11:130002305-130002323(+),1.0
PRDM10#chr11:130002340-130002358(+),1.0
PRDM10#chr11:130002574-130002592(+),1.0
PRDM10#chr11:130002760-130002778(+),1.0
PRDM10#chr11:130002769-130002787(-),1.0
PRDM10#chr11:130002817-130002835(+),1.0
PRDM11#chr11:45093992-45094010(-),0.9926
PRDM11#chr11:45094026-45094044(-),0.9964
PRDM11#chr11:45094029-45094047(+),0.1995
PRDM11#chr11:45094118-45094136(-),0.9964
PRDM11#chr11:45094227-45094245(+),0.4649
PRDM11#chr11:45094404-45094422(+),0.9984
PRDM11#chr11:45095797-45095815(+),1.0
PRDM11#chr11:45095827-45095845(-),1.0
PRDM11#chr11:45095837-45095855(-),1.0
PRDM11#chr11:45095861-45095879(-),1.0
PRDM11#chr11:45095878-45095896(-),1.0
PRDM11#chr11:45096064-45096082(-),1.0
PRDM12#chr9:130664216-130664234(+),0.0889
PRDM12#chr9:130664462-130664480(-),0.1366
PRDM12#chr9:130664578-130664596(-),0.8209
PRDM12#chr9:130664640-130664658(+),0.9926
PRDM12#chr9:130664651-130664669(-),0.9999
PRDM12#chr9:130664847-130664865(-),1.0
PRDM13#chr6:99613909-99613927(-),1.0
PRDM13#chr6:99613917-99613935(-),0.0176
PRDM13#chr6:99613926-99613944(-),0.9854
PRDM13#chr6:99613947-99613965(-),0.367
PRDM13#chr6:99613950-99613968(-),0.7476
PRDM13#chr6:99613975-99613993(-),1.0
PRDM14#chr8:70070761-70070779(+),1.0
PRDM14#chr8:70070794-70070812(+),0.8792
PRDM14#chr8:70071021-70071039(+),0.9964
PRDM14#chr8:70071193-70071211(-),0.8792
PRDM14#chr8:70071196-70071214(+),1.0
PRDM14#chr8:70071214-70071232(+),0.367
PRDM15#chr21:41879012-41879030(+),1.0
PRDM15#chr21:41879276-41879294(-),0.5649
PRDM15#chr21:41879278-41879296(+),0.9999
PRDM15#chr21:41879284-41879302(+),0.7476
PRDM15#chr21:41879305-41879323(-),0.9531
PRDM15#chr21:41879312-41879330(-),0.661
PRDM16#chr1:3069214-3069232(+),0.2771
PRDM16#chr1:3069251-3069269(+),0.367
PRDM16#chr1:3069255-3069273(-),0.661
PRDM16#chr1:3069257-3069275(+),0.9984
PRDM16#chr1:3069261-3069279(-),0.4649
PRDM16#chr1:3069270-3069288(-),0.367
PRDM2#chr1:13704871-13704889(+),1.0
PRDM2#chr1:13704881-13704899(-),1.0
PRDM2#chr1:13704885-13704903(+),1.0
PRDM2#chr1:13705032-13705050(+),1.0
PRDM2#chr1:13705098-13705116(-),1.0
PRDM2#chr1:13705190-13705208(-),1.0
PRDM4#chr12:107760712-107760730(+),0.1995
PRDM4#chr12:107760855-107760873(+),1.0
PRDM4#chr12:107761075-107761093(-),0.9531
PRDM4#chr12:107761118-107761136(+),0.0091
PRDM4#chr12:107761128-107761146(-),0.7476
PRDM4#chr12:107761134-107761152(-),0.9997
PRDM5#chr4:120922635-120922653(-),1.0
PRDM5#chr4:120922678-120922696(+),1.0
PRDM5#chr4:120922691-120922709(-),1.0
PRDM5#chr4:120922694-120922712(+),1.0
PRDM5#chr4:120922701-120922719(+),1.0
PRDM5#chr4:120922789-120922807(-),1.0
PRDM6#chr5:123089231-123089249(+),0.9984
PRDM6#chr5:123089239-123089257(+),0.661
PRDM6#chr5:123089252-123089270(+),0.9926
PRDM6#chr5:123089278-123089296(+),0.5649
PRDM6#chr5:123089291-123089309(+),0.9984
PRDM6#chr5:123089296-123089314(-),0.0889
PRDM7#chr16:90075543-90075561(-),1.0
PRDM7#chr16:90075612-90075630(-),1.0
PRDM7#chr16:90075807-90075825(-),1.0
PRDM7#chr16:90075828-90075846(-),1.0
PRDM7#chr16:90075831-90075849(-),1.0
PRDM7#chr16:90075883-90075901(+),1.0
PRDM8#chr4:80183804-80183822(-),0.9999
