gene_id	gene_id_versioned	gene_symbol	gene_type	chr	start	end	strand
ENSG00000202445	ENSG00000202445.1	RNU6-669P	snRNA	chr9	94507738	94507844	+
ENSG00000231806	ENSG00000231806.4	PCAT7	lncRNA	chr9	94555054	94603990	+
ENSG00000130957	ENSG00000130957.5	FBP2	protein_coding	chr9	94558720	94593824	-
ENSG00000165140	ENSG00000165140.12	FBP1	protein_coding	chr9	94603133	94640249	-
ENSG00000288023	ENSG00000288023.1	ENSG00000288023	lncRNA	chr9	94725871	94726575	-
ENSG00000148120	ENSG00000148120.18	AOPEP	protein_coding	chr9	94726699	95087159	+
ENSG00000252153	ENSG00000252153.1	MIR2278	miRNA	chr9	94809962	94810057	+
ENSG00000230815	ENSG00000230815.1	ENSG00000230815	lncRNA	chr9	94824272	94824773	+
ENSG00000236095	ENSG00000236095.1	ENSG00000236095	lncRNA	chr9	94900429	94904754	+
ENSG00000224764	ENSG00000224764.1	ENSG00000224764	lncRNA	chr9	94928551	94934946	-
ENSG00000285807	ENSG00000285807.1	ENSG00000285807	lncRNA	chr9	94964369	94965624	-
ENSG00000274115	ENSG00000274115.1	MIR6081	miRNA	chr9	95065350	95065446	+
ENSG00000207563	ENSG00000207563.1	MIR23B	miRNA	chr9	95085208	95085304	+
ENSG00000207864	ENSG00000207864.3	MIR27B	miRNA	chr9	95085445	95085541	+
ENSG00000207617	ENSG00000207617.4	MIR3074	miRNA	chr9	95086014	95086094	-
ENSG00000284459	ENSG00000284459.1	MIR24-1	miRNA	chr9	95086021	95086088	+
ENSG00000158169	ENSG00000158169.14	FANCC	protein_coding	chr9	95099054	95426796	-
ENSG00000229065	ENSG00000229065.1	ENSG00000229065	lncRNA	chr9	95113708	95114461	+
ENSG00000223849	ENSG00000223849.1	ENSG00000223849	processed_pseudogene	chr9	95123521	95123868	+
ENSG00000251884	ENSG00000251884.1	RNA5SP288	rRNA_pseudogene	chr9	95142449	95142541	-
ENSG00000230221	ENSG00000230221.2	ENSG00000230221	processed_pseudogene	chr9	95292338	95294810	+
ENSG00000271384	ENSG00000271384.1	ENSG00000271384	lncRNA	chr9	95406990	95407662	-
ENSG00000213761	ENSG00000213761.4	MT1P1	processed_pseudogene	chr9	95413267	95413449	-
ENSG00000185920	ENSG00000185920.18	PTCH1	protein_coding	chr9	95442980	95517057	-
ENSG00000271314	ENSG00000271314.1	ENSG00000271314	lncRNA	chr9	95494924	95495379	+
ENSG00000271155	ENSG00000271155.1	ENSG00000271155	lncRNA	chr9	95506235	95507636	+
ENSG00000271659	ENSG00000271659.1	ENSG00000271659	lncRNA	chr9	95514045	95514520	+
ENSG00000229345	ENSG00000229345.2	ENSG00000229345	lncRNA	chr9	95599438	95606326	-
ENSG00000228142	ENSG00000228142.3	ENSG00000228142	lncRNA	chr9	95650104	95715721	+
ENSG00000227358	ENSG00000227358.1	ENSG00000227358	processed_pseudogene	chr9	95652912	95653266	+
ENSG00000175611	ENSG00000175611.14	ERCC6L2-AS1	lncRNA	chr9	95759231	95876049	-
ENSG00000268926	ENSG00000268926.3	ENSG00000268926	lncRNA	chr9	95772323	95776282	+
ENSG00000252847	ENSG00000252847.1	RNU2-46P	snRNA	chr9	95859904	95860016	+
ENSG00000182150	ENSG00000182150.19	ERCC6L2	protein_coding	chr9	95871264	96121154	+
ENSG00000199202	ENSG00000199202.1	RNA5SP289	rRNA_pseudogene	chr9	95905005	95905141	+
ENSG00000237631	ENSG00000237631.2	PARK7P2	processed_pseudogene	chr9	95918136	95918704	+
ENSG00000225194	ENSG00000225194.4	LINC00092	lncRNA	chr9	96019724	96027993	-
ENSG00000237212	ENSG00000237212.2	ENSG00000237212	lncRNA	chr9	96065740	96101912	+
ENSG00000275465	ENSG00000275465.8	ENSG00000275465	lncRNA	chr9	96068566	96116411	-
ENSG00000201938	ENSG00000201938.1	Y_RNA	misc_RNA	chr9	96103079	96103174	-
ENSG00000287187	ENSG00000287187.1	ENSG00000287187	lncRNA	chr9	96129869	96132214	+
ENSG00000224546	ENSG00000224546.2	EIF4BP3	processed_pseudogene	chr9	96146007	96147856	+
ENSG00000130948	ENSG00000130948.10	HSD17B3	protein_coding	chr9	96235306	96302176	-
ENSG00000285269	ENSG00000285269.2	ENSG00000285269	protein_coding	chr9	96235331	96352058	-
ENSG00000232283	ENSG00000232283.1	HSD17B3-AS1	lncRNA	chr9	96246462	96250393	+
ENSG00000207276	ENSG00000207276.1	RNU6-1160P	snRNA	chr9	96256216	96256319	-
ENSG00000130958	ENSG00000130958.13	SLC35D2	protein_coding	chr9	96313444	96383711	-
ENSG00000165244	ENSG00000165244.7	ZNF367	protein_coding	chr9	96385941	96418370	-
ENSG00000238251	ENSG00000238251.2	NSA2P7	processed_pseudogene	chr9	96407284	96407797	+
ENSG00000286835	ENSG00000286835.1	ENSG00000286835	lncRNA	chr9	96416724	96417377	-
ENSG00000287302	ENSG00000287302.1	ENSG00000287302	lncRNA	chr9	96419722	96421129	-
ENSG00000130956	ENSG00000130956.14	HABP4	protein_coding	chr9	96450169	96491336	+
ENSG00000081377	ENSG00000081377.17	CDC14B	protein_coding	chr9	96490241	96619843	-
ENSG00000158122	ENSG00000158122.12	PRXL2C	protein_coding	chr9	96639577	96655317	-
ENSG00000224848	ENSG00000224848.4	ENSG00000224848	lncRNA	chr9	96687018	96774318	+
ENSG00000233820	ENSG00000233820.2	ENSG00000233820	transcribed_processed_pseudogene	chr9	96725890	96727469	+
ENSG00000081386	ENSG00000081386.13	ZNF510	protein_coding	chr9	96754553	96778129	-
ENSG00000196597	ENSG00000196597.13	ZNF782	protein_coding	chr9	96816269	96875623	-
ENSG00000290770	ENSG00000290770.1	MFSD14CP	lncRNA	chr9	96887373	97013708	-
ENSG00000269907	ENSG00000269907.1	PTMAP11	processed_pseudogene	chr9	96910076	96910405	+
ENSG00000227257	ENSG00000227257.1	ENSG00000227257	processed_pseudogene	chr9	96918928	96919318	+
ENSG00000188152	ENSG00000188152.13	NUTM2G	protein_coding	chr9	96928310	96940253	+
ENSG00000196312	ENSG00000196312.16	MFSD14CP	transcribed_unprocessed_pseudogene	chr9	96949555	97013366	-
ENSG00000236745	ENSG00000236745.2	YRDCP2	processed_pseudogene	chr9	96954820	96955461	+
ENSG00000136943	ENSG00000136943.12	CTSV	protein_coding	chr9	97029677	97156556	-
ENSG00000197214	ENSG00000197214.5	TCEA1P1	processed_pseudogene	chr9	97067749	97068628	+
ENSG00000228376	ENSG00000228376.3	GAS2L1P2	transcribed_processed_pseudogene	chr9	97075671	97081945	-
ENSG00000228038	ENSG00000228038.1	VN1R51P	processed_pseudogene	chr9	97093694	97094638	-
ENSG00000213612	ENSG00000213612.3	FAM220CP	processed_pseudogene	chr9	97121659	97122489	+
ENSG00000277103	ENSG00000277103.1	ENSG00000277103	processed_pseudogene	chr9	97151894	97152694	-
ENSG00000159712	ENSG00000159712.10	ANKRD18CP	unprocessed_pseudogene	chr9	97156570	97221235	-
ENSG00000252721	ENSG00000252721.1	RNU6-798P	snRNA	chr9	97192923	97193025	-
ENSG00000242375	ENSG00000242375.1	ENSG00000242375	lncRNA	chr9	97195351	97197687	-
ENSG00000188801	ENSG00000188801.9	ZNF322P1	processed_pseudogene	chr9	97198303	97199511	-
ENSG00000203279	ENSG00000203279.6	ENSG00000203279	lncRNA	chr9	97200475	97238766	-
ENSG00000289356	ENSG00000289356.1	ENSG00000289356	lncRNA	chr9	97214834	97214929	+
ENSG00000235494	ENSG00000235494.2	ENSG00000235494	lncRNA	chr9	97222602	97235017	+
ENSG00000254876	ENSG00000254876.5	SUGT1P4-STRA6LP	lncRNA	chr9	97238449	97297314	+
ENSG00000255036	ENSG00000255036.6	SUGT1P4-STRA6LP-CCDC180	lncRNA	chr9	97238497	97377287	+
ENSG00000254483	ENSG00000254483.1	SUGT1P4	unprocessed_pseudogene	chr9	97238645	97246184	+
ENSG00000254633	ENSG00000254633.2	STRA6LP	transcribed_unitary_pseudogene	chr9	97276569	97295765	+
ENSG00000197816	ENSG00000197816.16	CCDC180	protein_coding	chr9	97307304	97378751	+
ENSG00000221269	ENSG00000221269.1	MIR1302-8	miRNA	chr9	97363554	97363681	-
ENSG00000228957	ENSG00000228957.1	ENSG00000228957	unprocessed_pseudogene	chr9	97386240	97396112	-
ENSG00000286375	ENSG00000286375.1	ENSG00000286375	lncRNA	chr9	97403709	97411908	-
ENSG00000196116	ENSG00000196116.8	TDRD7	protein_coding	chr9	97412096	97496125	+
ENSG00000136842	ENSG00000136842.14	TMOD1	protein_coding	chr9	97501180	97601743	+
ENSG00000228174	ENSG00000228174.7	ENSG00000228174	lncRNA	chr9	97512706	97517836	-
ENSG00000136925	ENSG00000136925.15	TSTD2	protein_coding	chr9	97600080	97633368	-
ENSG00000136937	ENSG00000136937.13	NCBP1	protein_coding	chr9	97633668	97673748	+
ENSG00000231521	ENSG00000231521.1	ENSG00000231521	lncRNA	chr9	97634515	97636051	-
ENSG00000136936	ENSG00000136936.11	XPA	protein_coding	chr9	97674909	97697340	-
ENSG00000214417	ENSG00000214417.4	KRT18P13	processed_pseudogene	chr9	97698922	97700734	+
ENSG00000236130	ENSG00000236130.2	PTCSC2	lncRNA	chr9	97699625	97853080	-
ENSG00000260677	ENSG00000260677.1	ENSG00000260677	lncRNA	chr9	97743208	97744935	+
ENSG00000178919	ENSG00000178919.9	FOXE1	protein_coding	chr9	97853226	97856717	+
ENSG00000136932	ENSG00000136932.15	TRMO	protein_coding	chr9	97904489	97922500	-
ENSG00000201830	ENSG00000201830.1	Y_RNA	misc_RNA	chr9	97915690	97915796	+
ENSG00000287070	ENSG00000287070.1	ENSG00000287070	lncRNA	chr9	97921590	97922181	-
ENSG00000136929	ENSG00000136929.13	HEMGN	protein_coding	chr9	97926791	97944856	-
ENSG00000136938	ENSG00000136938.9	ANP32B	protein_coding	chr9	97983341	98015943	+
ENSG00000236896	ENSG00000236896.1	ENSG00000236896	lncRNA	chr9	97986551	97987656	-
ENSG00000212521	ENSG00000212521.1	RNU6-918P	snRNA	chr9	98032230	98032335	+
ENSG00000095380	ENSG00000095380.11	NANS	protein_coding	chr9	98056732	98083077	+
ENSG00000106785	ENSG00000106785.15	TRIM14	protein_coding	chr9	98069275	98119222	-
ENSG00000274011	ENSG00000274011.1	Metazoa_SRP	misc_RNA	chr9	98115885	98116135	+
ENSG00000106789	ENSG00000106789.13	CORO2A	protein_coding	chr9	98120975	98192637	-
ENSG00000095383	ENSG00000095383.20	TBC1D2	protein_coding	chr9	98199011	98255649	-
ENSG00000278412	ENSG00000278412.1	MIR6854	miRNA	chr9	98229149	98229217	-
ENSG00000224001	ENSG00000224001.2	ENSG00000224001	processed_pseudogene	chr9	98234709	98235567	+
ENSG00000136928	ENSG00000136928.7	GABBR2	protein_coding	chr9	98288109	98708935	-
ENSG00000229897	ENSG00000229897.2	SEPTIN7P7	processed_pseudogene	chr9	98606833	98608133	+
ENSG00000165138	ENSG00000165138.18	ANKS6	protein_coding	chr9	98731329	98796965	-
ENSG00000285706	ENSG00000285706.1	ENSG00000285706	lncRNA	chr9	98798466	98807564	-
ENSG00000119514	ENSG00000119514.7	GALNT12	protein_coding	chr9	98807670	98850081	+
ENSG00000267026	ENSG00000267026.5	ENSG00000267026	lncRNA	chr9	98847172	98872415	-
ENSG00000229338	ENSG00000229338.1	NME2P3	processed_pseudogene	chr9	98890590	98891937	+
ENSG00000204291	ENSG00000204291.11	COL15A1	protein_coding	chr9	98943179	99070792	+
ENSG00000270412	ENSG00000270412.1	ENSG00000270412	lncRNA	chr9	98943337	98943775	-
ENSG00000106799	ENSG00000106799.14	TGFBR1	protein_coding	chr9	99104038	99154192	+
ENSG00000252942	ENSG00000252942.1	RNA5SP290	rRNA_pseudogene	chr9	99145840	99145966	-
ENSG00000227269	ENSG00000227269.1	ENSG00000227269	lncRNA	chr9	99183373	99184891	+
ENSG00000240235	ENSG00000240235.3	RN7SL794P	misc_RNA	chr9	99185587	99185866	-
ENSG00000119523	ENSG00000119523.10	ALG2	protein_coding	chr9	99216425	99221942	-
ENSG00000106803	ENSG00000106803.10	SEC61B	protein_coding	chr9	99222064	99230615	+
ENSG00000222337	ENSG00000222337.1	RN7SKP225	misc_RNA	chr9	99284022	99284373	+
ENSG00000255815	ENSG00000255815.3	KRT8P11	processed_pseudogene	chr9	99305176	99306611	+
ENSG00000271086	ENSG00000271086.7	NAMA	lncRNA	chr9	99355337	99377240	-
ENSG00000277828	ENSG00000277828.1	ENSG00000277828	misc_RNA	chr9	99357827	99357957	+
ENSG00000287955	ENSG00000287955.1	ENSG00000287955	lncRNA	chr9	99359336	99371887	+
ENSG00000277465	ENSG00000277465.1	ENSG00000277465	misc_RNA	chr9	99368447	99368566	+
ENSG00000237461	ENSG00000237461.3	ENSG00000237461	lncRNA	chr9	99396987	99819921	-
ENSG00000255145	ENSG00000255145.3	STX17-DT	lncRNA	chr9	99397024	99906605	-
ENSG00000234860	ENSG00000234860.2	ENSG00000234860	lncRNA	chr9	99531507	99583301	+
ENSG00000119508	ENSG00000119508.18	NR4A3	protein_coding	chr9	99821855	99866891	+
ENSG00000136874	ENSG00000136874.11	STX17	protein_coding	chr9	99906654	99974534	+
ENSG00000254571	ENSG00000254571.1	ENSG00000254571	lncRNA	chr9	99915077	99929896	-
ENSG00000023318	ENSG00000023318.9	ERP44	protein_coding	chr9	99979185	100099052	-
ENSG00000234709	ENSG00000234709.2	UPF3AP3	processed_pseudogene	chr9	99998301	99999069	-
ENSG00000119509	ENSG00000119509.13	INVS	protein_coding	chr9	100099243	100302175	+
ENSG00000239908	ENSG00000239908.3	RN7SL75P	misc_RNA	chr9	100102559	100102839	+
ENSG00000238172	ENSG00000238172.2	RPS2P35	processed_pseudogene	chr9	100116755	100117651	-
ENSG00000270995	ENSG00000270995.1	ENSG00000270995	processed_pseudogene	chr9	100120435	100120900	-
ENSG00000231697	ENSG00000231697.3	NANOGP5	transcribed_processed_pseudogene	chr9	100175178	100176054	+
ENSG00000136891	ENSG00000136891.14	TEX10	protein_coding	chr9	100302077	100352942	-
ENSG00000066697	ENSG00000066697.15	MSANTD3	protein_coding	chr9	100427143	100451734	+
ENSG00000251349	ENSG00000251349.3	MSANTD3-TMEFF1	protein_coding	chr9	100442271	100577636	+
ENSG00000241697	ENSG00000241697.5	TMEFF1	protein_coding	chr9	100473149	100577636	+
ENSG00000170681	ENSG00000170681.7	CAVIN4	protein_coding	chr9	100578079	100588389	+
ENSG00000200966	ENSG00000200966.1	RN7SKP87	misc_RNA	chr9	100581079	100581379	-
ENSG00000237999	ENSG00000237999.2	ACTG1P19	processed_pseudogene	chr9	100731240	100732355	+
ENSG00000230161	ENSG00000230161.1	ENSG00000230161	processed_pseudogene	chr9	100912320	100912741	+
ENSG00000229541	ENSG00000229541.2	GAPDHP26	processed_pseudogene	chr9	100975668	100976682	+
ENSG00000148123	ENSG00000148123.15	PLPPR1	protein_coding	chr9	101028727	101325135	+
ENSG00000238143	ENSG00000238143.1	TRPC6P4	processed_pseudogene	chr9	101125436	101125921	-
ENSG00000253041	ENSG00000253041.1	ENSG00000253041	snoRNA	chr9	101322477	101322533	+
ENSG00000227411	ENSG00000227411.1	ACNATP	unitary_pseudogene	chr9	101334084	101339347	-
ENSG00000136881	ENSG00000136881.12	BAAT	protein_coding	chr9	101354182	101385400	-
ENSG00000236763	ENSG00000236763.2	TRMT112P4	processed_pseudogene	chr9	101356466	101356844	-
ENSG00000230328	ENSG00000230328.2	ENSG00000230328	processed_pseudogene	chr9	101358932	101361242	+
ENSG00000234502	ENSG00000234502.2	FYTTD1P1	processed_pseudogene	chr9	101375344	101376603	-
ENSG00000136897	ENSG00000136897.8	MRPL50	protein_coding	chr9	101387633	101398618	-
ENSG00000136870	ENSG00000136870.11	ZNF189	protein_coding	chr9	101398851	101410660	+
ENSG00000136872	ENSG00000136872.21	ALDOB	protein_coding	chr9	101420560	101449664	-
ENSG00000270982	ENSG00000270982.1	ENSG00000270982	processed_pseudogene	chr9	101449801	101449933	+
ENSG00000225376	ENSG00000225376.6	TMEM246-AS1	lncRNA	chr9	101468349	101482199	+
ENSG00000165152	ENSG00000165152.9	PGAP4	protein_coding	chr9	101473170	101533537	-
ENSG00000233055	ENSG00000233055.1	ENSG00000233055	processed_pseudogene	chr9	101501643	101501885	-
ENSG00000155827	ENSG00000155827.12	RNF20	protein_coding	chr9	101533853	101563344	+
ENSG00000198785	ENSG00000198785.7	GRIN3A	protein_coding	chr9	101569352	101738647	-
ENSG00000188386	ENSG00000188386.8	PPP3R2	protein_coding	chr9	101591604	101595021	-
ENSG00000230302	ENSG00000230302.2	MTND3P4	processed_pseudogene	chr9	101793454	101793756	-
ENSG00000230418	ENSG00000230418.2	ARL2BPP7	processed_pseudogene	chr9	102055252	102055741	-
ENSG00000238882	ENSG00000238882.1	RNU6-329P	snRNA	chr9	102256604	102256710	+
ENSG00000286243	ENSG00000286243.1	ENSG00000286243	processed_pseudogene	chr9	102444586	102444819	-
ENSG00000289079	ENSG00000289079.1	ENSG00000289079	lncRNA	chr9	102444902	102497898	-
ENSG00000235901	ENSG00000235901.2	ENSG00000235901	processed_pseudogene	chr9	102515204	102518308	+
ENSG00000204250	ENSG00000204250.3	LINC00587	lncRNA	chr9	102519636	102657514	+
ENSG00000232242	ENSG00000232242.2	ZYG11AP1	processed_pseudogene	chr9	102611162	102612155	-
ENSG00000234269	ENSG00000234269.2	ENSG00000234269	processed_pseudogene	chr9	102922574	102923244	+
ENSG00000155833	ENSG00000155833.15	CYLC2	protein_coding	chr9	102995311	103018488	+
ENSG00000229830	ENSG00000229830.1	ENSG00000229830	processed_pseudogene	chr9	103065416	103065598	+
ENSG00000225564	ENSG00000225564.6	LINC01492	lncRNA	chr9	103140523	103325034	-
ENSG00000226566	ENSG00000226566.2	ENSG00000226566	lncRNA	chr9	103361952	103429892	-
ENSG00000253031	ENSG00000253031.1	RNA5SP291	rRNA_pseudogene	chr9	103689473	103689577	-
ENSG00000285483	ENSG00000285483.1	ENSG00000285483	lncRNA	chr9	103999755	104000469	+
ENSG00000270332	ENSG00000270332.4	SMC2-DT	lncRNA	chr9	104077308	104093073	-
ENSG00000136824	ENSG00000136824.19	SMC2	protein_coding	chr9	104094260	104141419	+
ENSG00000242111	ENSG00000242111.1	TOPORSLP	transcribed_unitary_pseudogene	chr9	104270228	104286955	+
ENSG00000203396	ENSG00000203396.3	ENSG00000203396	processed_pseudogene	chr9	104328320	104329396	-
ENSG00000186881	ENSG00000186881.3	OR13F1	protein_coding	chr9	104504263	104505222	+
ENSG00000283001	ENSG00000283001.2	ENSG00000283001	lncRNA	chr9	104519847	104537194	+
ENSG00000148136	ENSG00000148136.5	OR13C4	protein_coding	chr9	104526253	104527209	-
ENSG00000204246	ENSG00000204246.4	OR13C3	protein_coding	chr9	104535749	104536856	-
ENSG00000186943	ENSG00000186943.1	OR13C8	protein_coding	chr9	104569168	104570130	+
ENSG00000237443	ENSG00000237443.1	OR13D2P	unprocessed_pseudogene	chr9	104590044	104590950	+
ENSG00000277556	ENSG00000277556.1	OR13C5	protein_coding	chr9	104598457	104599413	-
ENSG00000276119	ENSG00000276119.1	OR13C2	protein_coding	chr9	104604671	104605627	-
ENSG00000136839	ENSG00000136839.1	OR13C9	protein_coding	chr9	104617248	104618204	-
ENSG00000273423	ENSG00000273423.1	OR13I1P	unprocessed_pseudogene	chr9	104629754	104631017	+
ENSG00000290765	ENSG00000290765.1	ENSG00000290765	lncRNA	chr9	104655363	104659055	-
ENSG00000235248	ENSG00000235248.4	OR13C1P	transcribed_unprocessed_pseudogene	chr9	104656754	104657716	-
ENSG00000179055	ENSG00000179055.8	OR13D1	protein_coding	chr9	104694518	104695462	+
ENSG00000188712	ENSG00000188712.4	OR13D3P	unprocessed_pseudogene	chr9	104722335	104723271	+
ENSG00000136783	ENSG00000136783.10	NIPSNAP3A	protein_coding	chr9	104747683	104760120	+
ENSG00000165028	ENSG00000165028.12	NIPSNAP3B	protein_coding	chr9	104764129	104777764	+
ENSG00000165029	ENSG00000165029.17	ABCA1	protein_coding	chr9	104781006	104928155	-
ENSG00000226334	ENSG00000226334.1	ENSG00000226334	lncRNA	chr9	104927553	104928892	+
ENSG00000230013	ENSG00000230013.2	CT70	lncRNA	chr9	104970593	104991818	-
ENSG00000286536	ENSG00000286536.1	ENSG00000286536	lncRNA	chr9	105025932	105239221	-
ENSG00000201583	ENSG00000201583.1	RN7SKP191	misc_RNA	chr9	105096756	105097061	+
ENSG00000070214	ENSG00000070214.17	SLC44A1	protein_coding	chr9	105244622	105439171	+
ENSG00000289227	ENSG00000289227.1	ENSG00000289227	lncRNA	chr9	105402975	105404255	+
ENSG00000106701	ENSG00000106701.13	FSD1L	protein_coding	chr9	105447796	105552433	+
ENSG00000229419	ENSG00000229419.1	RALGAPA1P1	processed_pseudogene	chr9	105520128	105526359	+
ENSG00000228317	ENSG00000228317.2	FKTN-AS1	lncRNA	chr9	105554035	105558304	-
ENSG00000106692	ENSG00000106692.15	FKTN	protein_coding	chr9	105558122	105653820	+
ENSG00000279609	ENSG00000279609.1	ENSG00000279609	TEC	chr9	105656369	105657989	+
ENSG00000186051	ENSG00000186051.7	TAL2	protein_coding	chr9	105662457	105663124	+
ENSG00000095209	ENSG00000095209.12	TMEM38B	protein_coding	chr9	105694541	105776629	+
ENSG00000228366	ENSG00000228366.1	ENSG00000228366	processed_pseudogene	chr9	105710290	105710781	-
ENSG00000232486	ENSG00000232486.1	DEPDC1P2	processed_pseudogene	chr9	105758164	105760755	+
ENSG00000228948	ENSG00000228948.2	SLC25A6P5	processed_pseudogene	chr9	105849710	105851425	+
ENSG00000234323	ENSG00000234323.10	LINC01505	lncRNA	chr9	105993310	106740875	+
ENSG00000225002	ENSG00000225002.2	ENSG00000225002	lncRNA	chr9	106061354	106064825	-
ENSG00000229297	ENSG00000229297.1	ENSG00000229297	lncRNA	chr9	106584142	106591952	-
ENSG00000277889	ENSG00000277889.1	MIR8081	miRNA	chr9	106600928	106601022	+
ENSG00000237062	ENSG00000237062.2	ENSG00000237062	lncRNA	chr9	106615078	106615983	-
ENSG00000200131	ENSG00000200131.1	RN7SKP77	misc_RNA	chr9	106679977	106680329	+
ENSG00000228143	ENSG00000228143.2	ENSG00000228143	processed_pseudogene	chr9	106722350	106722930	+
ENSG00000212276	ENSG00000212276.1	RNA5SP292	rRNA_pseudogene	chr9	106843749	106843866	-
ENSG00000148143	ENSG00000148143.13	ZNF462	protein_coding	chr9	106863166	107013634	+
ENSG00000230782	ENSG00000230782.1	ENSG00000230782	lncRNA	chr9	106974833	107102988	-
ENSG00000231562	ENSG00000231562.1	RPL7AP44	processed_pseudogene	chr9	106978776	106979554	-
ENSG00000223615	ENSG00000223615.2	ENSG00000223615	processed_pseudogene	chr9	107115784	107115954	+
ENSG00000225531	ENSG00000225531.1	ENSG00000225531	processed_pseudogene	chr9	107116829	107117557	+
ENSG00000226047	ENSG00000226047.1	ENSG00000226047	lncRNA	chr9	107117459	107121705	-
ENSG00000226535	ENSG00000226535.1	ENSG00000226535	processed_pseudogene	chr9	107169569	107171148	-
ENSG00000119318	ENSG00000119318.13	RAD23B	protein_coding	chr9	107283137	107332192	+
ENSG00000226825	ENSG00000226825.2	LINC01509	lncRNA	chr9	107420191	107466613	-
ENSG00000287233	ENSG00000287233.1	ENSG00000287233	lncRNA	chr9	107426405	107428742	+
ENSG00000213558	ENSG00000213558.3	HMGN2P32	processed_pseudogene	chr9	107458038	107458306	-
ENSG00000199905	ENSG00000199905.1	RNU6-492P	snRNA	chr9	107475036	107475139	-
ENSG00000136826	ENSG00000136826.15	KLF4	protein_coding	chr9	107484852	107490482	-
ENSG00000289987	ENSG00000289987.1	ENSG00000289987	lncRNA	chr9	107488558	107489323	+
ENSG00000236005	ENSG00000236005.1	ENSG00000236005	processed_pseudogene	chr9	107534390	107535162	+
ENSG00000227350	ENSG00000227350.1	PPIAP88	processed_pseudogene	chr9	107543151	107543616	-
ENSG00000202308	ENSG00000202308.1	RNU6-996P	snRNA	chr9	107663140	107663246	-
ENSG00000222558	ENSG00000222558.1	RNU6-1064P	snRNA	chr9	107797744	107797847	-
ENSG00000244104	ENSG00000244104.3	RN7SL659P	misc_RNA	chr9	107811616	107811914	-
ENSG00000231293	ENSG00000231293.1	RPL36AP6	processed_pseudogene	chr9	107834509	107834829	-
ENSG00000233727	ENSG00000233727.1	ENSG00000233727	processed_pseudogene	chr9	107853783	107854258	-
ENSG00000222459	ENSG00000222459.1	RNA5SP293	rRNA_pseudogene	chr9	107918866	107918978	-
ENSG00000236783	ENSG00000236783.1	RPS15AP27	processed_pseudogene	chr9	107963703	107964045	-
ENSG00000213557	ENSG00000213557.4	ENSG00000213557	processed_pseudogene	chr9	108040213	108040592	+
ENSG00000237360	ENSG00000237360.2	CHCHD4P2	processed_pseudogene	chr9	108097432	108097851	-
ENSG00000230030	ENSG00000230030.1	ENSG00000230030	lncRNA	chr9	108252154	108254820	-
ENSG00000169253	ENSG00000169253.3	RPL36P14	processed_pseudogene	chr9	108626833	108627150	+
ENSG00000231678	ENSG00000231678.2	ENSG00000231678	lncRNA	chr9	108701370	108703092	-
ENSG00000231810	ENSG00000231810.1	RPL36AP35	processed_pseudogene	chr9	108821697	108822004	+
ENSG00000213556	ENSG00000213556.3	ENSG00000213556	processed_pseudogene	chr9	108836333	108836597	+
ENSG00000148156	ENSG00000148156.8	ACTL7B	protein_coding	chr9	108854588	108855986	-
ENSG00000187003	ENSG00000187003.7	ACTL7A	protein_coding	chr9	108862266	108863756	+
ENSG00000070061	ENSG00000070061.16	ELP1	protein_coding	chr9	108866898	108934328	-
ENSG00000119328	ENSG00000119328.12	ABITRAM	protein_coding	chr9	108934400	108950744	+
ENSG00000119326	ENSG00000119326.15	CTNNAL1	protein_coding	chr9	108942569	109013522	-
ENSG00000106771	ENSG00000106771.13	TMEM245	protein_coding	chr9	109015135	109119947	-
ENSG00000199331	ENSG00000199331.1	Y_RNA	misc_RNA	chr9	109042386	109042487	-
ENSG00000207698	ENSG00000207698.1	MIR32	miRNA	chr9	109046229	109046298	-
ENSG00000260230	ENSG00000260230.5	FRRS1L	protein_coding	chr9	109130293	109167249	-
ENSG00000095203	ENSG00000095203.15	EPB41L4B	protein_coding	chr9	109171974	109321059	-
ENSG00000200106	ENSG00000200106.1	RNU6-984P	snRNA	chr9	109196201	109196309	-
ENSG00000237124	ENSG00000237124.1	MTND2P11	unprocessed_pseudogene	chr9	109300186	109301172	+
ENSG00000207329	ENSG00000207329.1	Y_RNA	misc_RNA	chr9	109324685	109324796	+
ENSG00000070159	ENSG00000070159.14	PTPN3	protein_coding	chr9	109375466	109498313	-
ENSG00000157654	ENSG00000157654.19	PALM2AKAP2	protein_coding	chr9	109498325	110172512	+
ENSG00000263861	ENSG00000263861.1	MIR3927	miRNA	chr9	109511475	109511545	-
ENSG00000213539	ENSG00000213539.4	YBX1P6	processed_pseudogene	chr9	109532830	109534332	-
ENSG00000232939	ENSG00000232939.3	ENSG00000232939	lncRNA	chr9	109760350	109772312	-
ENSG00000228053	ENSG00000228053.1	ENSG00000228053	processed_pseudogene	chr9	110024881	110025358	-
ENSG00000188959	ENSG00000188959.10	C9orf152	protein_coding	chr9	110190048	110208159	-
ENSG00000136810	ENSG00000136810.13	TXN	protein_coding	chr9	110243810	110256507	-
ENSG00000204193	ENSG00000204193.11	TXNDC8	protein_coding	chr9	110303476	110337884	-
ENSG00000165124	ENSG00000165124.19	SVEP1	protein_coding	chr9	110365248	110579880	-
ENSG00000206658	ENSG00000206658.1	RNU6-1039P	snRNA	chr9	110369592	110369698	-
ENSG00000232896	ENSG00000232896.1	ENSG00000232896	lncRNA	chr9	110599475	110605219	+
