gene_symbol	hgnc_approved_symbol	ensembl_gene_id	n_promoters_in_target_library	in_lambert_2018	lambert_2018_dbd	jaspar_tf_class	jaspar_tf_family
MNX1	MNX1	ENSG00000130675	1	True	Homeodomain	Homeo domain factors	HOX
MSANTD1	MSANTD1	ENSG00000188981	1	True	MADF	Tryptophan cluster factors	Myb-SANT
MSANTD3	MSANTD3	ENSG00000066697	1	True	MADF	Tryptophan cluster factors	Myb/SANT domain factors
MSANTD4	MSANTD4	ENSG00000170903	1	True	Myb/SANT	Tryptophan cluster factors	Myb-SANT
MSC	MSC	ENSG00000178860	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	Tal-related
MSGN1	MSGN1	ENSG00000151379	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	Tal-related
MSLN	MSLN	ENSG00000102854	1	False			
MSX1	MSX1	ENSG00000163132	1	True	Homeodomain	Homeo domain factors	NK
MSX2	MSX2	ENSG00000120149	1	True	Homeodomain	Homeo domain factors	NK
MTA1	MTA1	ENSG00000182979	1	True	Myb/SANT; GATA		
MTA2	MTA2	ENSG00000149480	1	True	Myb/SANT; GATA		
MTA3	MTA3	ENSG00000057935	1	True	Myb/SANT; GATA		
MTERF	MTERF1	ENSG00000127989	1	True	mTERF		
MTERFD1	MTERF3	ENSG00000156469	1	True	mTERF		
MTERFD2	MTERF4	ENSG00000122085	1	True	mTERF		
MTERFD3	MTERF2	ENSG00000120832	1	True	mTERF		
MTF1	MTF1	ENSG00000188786	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
MTF2	MTF2	ENSG00000143033	1	True	Unknown		
MXD1	MXD1	ENSG00000059728	1	True	bHLH		
MXD3	MXD3	ENSG00000213347	1	True	bHLH		
MXD4	MXD4	ENSG00000123933	1	True	bHLH		
MXI1	MXI1	ENSG00000119950	2	True	bHLH	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP
MYB	MYB	ENSG00000118513	1	True	Myb/SANT	Tryptophan cluster factors	Myb/SANT domain factors
MYBBP1A	MYBBP1A	ENSG00000132382	1	True	Unknown		
MYBL1	MYBL1	ENSG00000185697	1	True	Myb/SANT	Tryptophan cluster factors	Myb/SANT domain factors
MYBL2	MYBL2	ENSG00000101057	1	True	Myb/SANT	Tryptophan cluster factors	Myb/SANT domain factors
MYC	MYC	ENSG00000136997	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP
MYCBP	MYCBP	ENSG00000214114	1	True	Unknown		
MYCL	MYCL	ENSG00000116990	1	True	bHLH		
MYCN	MYCN	ENSG00000134323	2	True	bHLH	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP
MYEF2	MYEF2	ENSG00000104177	1	True	Unknown		
MYF5	MYF5	ENSG00000111049	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	MyoD/ASC-related factors
MYF6	MYF6	ENSG00000111046	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	MyoD/ASC-related factors
MYNN	MYNN	ENSG00000085274	1	True	C2H2 ZF		
MYOCD	MYOCD	ENSG00000141052	1	True	Unknown		
MYOD1	MYOD1	ENSG00000129152	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	MyoD/ASC-related factors
MYOG	MYOG	ENSG00000122180	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	MyoD/ASC-related factors
MYPOP	MYPOP	ENSG00000176182	1	True	Myb/SANT	Tryptophan cluster factors	Myb-SANT
MYRF	MYRF	ENSG00000124920	2	True	Ndt80/PhoG		
MYRFL	MYRFL	ENSG00000166268	1	True	Ndt80/PhoG		
MYSM1	MYSM1	ENSG00000162601	1	True	Myb/SANT		
MYT1	MYT1	ENSG00000196132	1	True	C2H2 ZF	C2HC	MYT
MYT1L	MYT1L	ENSG00000186487	1	True	C2H2 ZF	C2HC	MYT
MZF1	MZF1	ENSG00000099326	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
NACC2	NACC2	ENSG00000148411	1	True	Unknown	C2H2 zinc finger factors	Other factors with up to three adjacent zinc fingers
NAIF1	NAIF1	ENSG00000171169	1	True	MADF		
NANOG	NANOG	ENSG00000111704	1	True	Homeodomain		
NANOGNB	NANOGNB	ENSG00000205857	1	True	Homeodomain		
NCL	NCL	ENSG00000115053	2	False			
NCOA1	NCOA1	ENSG00000084676	1	True	bHLH		
NCOA2	NCOA2	ENSG00000140396	1	True	bHLH		
NCOA3	NCOA3	ENSG00000124151	1	True	bHLH		
NCOA6	NCOA6	ENSG00000198646	1	True	Unknown		
NCOR1	NCOR1	ENSG00000141027	1	True	Myb/SANT		
NCOR2	NCOR2	ENSG00000196498	2	True	Myb/SANT		
NELFE	NELFE	ENSG00000204356	1	False			
NEUROD1	NEUROD1	ENSG00000162992	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	Tal-related
NEUROD2	NEUROD2	ENSG00000171532	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	Tal-related
NEUROD4	NEUROD4	ENSG00000123307	1	True	bHLH		
NEUROD6	NEUROD6	ENSG00000164600	1	True	bHLH		
NEUROG1	NEUROG1	ENSG00000181965	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	Tal-related
NEUROG2	NEUROG2	ENSG00000178403	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	Tal-related
NEUROG3	NEUROG3	ENSG00000122859	1	True	bHLH		
NF1	NF1	ENSG00000196712	1	False			
NFAT5	NFAT5	ENSG00000102908	1	True	Rel		
NFATC1	NFATC1	ENSG00000131196	2	True	Rel		
NFATC2	NFATC2	ENSG00000101096	2	True	Rel		
NFATC3	NFATC3	ENSG00000072736	1	True	Rel	Rel homology region (RHR) factors	NFAT-related factors
NFATC4	NFATC4	ENSG00000100968	1	True	Rel	Rel homology region (RHR) factors	NFAT-related factors
NFE2	NFE2	ENSG00000123405	1	True	bZIP	Basic leucine zipper factors (bZIP)	Jun-related
NFE2L1	NFE2L1	ENSG00000082641	1	True	bZIP		
NFE2L2	NFE2L2	ENSG00000116044	2	True	bZIP	Basic leucine zipper factors (bZIP)	Jun-related
NFE2L3	NFE2L3	ENSG00000050344	1	True	bZIP		
NFE4	NFE4	ENSG00000230257	1	True	Unknown		
NFIA	NFIA	ENSG00000162599	1	True	SMAD	SMAD/NF-1 DNA-binding domain factors	Nuclear factor 1
NFIB	NFIB	ENSG00000147862	1	True	SMAD	SMAD/NF-1 DNA-binding domain factors	Nuclear factor 1
NFIC	NFIC	ENSG00000141905	2	True	SMAD	SMAD/NF-1 DNA-binding domain factors	Nuclear factor 1
NFIL3	NFIL3	ENSG00000165030	1	True	bZIP	Basic leucine zipper factors (bZIP)	CEBP-related
NFIX	NFIX	ENSG00000008441	2	True	SMAD	SMAD/NF-1 DNA-binding domain factors	Nuclear factor 1
NFKB1	NFKB1	ENSG00000109320	1	True	Rel	Rel homology region (RHR) factors	NF-kappaB-related factors
NFKB2	NFKB2	ENSG00000077150	1	True	Rel	Rel homology region (RHR) factors	NF-kappaB-related factors
NFKBIA	NFKBIA	ENSG00000100906	2	True	Unknown		
NFKBIB	NFKBIB	ENSG00000104825	1	True	Unknown		
NFKBID	NFKBID	ENSG00000167604	2	True	Unknown		
NFKBIE	NFKBIE	ENSG00000146232	1	False			
NFKBIL1	NFKBIL1	ENSG00000204498	1	True	Unknown		
NFKBIZ	NFKBIZ	ENSG00000144802	2	True	Unknown		
NFRKB	NFRKB	ENSG00000170322	1	True	Unknown		
NFX1	NFX1	ENSG00000086102	1	True	NFX		
NFXL1	NFXL1	ENSG00000170448	1	True	NFX		
NFYA	NFYA	ENSG00000001167	1	True	CBF/NF-Y	Heteromeric CCAAT-binding factors	Heteromeric CCAAT-binding
NFYB	NFYB	ENSG00000120837	1	True	Unknown	Heteromeric CCAAT-binding factors	Heteromeric CCAAT-binding
NFYC	NFYC	ENSG00000066136	1	True	Unknown	Heteromeric CCAAT-binding factors	Heteromeric CCAAT-binding
NHLH1	NHLH1	ENSG00000171786	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	Tal-related
NHLH2	NHLH2	ENSG00000177551	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	Tal-related
NHP2	NHP2	ENSG00000145912	1	False			
NKRF	NKRF	ENSG00000186416	1	True	Unknown		
NKX1-1	NKX1-1	ENSG00000235608	1	True	Homeodomain		
NKX1-2	NKX1-2	ENSG00000229544	1	True	Homeodomain		
NKX2-1	NKX2-1	ENSG00000136352	1	True	Homeodomain		
NKX2-2	NKX2-2	ENSG00000125820	1	True	Homeodomain	Homeo domain factors	NK
NKX2-3	NKX2-3	ENSG00000119919	1	True	Homeodomain	Homeo domain factors	NK
NKX2-4	NKX2-4	ENSG00000125816	1	True	Homeodomain	Homeo domain factors	NK
NKX2-5	NKX2-5	ENSG00000183072	1	True	Homeodomain	Homeo domain factors	NK
NKX2-6	NKX2-6	ENSG00000180053	1	True	Homeodomain		
NKX2-8	NKX2-8	ENSG00000136327	1	True	Homeodomain	Homeo domain factors	NK
NKX3-1	NKX3-1	ENSG00000167034	1	True	Homeodomain	Homeo domain factors	NK
NKX3-2	NKX3-2	ENSG00000109705	1	True	Homeodomain	Homeo domain factors	NK
NKX6-1	NKX6-1	ENSG00000163623	1	True	Homeodomain	Homeo domain factors	NK
NKX6-2	NKX6-2	ENSG00000148826	1	True	Homeodomain	Homeo domain factors	NK
NKX6-3	NKX6-3	ENSG00000165066	1	True	Homeodomain	Homeo domain factors	NK
NME1-NME2	NME1-NME2	ENSG00000011052	1	False			
NME2	NME2	ENSG00000243678	1	True	Unknown		
NMI	NMI	ENSG00000123609	1	False			
NOBOX	NOBOX	ENSG00000106410	2	True	Homeodomain		
NOC3L	NOC3L	ENSG00000173145	1	True	Unknown		
NONO	NONO	ENSG00000147140	1	True	Unknown		
NOTCH1	NOTCH1	ENSG00000148400	2	True	Unknown		
NOTCH2	NOTCH2	ENSG00000134250	1	True	Unknown		
NOTO	NOTO	ENSG00000214513	1	True	Homeodomain	Homeo domain factors	NK
NOV	CCN3	ENSG00000136999	1	False			
NPAS1	NPAS1	ENSG00000130751	1	True	bHLH		
NPAS2	NPAS2	ENSG00000170485	1	True	bHLH		
NPAS3	NPAS3	ENSG00000151322	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	PAS
NPAS4	NPAS4	ENSG00000174576	1	True	bHLH		
NR0B1	NR0B1	ENSG00000169297	1	True	Unknown		
NR0B2	NR0B2	ENSG00000131910	1	True	Unknown		
NR1D1	NR1D1	ENSG00000126368	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
NR1D2	NR1D2	ENSG00000174738	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
NR1H2	NR1H2	ENSG00000131408	1	True	Nuclear receptor		
NR1H3	NR1H3	ENSG00000025434	2	True	Nuclear receptor		
NR1H4	NR1H4	ENSG00000012504	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
NR1I2	NR1I2	ENSG00000144852	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
NR1I3	NR1I3	ENSG00000143257	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
NR2C1	NR2C1	ENSG00000120798	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)
NR2C2	NR2C2	ENSG00000177463	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)
NR2E1	NR2E1	ENSG00000112333	1	True	Nuclear receptor		
NR2E3	NR2E3	ENSG00000278570	1	True	Nuclear receptor		
NR2F1	NR2F1	ENSG00000175745	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)
NR2F2	NR2F2	ENSG00000185551	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)
NR2F6	NR2F6	ENSG00000160113	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)
NR3C1	NR3C1	ENSG00000113580	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)
NR3C2	NR3C2	ENSG00000151623	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)
NR4A1	NR4A1	ENSG00000123358	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	NGFI-B-related receptors (NR4)
NR4A2	NR4A2	ENSG00000153234	2	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	NGFI-B-related receptors (NR4)
NR4A3	NR4A3	ENSG00000119508	1	True	Nuclear receptor		
NR5A1	NR5A1	ENSG00000136931	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	FTZF1-related (NR5A)
NR5A2	NR5A2	ENSG00000116833	2	True	Nuclear receptor		
NR6A1	NR6A1	ENSG00000148200	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	GCNF-related receptors (NR6)
NRF1	NRF1	ENSG00000106459	1	True	Unknown	Uncharacterized	NRF
NRL	NRL	ENSG00000129535	2	True	bZIP	Basic leucine zipper factors (bZIP)	Maf-related
OLIG1	OLIG1	ENSG00000184221	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	Tal-related
OLIG2	OLIG2	ENSG00000205927	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	Tal-related
OLIG3	OLIG3	ENSG00000177468	1	True	bHLH	Basic helix-loop-helix factors (bHLH)	Tal-related
ONECUT1	ONECUT1	ENSG00000169856	1	True	CUT; Homeodomain	Homeo domain factors	HD-CUT
ONECUT2	ONECUT2	ENSG00000119547	1	True	CUT; Homeodomain	Homeo domain factors	HD-CUT
ONECUT3	ONECUT3	ENSG00000205922	1	True	CUT; Homeodomain	Homeo domain factors	HD-CUT
OSR1	OSR1	ENSG00000143867	1	True	C2H2 ZF	C2H2 zinc finger factors	Other factors with up to three adjacent zinc fingers
OSR2	OSR2	ENSG00000164920	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
OTP	OTP	ENSG00000171540	1	True	Homeodomain		
OTX1	OTX1	ENSG00000115507	1	True	Homeodomain	Homeo domain factors	Paired-related HD factors
OTX2	OTX2	ENSG00000165588	1	True	Homeodomain	Homeo domain factors	Paired-related HD factors
OVOL1	OVOL1	ENSG00000172818	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
OVOL2	OVOL2	ENSG00000125850	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
OVOL3	OVOL3	ENSG00000105261	1	True	C2H2 ZF		
OXSR1	OXSR1	ENSG00000172939	1	False			
PA2G4	PA2G4	ENSG00000170515	1	True	Unknown		
PARP1	PARP1	ENSG00000143799	1	True	Unknown		
PATZ1	PATZ1	ENSG00000100105	2	True	C2H2 ZF; AT hook	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
PAWR	PAWR	ENSG00000177425	1	True	Unknown		
PAX1	PAX1	ENSG00000125813	1	True	Paired box	Paired box factors	Paired domain only
PAX2	PAX2	ENSG00000075891	1	True	Homeodomain; Paired box	Paired box factors	Paired domain only
PAX3	PAX3	ENSG00000135903	1	True	Homeodomain; Paired box	Paired box factors	Paired plus homeo domain
PAX4	PAX4	ENSG00000106331	1	True	Homeodomain; Paired box	Paired box factors	Paired plus homeo domain
PAX5	PAX5	ENSG00000196092	1	True	Paired box	Paired box factors	Paired domain only
PAX6	PAX6	ENSG00000007372	1	True	Homeodomain; Paired box	Paired box factors	Paired plus homeo domain
PAX7	PAX7	ENSG00000009709	1	True	Homeodomain; Paired box	Paired box factors	Paired plus homeo domain
PAX8	PAX8	ENSG00000125618	1	True	Paired box	Paired box factors	Paired domain only
PAX9	PAX9	ENSG00000198807	2	True	Paired box	Paired box factors	Paired domain only
PAXBP1	PAXBP1	ENSG00000159086	1	True	Unknown		
PBRM1	PBRM1	ENSG00000163939	1	True	HMG/Sox		
PBX1	PBX1	ENSG00000185630	1	True	Homeodomain	Homeo domain factors	TALE-type homeo domain factors
PBX2	PBX2	ENSG00000204304	1	True	Homeodomain	Homeo domain factors	TALE-type homeo domain factors
PBX3	PBX3	ENSG00000167081	1	True	Homeodomain	Homeo domain factors	TALE-type homeo domain factors
PBX4	PBX4	ENSG00000105717	1	True	Homeodomain		
PCGF2	PCGF2	ENSG00000277258	2	True	Unknown		
PCGF6	PCGF6	ENSG00000156374	1	True	Unknown		
PDX1	PDX1	ENSG00000139515	1	True	Homeodomain	Homeo domain factors	HOX
PEG3	PEG3	ENSG00000198300	1	True	C2H2 ZF		
PFDN5	PFDN5	ENSG00000123349	1	False			
PGBD1	PGBD1	ENSG00000137338	1	True	Unknown		
PGR	PGR	ENSG00000082175	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)
PHB2	PHB2	ENSG00000215021	1	True	Unknown		
PHF1	PHF1	ENSG00000112511	1	True	Unknown		
PHF19	PHF19	ENSG00000119403	1	True	Unknown		
PHF2	PHF2	ENSG00000197724	1	False			
PHF20	PHF20	ENSG00000025293	1	True	AT hook		
PHF21A	PHF21A	ENSG00000135365	1	True	AT hook		
PHOX2A	PHOX2A	ENSG00000165462	1	True	Homeodomain	Homeo domain factors	Paired-related HD factors
PHOX2B	PHOX2B	ENSG00000109132	1	True	Homeodomain	Homeo domain factors	Paired-related HD factors
PHTF1	PHTF1	ENSG00000116793	1	True	Unknown		
PIAS3	PIAS3	ENSG00000131788	1	True	Unknown		
PIAS4	PIAS4	ENSG00000105229	1	True	Unknown		
PIN1	PIN1	ENSG00000127445	1	True	MBD		
PITX1	PITX1	ENSG00000069011	1	True	Homeodomain	Homeo domain factors	Paired-related HD factors
PITX2	PITX2	ENSG00000164093	2	True	Homeodomain	Homeo domain factors	Paired-related HD factors
PITX3	PITX3	ENSG00000107859	1	True	Homeodomain	Homeo domain factors	Paired-related HD factors
PKNOX1	PKNOX1	ENSG00000160199	1	True	Homeodomain	Homeo domain factors	TALE-type homeo domain factors
PKNOX2	PKNOX2	ENSG00000165495	1	True	Homeodomain	Homeo domain factors	TALE-type homeo domain factors
PLAG1	PLAG1	ENSG00000181690	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
PLAGL1	PLAGL1	ENSG00000118495	2	True	C2H2 ZF		
PLAGL2	PLAGL2	ENSG00000126003	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
PLEK	PLEK	ENSG00000115956	1	True	Unknown		
PLEKHA5	PLEKHA5	ENSG00000052126	1	False			
PLSCR1	PLSCR1	ENSG00000188313	1	True	Unknown		
POGK	POGK	ENSG00000143157	1	True	Brinker	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
POLR3C	POLR3C	ENSG00000186141	1	False			
POLR3K	POLR3K	ENSG00000161980	1	False			
POU1F1	POU1F1	ENSG00000064835	1	True	Homeodomain; POU	Homeo domain factors	POU domain factors
POU2AF1	POU2AF1	ENSG00000110777	1	True	Unknown		
POU2F1	POU2F1	ENSG00000143190	2	True	Homeodomain; POU	Homeo domain factors	POU domain factors
POU2F2	POU2F2	ENSG00000028277	1	True	Homeodomain; POU	Homeo domain factors	POU domain factors
POU2F3	POU2F3	ENSG00000137709	2	True	Homeodomain; POU	Homeo domain factors	POU domain factors
POU3F1	POU3F1	ENSG00000185668	1	True	Homeodomain; POU	Homeo domain factors	POU domain factors
POU3F2	POU3F2	ENSG00000184486	1	True	Homeodomain; POU	Homeo domain factors	POU domain factors
POU3F3	POU3F3	ENSG00000198914	1	True	Homeodomain; POU	Homeo domain factors	POU domain factors
POU3F4	POU3F4	ENSG00000196767	1	True	Homeodomain; POU	Homeo domain factors	POU domain factors
POU4F1	POU4F1	ENSG00000152192	1	True	Homeodomain; POU	Homeo domain factors	POU domain factors
POU4F2	POU4F2	ENSG00000151615	1	True	Homeodomain; POU	Homeo domain factors	POU domain factors
POU4F3	POU4F3	ENSG00000091010	1	True	Homeodomain; POU	Homeo domain factors	POU domain factors
POU5F1	POU5F1	ENSG00000204531	2	True	Homeodomain; POU	Homeo domain factors	POU domain factors
POU5F1B	POU5F1B	ENSG00000212993	1	True	Homeodomain; POU	Homeo domain factors	POU domain factors
POU5F2	POU5F2	ENSG00000248483	1	True	Homeodomain; POU		
POU6F1	POU6F1	ENSG00000184271	1	True	Homeodomain; POU	Homeo domain factors	POU domain factors
POU6F2	POU6F2	ENSG00000106536	1	True	Homeodomain; POU	Homeo domain factors	POU domain factors
PPARA	PPARA	ENSG00000186951	1	True	Nuclear receptor		
PPARD	PPARD	ENSG00000112033	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
PPARG	PPARG	ENSG00000132170	2	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
PPIL4	PPIL4	ENSG00000131013	1	False			
PPP1CB	PPP1CB	ENSG00000213639	1	False			
PPP1R13L	PPP1R13L	ENSG00000104881	2	True	Unknown		
PRDM1	PRDM1	ENSG00000057657	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
PRDM10	PRDM10	ENSG00000170325	1	True	C2H2 ZF		
PRDM11	PRDM11	ENSG00000019485	2	True	Myb/SANT		
PRDM12	PRDM12	ENSG00000130711	1	True	C2H2 ZF		
PRDM13	PRDM13	ENSG00000112238	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
PRDM14	PRDM14	ENSG00000147596	1	True	C2H2 ZF		
PRDM15	PRDM15	ENSG00000141956	1	True	C2H2 ZF		
PRDM16	PRDM16	ENSG00000142611	1	True	C2H2 ZF		
PRDM2	PRDM2	ENSG00000116731	1	True	C2H2 ZF		
PRDM4	PRDM4	ENSG00000110851	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
PRDM5	PRDM5	ENSG00000138738	1	True	C2H2 ZF		
PRDM6	PRDM6	ENSG00000061455	1	True	C2H2 ZF		
PRDM7	PRDM7	ENSG00000126856	1	True	Unknown		
PRDM8	PRDM8	ENSG00000152784	2	True	C2H2 ZF		
PRDM9	PRDM9	ENSG00000164256	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
PREB	PREB	ENSG00000138073	1	True	Unknown		
PRKRIP1	PRKRIP1	ENSG00000128563	2	False			
PRKRIR	THAP12	ENSG00000137492	1	True	THAP finger		
PRMT3	PRMT3	ENSG00000185238	1	True	C2H2 ZF		
PROP1	PROP1	ENSG00000175325	1	True	Homeodomain	Homeo domain factors	Paired-related HD factors
PROX1	PROX1	ENSG00000117707	1	True	Prospero	Homeo domain factors	HD-PROS factors
PROX2	PROX2	ENSG00000119608	1	True	Prospero		
PRR12	PRR12	ENSG00000126464	1	True	AT hook		
PRRX1	PRRX1	ENSG00000116132	2	True	Homeodomain	Homeo domain factors	Paired-related HD factors
PRRX2	PRRX2	ENSG00000167157	1	True	Homeodomain	Homeo domain factors	Paired-related HD factors
PSIP1	PSIP1	ENSG00000164985	1	False			
PSMA1	PSMA1	ENSG00000129084	1	False			
PSMB1	PSMB1	ENSG00000008018	1	False			
PSMB4	PSMB4	ENSG00000159377	1	False			
PSMC3	PSMC3	ENSG00000165916	1	False			
PTF1A	PTF1A	ENSG00000168267	1	True	bHLH		
PTTG1	PTTG1	ENSG00000164611	1	True	Unknown		
PUF60	PUF60	ENSG00000179950	1	False			
PURA	PURA	ENSG00000185129	2	True	Unknown		
PURB	PURB	ENSG00000146676	1	True	Unknown		
PURG	PURG	ENSG00000172733	1	True	Unknown		
RAG1	RAG1	ENSG00000166349	1	True	Unknown		
RARA	RARA	ENSG00000131759	2	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
RARB	RARB	ENSG00000077092	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
RARG	RARG	ENSG00000172819	2	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
RAX	RAX	ENSG00000134438	1	True	Homeodomain	Homeo domain factors	Paired-related HD factors
RAX2	RAX2	ENSG00000173976	1	True	Homeodomain	Homeo domain factors	Paired-related HD factors
RB1	RB1	ENSG00000139687	1	True	Unknown		
RB1CC1	RB1CC1	ENSG00000023287	2	False			
RBAK	RBAK	ENSG00000146587	2	True	C2H2 ZF		
RBCK1	RBCK1	ENSG00000125826	1	True	Unknown		
RBL2	RBL2	ENSG00000103479	2	True	Unknown		
RBMS1	RBMS1	ENSG00000153250	1	False			
RBPJ	RBPJ	ENSG00000168214	1	True	CSL	Rel homology region (RHR) factors	CSL-related factors
RBPJL	RBPJL	ENSG00000124232	1	True	CSL		
RC3H2	RC3H2	ENSG00000056586	1	True	CCCH ZF		
RCAN1	RCAN1	ENSG00000159200	1	True	Unknown		
RCOR1	RCOR1	ENSG00000089902	1	True	Myb/SANT		
RCOR2	RCOR2	ENSG00000167771	1	True	Myb/SANT		
RCOR3	RCOR3	ENSG00000117625	1	True	Myb/SANT		
REL	REL	ENSG00000162924	1	True	Rel	Rel homology region (RHR) factors	NF-kappaB-related factors
RELA	RELA	ENSG00000173039	1	True	Rel	Rel homology region (RHR) factors	NF-kappaB-related factors
RELB	RELB	ENSG00000104856	1	True	Rel	Rel homology region (RHR) factors	NF-kappaB-related factors
REPIN1	REPIN1	ENSG00000214022	1	True	C2H2 ZF		
RERE	RERE	ENSG00000142599	1	True	Myb/SANT; GATA		
REST	REST	ENSG00000084093	2	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
REXO4	REXO4	ENSG00000148300	1	True	Unknown		
RFX1	RFX1	ENSG00000132005	1	True	RFX	Fork head/winged helix factors	RFX-related factors
RFX2	RFX2	ENSG00000087903	1	True	RFX	Fork head/winged helix factors	RFX-related factors
RFX3	RFX3	ENSG00000080298	1	True	RFX	Fork head/winged helix factors	RFX-related factors
RFX4	RFX4	ENSG00000111783	1	True	RFX	Fork head/winged helix factors	RFX-related factors
RFX5	RFX5	ENSG00000143390	1	True	RFX	Fork head/winged helix factors	RFX-related factors
RFX6	RFX6	ENSG00000185002	1	True	RFX		
RFX7	RFX7	ENSG00000181827	1	True	RFX	Fork head/winged helix factors	RFX-related factors
RFX8	RFX8	ENSG00000196460	1	True	RFX		
RFXANK	RFXANK	ENSG00000064490	1	True	Unknown		
RFXAP	RFXAP	ENSG00000133111	1	True	Unknown		
RHOXF1	RHOXF1	ENSG00000101883	1	True	Homeodomain	Homeo domain factors	Paired-related HD factors
RHOXF2	RHOXF2	ENSG00000131721	1	True	Homeodomain		
RHOXF2B	RHOXF2B	ENSG00000203989	1	True	Homeodomain		
RLF	RLF	ENSG00000117000	1	True	C2H2 ZF		
RNF141	RNF141	ENSG00000110315	1	False			
RNF2	RNF2	ENSG00000121481	1	True	Unknown		
RNF4	RNF4	ENSG00000063978	1	True	Unknown		
RORA	RORA	ENSG00000069667	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
RORB	RORB	ENSG00000198963	1	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
RORC	RORC	ENSG00000143365	2	True	Nuclear receptor	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)
RPA3	RPA3	ENSG00000106399	1	False			
RPF1	RPF1	ENSG00000117133	1	False			
RPS4X	RPS4X	ENSG00000198034	1	False			
