gene_symbol	hgnc_approved_symbol	n_promoters_in_target_library	ensembl_gene_id	ensembl_gene_id_source	in_lambert_2018	lambert_2018_is_tf	lambert_2018_dbd	lambert_2018_tf_assessment	lambert_2018_binding_mode	in_jaspar_core	jaspar_matrix_ids	jaspar_base_ids	jaspar_tf_class	jaspar_tf_family	jaspar_uniprot_ids
RLF	RLF	1	ENSG00000117000	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
RNF141	RNF141	1	ENSG00000110315	gtf_direct	False					False					
RNF2	RNF2	1	ENSG00000121481	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
RNF4	RNF4	1	ENSG00000063978	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
RORA	RORA	1	ENSG00000069667	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA0071.1;MA0072.1;MA0072.2	MA0071;MA0072	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	P35398
RORB	RORB	1	ENSG00000198963	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA1150.1;MA1150.2	MA1150	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	Q92753
RORC	RORC	2	ENSG00000143365	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA1151.1;MA1151.2	MA1151	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	P51449
RPA3	RPA3	1	ENSG00000106399	gtf_direct	False					False					
RPF1	RPF1	1	ENSG00000117133	gtf_direct	False					False					
RPS4X	RPS4X	1	ENSG00000198034	gtf_direct	False					False					
RREB1	RREB1	1	ENSG00000124782	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0073.1;MA0073.2	MA0073	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	Q92766
RUNX1	RUNX1	1	ENSG00000159216	gtf_direct	True	Yes	Runt	Known motif	Monomer or homomultimer	True	MA0002.1	MA0002	Runt domain factors	Runt-related factors	Q01196
RUNX1T1	RUNX1T1	2	ENSG00000079102	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
RUNX2	RUNX2	2	ENSG00000124813	gtf_direct	True	Yes	Runt	Known motif	Monomer or homomultimer	True	MA0511.1;MA0511.2	MA0511	Runt domain factors	Runt-related factors	Q13950
RUNX3	RUNX3	2	ENSG00000020633	gtf_direct	True	Yes	Runt	Known motif	Monomer or homomultimer	True	MA0684.1;MA0684.2;MA0684.3	MA0684	Runt domain factors	Runt-related factors	Q13761
RUVBL1	RUVBL1	1	ENSG00000175792	gtf_direct	False					False					
RXRA	RXRA	1	ENSG00000186350	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	False					
RXRB	RXRB	1	ENSG00000204231	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA0855.1;MA1555.1	MA0855;MA1555	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	P28702
RXRG	RXRG	1	ENSG00000143171	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA0856.1;MA1556.1	MA0856;MA1556	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	P48443
SACM1L	SACM1L	1	ENSG00000211456	gtf_direct	False					False					
SAFB	SAFB	1	ENSG00000160633	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Low specificity DNA-binding protein	False					
SAFB2	SAFB2	1	ENSG00000130254	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Low specificity DNA-binding protein	False					
SALL1	SALL1	1	ENSG00000103449	gtf_direct	True	Yes	C2H2 ZF	Inferred motif	Monomer or homomultimer	False					
SALL2	SALL2	1	ENSG00000165821	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
SALL3	SALL3	1	ENSG00000256463	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2537.1	MA2537	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	Q9BXA9
SALL4	SALL4	1	ENSG00000101115	gtf_direct	True	Yes	C2H2 ZF	Inferred motif	Monomer or homomultimer	False					
SATB1	SATB1	2	ENSG00000182568	gtf_direct	True	Yes	CUT; Homeodomain	Known motif	Low specificity DNA-binding protein	True	MA1963.1;MA1963.2	MA1963	Homeo domain factors	HD-CUT	Q01826
SATB2	SATB2	1	ENSG00000119042	gtf_direct	True	Yes	CUT; Homeodomain	Inferred motif	Low specificity DNA-binding protein	False					
SCAND3	ZBED9	1	ENSG00000232040	hgnc_alias	True	Yes	BED ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2542.1	MA2542	C2H2 zinc finger factors	BED zinc finger factors	Q6R2W3
SCAPER	SCAPER	1	ENSG00000140386	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
SCMH1	SCMH1	2	ENSG00000010803	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Monomer or homomultimer	False					
SCML4	SCML4	1	ENSG00000146285	gtf_direct	True	Yes	AT hook	Likely to be sequence specific TF	Monomer or homomultimer	False					
SCRT1	SCRT1	1	ENSG00000261678	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0743.1;MA0743.2;MA0743.3	MA0743	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q9BWW7
SCRT2	SCRT2	1	ENSG00000215397	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0744.1;MA0744.2;MA0744.3	MA0744	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q9NQ03
SCXA	SCX	1	ENSG00000260428	hgnc_alias	True	Yes	bHLH	Inferred motif	Monomer or homomultimer	False					
SCXB	SCX	1	ENSG00000260428	hgnc_alias	True	Yes	bHLH	Inferred motif	Monomer or homomultimer	False					
SEBOX	SEBOX	1	ENSG00000274529	gtf_direct	True	Yes	Homeodomain	Inferred motif	Monomer or homomultimer	False					
SETBP1	SETBP1	1	ENSG00000152217	gtf_direct	True	Yes	AT hook	Likely to be sequence specific TF	Monomer or homomultimer	False					
SETD1A	SETD1A	1	ENSG00000099381	gtf_direct	False					False					
SETDB1	SETDB1	1	ENSG00000143379	gtf_direct	True	Yes	MBD	Known motif	Low specificity DNA-binding protein	False					
SETDB2	SETDB2	1	ENSG00000136169	gtf_direct	True	Yes	MBD	Likely to be sequence specific TF	Low specificity DNA-binding protein	False					
SGSM2	SGSM2	1	ENSG00000141258	gtf_direct	True	Yes	BED ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
SH3D19	SH3D19	2	ENSG00000109686	gtf_direct	False					False					
SHOX	SHOX	1	ENSG00000185960	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0630.1;MA0630.2	MA0630	Homeo domain factors	Paired-related HD factors	O15266
SHOX2	SHOX2	1	ENSG00000168779	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
SIM1	SIM1	1	ENSG00000112246	gtf_direct	True	Yes	bHLH	Inferred motif	Obligate heteromer	False					
SIM2	SIM2	1	ENSG00000159263	gtf_direct	True	Yes	bHLH	Inferred motif	Obligate heteromer	False					
SIN3A	SIN3A	2	ENSG00000169375	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
SIRT6	SIRT6	1	ENSG00000077463	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
SIX1	SIX1	1	ENSG00000126778	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA1118.1;MA1118.2	MA1118	Homeo domain factors	HD-SINE	Q15475
SIX2	SIX2	1	ENSG00000170577	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA1119.1;MA1119.2	MA1119	Homeo domain factors	HD-SINE	Q9NPC8
SIX3	SIX3	1	ENSG00000138083	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
SIX4	SIX4	1	ENSG00000100625	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
SIX5	SIX5	1	ENSG00000177045	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
SIX6	SIX6	1	ENSG00000184302	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
SKI	SKI	1	ENSG00000157933	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Monomer or homomultimer	False					
SKIL	SKIL	1	ENSG00000136603	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Monomer or homomultimer	False					
SKOR1	SKOR1	1	ENSG00000188779	gtf_direct	True	Yes	Unknown	Known motif	Monomer or homomultimer	False					
SKOR2	SKOR2	1	ENSG00000215474	gtf_direct	True	Yes	SAND	Known motif	Monomer or homomultimer	False					
SLC22A1	SLC22A1	1	ENSG00000175003	gtf_direct	False					False					
SLC2A4RG	SLC2A4RG	1	ENSG00000125520	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2539.1	MA2539	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	Q9NR83
SLC30A9	SLC30A9	1	ENSG00000014824	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
SMAD1	SMAD1	1	ENSG00000170365	gtf_direct	True	Yes	SMAD	Known motif	Obligate heteromer	False					
SMAD2	SMAD2	1	ENSG00000175387	gtf_direct	True	No	SMAD	Unlikely to be sequence specific TF	Not a DNA binding protein	True	MA1964.1;MA1964.2	MA1964	SMAD/NF-1 DNA-binding domain factors	SMAD factors	Q15796
SMAD3	SMAD3	1	ENSG00000166949	gtf_direct	True	Yes	SMAD	Known motif	Monomer or homomultimer	True	MA0795.1	MA0795	SMAD/NF-1 DNA-binding domain factors	SMAD factors	P84022
SMAD4	SMAD4	1	ENSG00000141646	gtf_direct	True	Yes	SMAD	Known motif	Monomer or homomultimer	False					
SMAD5	SMAD5	1	ENSG00000113658	gtf_direct	True	Yes	SMAD	Known motif	Monomer or homomultimer	True	MA1557.1	MA1557	SMAD/NF-1 DNA-binding domain factors	SMAD factors	Q99717
SMAD6	SMAD6	1	ENSG00000137834	gtf_direct	True	No	SMAD	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
SMAD7	SMAD7	1	ENSG00000101665	gtf_direct	True	No	SMAD	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
SMAD9	SMAD9	1	ENSG00000120693	gtf_direct	True	Yes	SMAD	Known motif	Obligate heteromer	False					
SMARCA1	SMARCA1	1	ENSG00000102038	gtf_direct	True	No	Myb/SANT	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
SMARCA2	SMARCA2	1	ENSG00000080503	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
SMARCA4	SMARCA4	1	ENSG00000127616	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
SMARCA5	SMARCA5	1	ENSG00000153147	gtf_direct	True	No	Myb/SANT	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
SMARCB1	SMARCB1	2	ENSG00000099956	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
SMARCC1	SMARCC1	1	ENSG00000173473	gtf_direct	True	No	Myb/SANT	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
SMARCC2	SMARCC2	1	ENSG00000139613	gtf_direct	True	No	Myb/SANT	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
SMYD2	SMYD2	1	ENSG00000143499	gtf_direct	False					False					
SMYD3	SMYD3	1	ENSG00000185420	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Monomer or homomultimer	False					
SNAI1	SNAI1	1	ENSG00000124216	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1558.1;MA1558.2	MA1558	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	O95863
SNAI2	SNAI2	1	ENSG00000019549	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0745.1;MA0745.2;MA0745.3	MA0745	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	O43623
SNAI3	SNAI3	1	ENSG00000185669	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1559.1;MA1559.2	MA1559	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q3KNW1
SNAPC1	SNAPC1	1	ENSG00000023608	gtf_direct	False					False					
SNAPC2	SNAPC2	1	ENSG00000104976	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Monomer or homomultimer	False					
SNAPC3	SNAPC3	1	ENSG00000164975	gtf_direct	False					False					
SNAPC4	SNAPC4	1	ENSG00000165684	gtf_direct	True	Yes	Myb/SANT	Likely to be sequence specific TF	Monomer or homomultimer	False					
SNAPC5	SNAPC5	1	ENSG00000174446	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Monomer or homomultimer	False					
SOHLH1	SOHLH1	1	ENSG00000165643	gtf_direct	True	Yes	bHLH	Likely to be sequence specific TF	Obligate heteromer	False					
SOHLH2	SOHLH2	1	ENSG00000120669	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA1560.1;MA1560.2	MA1560	Basic helix-loop-helix factors (bHLH)	PAS domain factors	Q9NX45
SON	SON	2	ENSG00000159140	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Monomer or homomultimer	False					
SOX1	SOX1	1	ENSG00000182968	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	False					
SOX10	SOX10	1	ENSG00000100146	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	True	MA0442.2;MA0442.3	MA0442	High-mobility group (HMG) domain factors	SOX-related factors	P56693
SOX11	SOX11	1	ENSG00000176887	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	False					
SOX12	SOX12	1	ENSG00000177732	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	True	MA1561.1;MA1561.2	MA1561	High-mobility group (HMG) domain factors	SOX-related factors	O15370
SOX13	SOX13	1	ENSG00000143842	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	True	MA1120.1;MA1120.2	MA1120	High-mobility group (HMG) domain factors	SOX-related factors	Q9UN79
SOX14	SOX14	1	ENSG00000168875	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	True	MA1562.1;MA1562.2	MA1562	High-mobility group (HMG) domain factors	SOX-related factors	O95416
SOX15	SOX15	1	ENSG00000129194	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	True	MA1152.1;MA1152.2	MA1152	High-mobility group (HMG) domain factors	SOX-related factors	O60248
SOX17	SOX17	1	ENSG00000164736	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	False					
SOX18	SOX18	1	ENSG00000203883	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	True	MA1563.1;MA1563.2	MA1563	High-mobility group (HMG) domain factors	SOX-related factors	P35713
SOX2	SOX2	1	ENSG00000181449	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	True	MA0143.4;MA0143.5	MA0143	High-mobility group (HMG) domain factors	SOX-related factors	P48431
SOX21	SOX21	1	ENSG00000125285	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	True	MA0866.1	MA0866	High-mobility group (HMG) domain factors	SOX-related factors	Q9Y651
SOX3	SOX3	1	ENSG00000134595	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	False					
SOX30	SOX30	2	ENSG00000039600	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	True	MA2684.1	MA2684	High-mobility group (HMG) domain factors	SOX-related factors	O94993
SOX4	SOX4	2	ENSG00000124766	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	True	MA0867.1;MA0867.2;MA0867.3	MA0867	High-mobility group (HMG) domain factors	SOX-related factors	Q06945
SOX5	SOX5	2	ENSG00000134532	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	False					
SOX6	SOX6	3	ENSG00000110693	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	False					
SOX7	SOX7	1	ENSG00000171056	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	False					
SOX8	SOX8	1	ENSG00000005513	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	True	MA0868.1;MA0868.2;MA0868.3	MA0868	High-mobility group (HMG) domain factors	SOX-related factors	P57073
SOX9	SOX9	1	ENSG00000125398	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	True	MA0077.1;MA0077.2	MA0077	High-mobility group (HMG) domain factors	SOX-related factors	P48436
SP1	SP1	1	ENSG00000185591	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0079.1;MA0079.3;MA0079.4;MA0079.5	MA0079	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	P08047
SP100	SP100	1	ENSG00000067066	gtf_direct	True	Yes	SAND	Likely to be sequence specific TF	Monomer or homomultimer	False					
SP110	SP110	1	ENSG00000135899	gtf_direct	True	Yes	SAND	Likely to be sequence specific TF	Monomer or homomultimer	False					
SP140	SP140	1	ENSG00000079263	gtf_direct	True	Yes	SAND	Likely to be sequence specific TF	Monomer or homomultimer	False					
SP140L	SP140L	1	ENSG00000185404	gtf_direct	True	Yes	SAND	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2540.1	MA2540	SAND domain factors	Sp140-Sp100	Q9H930
SP2	SP2	1	ENSG00000167182	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0516.1;MA0516.2;MA0516.3	MA0516	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q02086
SP3	SP3	1	ENSG00000172845	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0746.1;MA0746.2;MA0746.3	MA0746	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q02447
SP4	SP4	1	ENSG00000105866	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0685.1;MA0685.2	MA0685	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q02446
SP5	SP5	1	ENSG00000204335	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1965.1;MA1965.2	MA1965	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q6BEB4
SP6	SP6	1	ENSG00000189120	gtf_direct	True	Yes	C2H2 ZF	Inferred motif	Monomer or homomultimer	False					
SP7	SP7	1	ENSG00000170374	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
SP8	SP8	1	ENSG00000164651	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0747.1;MA0747.2	MA0747	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q8IXZ3
SP9	SP9	1	ENSG00000217236	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1564.1;MA1564.2	MA1564	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	P0CG40
SPDEF	SPDEF	1	ENSG00000124664	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0686.1;MA0686.2	MA0686	Tryptophan cluster factors	Ets-related	O95238
SPEN	SPEN	1	ENSG00000065526	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Monomer or homomultimer	False					
SPI1	SPI1	1	ENSG00000066336	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0080.1;MA0080.2;MA0080.4;MA0080.5	MA0080	Tryptophan cluster factors	Ets-related	P17947
SPIB	SPIB	1	ENSG00000269404	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0081.1;MA0081.2;MA0081.3	MA0081	Tryptophan cluster factors	Ets-related	Q01892
SPIC	SPIC	1	ENSG00000166211	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0687.1;MA0687.2	MA0687	Tryptophan cluster factors	Ets-related	Q8N5J4
SPZ1	SPZ1	1	ENSG00000164299	gtf_direct	True	Yes	Unknown	Known motif	Monomer or homomultimer	False					
SRCAP	SRCAP	1	ENSG00000080603	gtf_direct	True	Yes	AT hook	Likely to be sequence specific TF	Monomer or homomultimer	False					
SREBF1	SREBF1	2	ENSG00000072310	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA0595.1;MA0829.2;MA0829.3	MA0595;MA0829	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP	P36956
SREBF2	SREBF2	1	ENSG00000198911	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA0596.1;MA0828.1;MA0828.2;MA0828.3	MA0596;MA0828	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP	Q12772
SRF	SRF	1	ENSG00000112658	gtf_direct	True	Yes	MADS box	Known motif	Monomer or homomultimer	True	MA0083.1;MA0083.2;MA0083.3	MA0083	MADS box factors	Responders to external signals (SRF/RLM1)	P11831
SRY	SRY	1	ENSG00000184895	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	True	MA0084.1;MA0084.2	MA0084	High-mobility group (HMG) domain factors	SOX-related factors	Q05066
SS18	SS18	1	ENSG00000141380	gtf_direct	False					False					
SSRP1	SSRP1	1	ENSG00000149136	gtf_direct	True	No	HMG/Sox	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
ST18	ST18	1	ENSG00000147488	gtf_direct	True	Yes	C2H2 ZF	Inferred motif	Monomer or homomultimer	False					
STAT1	STAT1	1	ENSG00000115415	gtf_direct	True	Yes	STAT	Known motif	Monomer or homomultimer	True	MA0137.1;MA0137.2;MA0137.3;MA0137.4	MA0137	STAT domain factors	STAT factors	P42224;Q53XW4
STAT2	STAT2	1	ENSG00000170581	gtf_direct	True	Yes	STAT	Known motif	Monomer or homomultimer	False					
STAT3	STAT3	1	ENSG00000168610	gtf_direct	True	Yes	STAT	Known motif	Monomer or homomultimer	True	MA0144.2;MA0144.3	MA0144	STAT domain factors	STAT factors	P40763
STAT4	STAT4	1	ENSG00000138378	gtf_direct	True	Yes	STAT	Known motif	Monomer or homomultimer	False					
STAT5A	STAT5A	1	ENSG00000126561	gtf_direct	True	Yes	STAT	Known motif	Monomer or homomultimer	False					
STAT5B	STAT5B	1	ENSG00000173757	gtf_direct	True	Yes	STAT	Known motif	Monomer or homomultimer	False					
STAT6	STAT6	1	ENSG00000166888	gtf_direct	True	Yes	STAT	Known motif	Monomer or homomultimer	False					
STOX2	STOX2	2	ENSG00000173320	gtf_direct	False					False					
STRA13	CENPX	1	ENSG00000169689	hgnc_alias	True	Yes	Unknown	Likely to be sequence specific TF	Low specificity DNA-binding protein	False					
STRAP	STRAP	1	ENSG00000023734	gtf_direct	False					False					
SUB1	SUB1	2	ENSG00000113387	gtf_direct	True	No	Unknown	ssDNA/RNA binding	Not a DNA binding protein	False					
SULT2A1	SULT2A1	1	ENSG00000105398	gtf_direct	False					False					
SUPT4H1	SUPT4H1	1	ENSG00000213246	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
SUPT5H	SUPT5H	1	ENSG00000196235	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
SUZ12	SUZ12	1	ENSG00000178691	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
T	TBXT	1	ENSG00000164458	hgnc_alias	True	Yes	T-box	Known motif	Monomer or homomultimer	True	MA0009.2	MA0009	T-Box factors	Brachyury-related factors	O15178
TADA2A	TADA2A	1	ENSG00000276234	gtf_direct	True	No	Myb/SANT	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
TADA2B	TADA2B	1	ENSG00000173011	gtf_direct	True	No	Myb/SANT	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
TADA3	TADA3	1	ENSG00000171148	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
TAF1	TAF1	1	ENSG00000147133	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
TAF10	TAF10	1	ENSG00000166337	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
TAF11	TAF11	1	ENSG00000064995	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
TAF12	TAF12	1	ENSG00000120656	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
TAF13	TAF13	1	ENSG00000197780	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
TAF1A	TAF1A	1	ENSG00000143498	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
TAF1B	TAF1B	1	ENSG00000115750	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
TAF4	TAF4	1	ENSG00000130699	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
TAF4B	TAF4B	1	ENSG00000141384	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
TAF5	TAF5	1	ENSG00000148835	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
TAF5L	TAF5L	1	ENSG00000135801	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
TAF6	TAF6	1	ENSG00000106290	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
TAF7	TAF7	1	ENSG00000178913	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
TAF9	TAF9	1	ENSG00000273841	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
TAL1	TAL1	2	ENSG00000162367	gtf_direct	True	Yes	bHLH	Known motif	Obligate heteromer	False					
TAL2	TAL2	1	ENSG00000186051	gtf_direct	True	Yes	bHLH	Inferred motif	Obligate heteromer	False					
TARDBP	TARDBP	1	ENSG00000120948	gtf_direct	True	No	Unknown	ssDNA/RNA binding	Not a DNA binding protein	False					
TAZ	TAFAZZIN	1	ENSG00000102125	hgnc_alias	False					False					
TBP	TBP	1	ENSG00000112592	gtf_direct	True	Yes	TBP	Known motif	Monomer or homomultimer	False					
TBPL1	TBPL1	1	ENSG00000028839	gtf_direct	True	Yes	TBP	Likely to be sequence specific TF	Obligate heteromer	False					
TBPL2	TBPL2	1	ENSG00000182521	gtf_direct	True	Yes	TBP	Inferred motif	Monomer or homomultimer	False					
TBR1	TBR1	1	ENSG00000136535	gtf_direct	True	Yes	T-box	Known motif	Monomer or homomultimer	True	MA0802.1;MA0802.2	MA0802	T-Box factors	TBrain-related factors	Q16650
TBX1	TBX1	1	ENSG00000184058	gtf_direct	True	Yes	T-box	Known motif	Monomer or homomultimer	True	MA0805.1	MA0805	T-Box factors	TBX1-related factors	O43435
TBX10	TBX10	1	ENSG00000167800	gtf_direct	True	Yes	T-box	Inferred motif	Monomer or homomultimer	False					
